Site_Id,Species,Fish_Length,Clipped
TPS0316.2019,Goby_UNID,48,
TPS0448.2019,Goby_UNID,14,
TPS0180.2018,Golden_Shiner,85,
TPS0180.2018,Golden_Shiner,123,
TPS0180.2018,Golden_Shiner,116,
TPS0180.2018,Golden_Shiner,97,
TPS0180.2018,Golden_Shiner,83,
TPS0730.2020,Golden_Shiner,103,
TPS0730.2020,Golden_Shiner,100,
TPS0730.2020,Golden_Shiner,94,
TPS0180.2018,Golden_Shiner,87,
TPS0172.2018,Golden_Shiner,84,
TPS0172.2018,Golden_Shiner,85,
TPS0709.2019,Golden_Shiner,95,
TPS0709.2019,Golden_Shiner,81,
TPS0298.2020,Golden_Shiner,79,
TPS0172.2018,Golden_Shiner,90,
TPS0215.2020,Golden_Shiner,86,
TPS0544.2020,Golden_Shiner,81,
TPS0215.2020,Golden_Shiner,100,
TPS0180.2018,Golden_Shiner,86,
TPS0215.2020,Golden_Shiner,168,
TPS0568.2020,Golden_Shiner,102,
TPS0569.2020,Golden_Shiner,102,
TPS0569.2020,Golden_Shiner,76,
TPS0407.2020,Golden_Shiner,92,
TPS0460.2020,Golden_Shiner,96,
TPS0516.2020b,Golden_Shiner,87,
TPS0516.2020b,Golden_Shiner,105,
TPS0052.2018,Golden_Shiner,87,
TPS0192.2018,Golden_Shiner,78,
TPS0337.2019,Golden_Shiner,197,
TPS0180.2018,Golden_Shiner,84,
TPS0730.2020,Golden_Shiner,86,
TPS0367.2019,Golden_Shiner,163,
TPS0399.2020,Golden_Shiner,162,
TPS0736.2020,Golden_Shiner,84,
TPS0730.2020,Golden_Shiner,75,
TPS0730.2020,Golden_Shiner,95,
TPS0004.2019,Golden_Shiner,78,
TPS0601.2019,Golden_Shiner,155,
TPS0180.2018,Golden_Shiner,85,
TPS0180.2018,Golden_Shiner,83,
TPS0684.2020,Golden_Shiner,97,
TPS0637.2019,Golden_Shiner,94,
TPS0192.2018,Golden_Shiner,87,
TPS0192.2018,Golden_Shiner,84,
TPS0730.2020,Golden_Shiner,79,
TPS0730.2020,Golden_Shiner,86,
TPS0636.2020,Golden_Shiner,88,
TPS0730.2020,Golden_Shiner,82,
TPS0325.2020,Golden_Shiner,130,
TPS0544.2020,Goldfish,134,
TPS0252.2020,Goldfish,550,
TPS0208.2020,Inland_Silverside,72,
TPS0382.2019,Inland_Silverside,52,
TPS0382.2019,Inland_Silverside,51,
TPS0382.2019,Inland_Silverside,45,
TPS0235.2019,Inland_Silverside,54,
TPS0373.2019,Inland_Silverside,56,
TPS0349.2019,Inland_Silverside,51,
TPS0077.2018,Inland_Silverside,75,
TPS0307.2019,Inland_Silverside,81,
TPS0077.2018,Inland_Silverside,88,
TPS0077.2018,Inland_Silverside,97,
TPS0077.2018,Inland_Silverside,107,
TPS1657.2020,Inland_Silverside,53,
TPS1657.2020,Inland_Silverside,62,
TPS1657.2020,Inland_Silverside,35,
TPS1657.2020,Inland_Silverside,46,
TPS1657.2020,Inland_Silverside,59,
TPS1657.2020,Inland_Silverside,49,
TPS1657.2020,Inland_Silverside,47,
TPS1657.2020,Inland_Silverside,58,
TPS1657.2020,Inland_Silverside,51,
TPS1657.2020,Inland_Silverside,63,
TPS1653.2020,Inland_Silverside,67,
TPS1653.2020,Inland_Silverside,70,
TPS1653.2020,Inland_Silverside,54,
TPS1653.2020,Inland_Silverside,53,
TPS0100.2018,Inland_Silverside,68,
TPS0100.2018,Inland_Silverside,74,
TPS0100.2018,Inland_Silverside,79,
TPS0100.2018,Inland_Silverside,81,
TPS0102.2018,Inland_Silverside,58,
TPS0114.2018,Inland_Silverside,64,
TPS0133.2020,Inland_Silverside,67,
TPS1653.2020,Inland_Silverside,60,
TPS1653.2020,Inland_Silverside,57,
TPS1653.2020,Inland_Silverside,56,
TPS1652.2020,Inland_Silverside,54,
TPS1652.2020,Inland_Silverside,41,
TPS1652.2020,Inland_Silverside,41,
TPS1652.2020,Inland_Silverside,58,
TPS1652.2020,Inland_Silverside,75,
TPS1652.2020,Inland_Silverside,57,
TPS1652.2020,Inland_Silverside,66,
TPS0133.2020,Inland_Silverside,60,
TPS0123.2018,Inland_Silverside,74,
TPS0124.2018,Inland_Silverside,52,
TPS0125.2018,Inland_Silverside,85,
TPS0125.2018,Inland_Silverside,85,
TPS0133.2020,Inland_Silverside,65,
TPS0133.2020,Inland_Silverside,59,
TPS0744.2020,Inland_Silverside,80,
TPS0744.2020,Inland_Silverside,70,
TPS0736.2020,Inland_Silverside,64,
TPS0736.2020,Inland_Silverside,56,
TPS0736.2020,Inland_Silverside,54,
TPS0130.2020,Inland_Silverside,57,
TPS0129.2020,Inland_Silverside,58,
TPS0128.2020,Inland_Silverside,68,
TPS0693.2020,Inland_Silverside,60,
TPS0693.2020,Inland_Silverside,49,
TPS0693.2020,Inland_Silverside,75,
TPS0693.2020,Inland_Silverside,44,
TPS0693.2020,Inland_Silverside,63,
TPS0692.2020,Inland_Silverside,69,
TPS0692.2020,Inland_Silverside,60,
TPS0692.2020,Inland_Silverside,65,
TPS0692.2020,Inland_Silverside,64,
TPS0692.2020,Inland_Silverside,63,
TPS0692.2020,Inland_Silverside,74,
TPS0692.2020,Inland_Silverside,72,
TPS0692.2020,Inland_Silverside,60,
TPS0692.2020,Inland_Silverside,85,
TPS0692.2020,Inland_Silverside,75,
TPS0687.2020,Inland_Silverside,49,
TPS0146.2018,Inland_Silverside,67,
TPS0684.2020,Inland_Silverside,66,
TPS0684.2020,Inland_Silverside,55,
TPS0684.2020,Inland_Silverside,60,
TPS0684.2020,Inland_Silverside,61,
TPS0683.2020,Inland_Silverside,69,
TPS0683.2020,Inland_Silverside,64,
TPS0683.2020,Inland_Silverside,62,
TPS0683.2020,Inland_Silverside,76,
TPS0683.2020,Inland_Silverside,78,
TPS0683.2020,Inland_Silverside,81,
TPS0681.2020,Inland_Silverside,59,
TPS0681.2020,Inland_Silverside,56,
TPS0681.2020,Inland_Silverside,65,
TPS0681.2020,Inland_Silverside,47,
TPS0681.2020,Inland_Silverside,53,
TPS0681.2020,Inland_Silverside,75,
TPS0681.2020,Inland_Silverside,64,
TPS0681.2020,Inland_Silverside,55,
TPS0681.2020,Inland_Silverside,51,
TPS0681.2020,Inland_Silverside,80,
TPS0654.2020,Inland_Silverside,57,
TPS0654.2020,Inland_Silverside,43,
TPS0650.2020,Inland_Silverside,75,
TPS0649.2020,Inland_Silverside,67,
TPS0649.2020,Inland_Silverside,75,
TPS0649.2020,Inland_Silverside,62,
TPS0641.2020a,Inland_Silverside,75,
TPS0636.2020,Inland_Silverside,68,
TPS0636.2020,Inland_Silverside,55,
TPS0636.2020,Inland_Silverside,58,
TPS0636.2020,Inland_Silverside,64,
TPS0636.2020,Inland_Silverside,71,
TPS0636.2020,Inland_Silverside,82,
TPS0636.2020,Inland_Silverside,45,
TPS0636.2020,Inland_Silverside,78,
TPS0636.2020,Inland_Silverside,67,
TPS0636.2020,Inland_Silverside,80,
TPS0634.2020,Inland_Silverside,62,
TPS0634.2020,Inland_Silverside,74,
TPS0629.2020,Inland_Silverside,65,
TPS0619.2020b,Inland_Silverside,72,
TPS0619.2020b,Inland_Silverside,78,
TPS0619.2020b,Inland_Silverside,80,
TPS0619.2020b,Inland_Silverside,75,
TPS0619.2020b,Inland_Silverside,109,
TPS0583.2020,Inland_Silverside,61,
TPS0583.2020,Inland_Silverside,50,
TPS0583.2020,Inland_Silverside,55,
TPS0583.2020,Inland_Silverside,58,
TPS0583.2020,Inland_Silverside,56,
TPS0583.2020,Inland_Silverside,61,
TPS0583.2020,Inland_Silverside,61,
TPS0583.2020,Inland_Silverside,60,
TPS0583.2020,Inland_Silverside,56,
TPS0128.2020,Inland_Silverside,65,
TPS0128.2020,Inland_Silverside,65,
TPS0128.2020,Inland_Silverside,67,
TPS0576.2020,Inland_Silverside,81,
TPS0128.2020,Inland_Silverside,70,
TPS0128.2020,Inland_Silverside,66,
TPS0574.2020,Inland_Silverside,53,
TPS0574.2020,Inland_Silverside,52,
TPS0574.2020,Inland_Silverside,50,
TPS0574.2020,Inland_Silverside,54,
TPS0574.2020,Inland_Silverside,74,
TPS0164.2018,Inland_Silverside,72,
TPS0574.2020,Inland_Silverside,58,
TPS0574.2020,Inland_Silverside,57,
TPS0574.2020,Inland_Silverside,68,
TPS0574.2020,Inland_Silverside,64,
TPS0574.2020,Inland_Silverside,77,
TPS0573.2020,Inland_Silverside,53,
TPS0573.2020,Inland_Silverside,52,
TPS0573.2020,Inland_Silverside,71,
TPS0572.2020,Inland_Silverside,72,
TPS0572.2020,Inland_Silverside,80,
TPS0572.2020,Inland_Silverside,83,
TPS0572.2020,Inland_Silverside,69,
TPS0572.2020,Inland_Silverside,72,
TPS0572.2020,Inland_Silverside,55,
TPS0572.2020,Inland_Silverside,64,
TPS0572.2020,Inland_Silverside,63,
TPS0572.2020,Inland_Silverside,63,
TPS0572.2020,Inland_Silverside,83,
TPS0571.2020,Inland_Silverside,64,
TPS0570.2020,Inland_Silverside,79,
TPS0569.2020,Inland_Silverside,69,
TPS0569.2020,Inland_Silverside,59,
TPS0568.2020,Inland_Silverside,63,
TPS0545.2020,Inland_Silverside,61,
TPS0545.2020,Inland_Silverside,53,
TPS0545.2020,Inland_Silverside,54,
TPS0545.2020,Inland_Silverside,67,
TPS0545.2020,Inland_Silverside,82,
TPS0545.2020,Inland_Silverside,54,
TPS0545.2020,Inland_Silverside,62,
TPS0545.2020,Inland_Silverside,68,
TPS0545.2020,Inland_Silverside,61,
TPS0545.2020,Inland_Silverside,52,
TPS0544.2020,Inland_Silverside,69,
TPS0544.2020,Inland_Silverside,61,
TPS0544.2020,Inland_Silverside,41,
TPS0544.2020,Inland_Silverside,61,
TPS0544.2020,Inland_Silverside,69,
TPS0544.2020,Inland_Silverside,60,
TPS0538.2020,Inland_Silverside,69,
TPS0538.2020,Inland_Silverside,73,
TPS0538.2020,Inland_Silverside,90,
TPS0538.2020,Inland_Silverside,74,
TPS0523.2020,Inland_Silverside,62,
TPS0523.2020,Inland_Silverside,55,
TPS0523.2020,Inland_Silverside,60,
TPS0523.2020,Inland_Silverside,47,
TPS0523.2020,Inland_Silverside,65,
TPS0517.2020,Inland_Silverside,67,
TPS0473.2020,Inland_Silverside,52,
TPS0473.2020,Inland_Silverside,85,
TPS0472.2020,Inland_Silverside,68,
TPS0472.2020,Inland_Silverside,67,
TPS0472.2020,Inland_Silverside,65,
TPS0472.2020,Inland_Silverside,59,
TPS0472.2020,Inland_Silverside,71,
TPS0186.2018,Inland_Silverside,82,
TPS0472.2020,Inland_Silverside,60,
TPS0469.2020,Inland_Silverside,67,
TPS0467.2020,Inland_Silverside,60,
TPS0467.2020,Inland_Silverside,70,
TPS0467.2020,Inland_Silverside,65,
TPS0467.2020,Inland_Silverside,70,
TPS0467.2020,Inland_Silverside,90,
TPS0467.2020,Inland_Silverside,64,
TPS0467.2020,Inland_Silverside,72,
TPS0467.2020,Inland_Silverside,74,
TPS0467.2020,Inland_Silverside,59,
TPS0467.2020,Inland_Silverside,75,
TPS0462.2020,Inland_Silverside,51,
TPS0462.2020,Inland_Silverside,60,
TPS0462.2020,Inland_Silverside,53,
TPS0462.2020,Inland_Silverside,70,
TPS0462.2020,Inland_Silverside,66,
TPS0462.2020,Inland_Silverside,74,
TPS0462.2020,Inland_Silverside,73,
TPS0462.2020,Inland_Silverside,69,
TPS0462.2020,Inland_Silverside,75,
TPS0462.2020,Inland_Silverside,60,
TPS0460.2020,Inland_Silverside,55,
TPS0460.2020,Inland_Silverside,74,
TPS0192.2018,Inland_Silverside,60,
TPS0192.2018,Inland_Silverside,68,
TPS0192.2018,Inland_Silverside,70,
TPS0192.2018,Inland_Silverside,71,
TPS0192.2018,Inland_Silverside,72,
TPS0192.2018,Inland_Silverside,73,
TPS0192.2018,Inland_Silverside,74,
TPS0192.2018,Inland_Silverside,74,
TPS0192.2018,Inland_Silverside,81,
TPS0192.2018,Inland_Silverside,83,
TPS0460.2020,Inland_Silverside,74,
TPS0459.2020,Inland_Silverside,71,
TPS0435.2020,Inland_Silverside,55,
TPS0435.2020,Inland_Silverside,59,
TPS0435.2020,Inland_Silverside,63,
TPS0435.2020,Inland_Silverside,57,
TPS0435.2020,Inland_Silverside,72,
TPS0435.2020,Inland_Silverside,70,
TPS0427.2020b,Inland_Silverside,79,
TPS0198.2018,Inland_Silverside,50,
TPS0198.2018,Inland_Silverside,64,
TPS0198.2018,Inland_Silverside,65,
TPS0198.2018,Inland_Silverside,67,
TPS0198.2018,Inland_Silverside,72,
TPS0198.2018,Inland_Silverside,78,
TPS0420.2020,Inland_Silverside,84,
TPS0420.2020,Inland_Silverside,100,
TPS0420.2020,Inland_Silverside,90,
TPS0407.2020,Inland_Silverside,65,
TPS0407.2020,Inland_Silverside,54,
TPS0407.2020,Inland_Silverside,66,
TPS0400.2020,Inland_Silverside,93,
TPS0363.2020,Inland_Silverside,56,
TPS0363.2020,Inland_Silverside,55,
TPS0363.2020,Inland_Silverside,63,
TPS0363.2020,Inland_Silverside,57,
TPS0363.2020,Inland_Silverside,65,
TPS0363.2020,Inland_Silverside,67,
TPS0361.2020,Inland_Silverside,55,
TPS0361.2020,Inland_Silverside,68,
TPS0361.2020,Inland_Silverside,58,
TPS0361.2020,Inland_Silverside,70,
TPS0361.2020,Inland_Silverside,68,
TPS0361.2020,Inland_Silverside,52,
TPS0361.2020,Inland_Silverside,61,
TPS0361.2020,Inland_Silverside,64,
TPS0361.2020,Inland_Silverside,82,
TPS0360.2020,Inland_Silverside,95,
TPS0092.2020,Inland_Silverside,49,
TPS0030.2020,Inland_Silverside,57,
TPS0356.2020,Inland_Silverside,85,
TPS0356.2020,Inland_Silverside,58,
TPS0210.2018,Inland_Silverside,79,
TPS0210.2018,Inland_Silverside,85,
TPS0355.2020,Inland_Silverside,75,
TPS0355.2020,Inland_Silverside,81,
TPS0351.2020,Inland_Silverside,73,
TPS0351.2020,Inland_Silverside,94,
TPS0211.2018,Inland_Silverside,57,
TPS0211.2018,Inland_Silverside,59,
TPS0211.2018,Inland_Silverside,74,
TPS0211.2018,Inland_Silverside,75,
TPS0211.2018,Inland_Silverside,75,
TPS0211.2018,Inland_Silverside,76,
TPS0348.2020,Inland_Silverside,70,
TPS0317.2020,Inland_Silverside,65,
TPS0317.2020,Inland_Silverside,65,
TPS0317.2020,Inland_Silverside,70,
TPS0317.2020,Inland_Silverside,45,
TPS0311.2020,Inland_Silverside,78,
TPS0311.2020,Inland_Silverside,75,
TPS0253.2020,Inland_Silverside,55,
TPS0253.2020,Inland_Silverside,45,
TPS0253.2020,Inland_Silverside,70,
TPS0253.2020,Inland_Silverside,50,
TPS0030.2020,Inland_Silverside,59,
TPS0253.2020,Inland_Silverside,65,
TPS0253.2020,Inland_Silverside,40,
TPS0253.2020,Inland_Silverside,45,
TPS0253.2020,Inland_Silverside,50,
TPS0253.2020,Inland_Silverside,50,
TPS0253.2020,Inland_Silverside,60,
TPS0252.2020,Inland_Silverside,65,
TPS0030.2020,Inland_Silverside,68,
TPS0252.2020,Inland_Silverside,35,
TPS0252.2020,Inland_Silverside,40,
TPS0252.2020,Inland_Silverside,60,
TPS0252.2020,Inland_Silverside,40,
TPS0252.2020,Inland_Silverside,60,
TPS0252.2020,Inland_Silverside,75,
TPS0252.2020,Inland_Silverside,45,
TPS0252.2020,Inland_Silverside,55,
TPS0252.2020,Inland_Silverside,60,
TPS0249.2020,Inland_Silverside,50,
TPS0245.2020,Inland_Silverside,85,
TPS0245.2020,Inland_Silverside,88,
TPS0245.2020,Inland_Silverside,90,
TPS0245.2020,Inland_Silverside,77,
TPS0245.2020,Inland_Silverside,99,
TPS0222.2018,Inland_Silverside,56,
TPS0222.2018,Inland_Silverside,71,
TPS0222.2018,Inland_Silverside,72,
TPS0222.2018,Inland_Silverside,93,
TPS0243.2020,Inland_Silverside,44,
TPS0243.2020,Inland_Silverside,71,
TPS0243.2020,Inland_Silverside,56,
TPS0239.2020,Inland_Silverside,66,
TPS0239.2020,Inland_Silverside,61,
TPS0239.2020,Inland_Silverside,81,
TPS0239.2020,Inland_Silverside,66,
TPS0382.2019,Inland_Silverside,52,
TPS0208.2020,Inland_Silverside,76,
TPS0193.2020,Inland_Silverside,74,
TPS0187.2020,Inland_Silverside,68,
TPS0187.2020,Inland_Silverside,62,
TPS0187.2020,Inland_Silverside,75,
TPS0187.2020,Inland_Silverside,64,
TPS0187.2020,Inland_Silverside,69,
TPS0186.2020,Inland_Silverside,56,
TPS0186.2020,Inland_Silverside,49,
TPS0186.2020,Inland_Silverside,54,
TPS0186.2020,Inland_Silverside,62,
TPS0186.2020,Inland_Silverside,50,
TPS0186.2020,Inland_Silverside,46,
TPS0186.2020,Inland_Silverside,55,
TPS0186.2020,Inland_Silverside,75,
TPS0180.2020b,Inland_Silverside,73,
TPS0180.2020b,Inland_Silverside,84,
TPS0180.2020b,Inland_Silverside,76,
TPS1772.2018,Inland_Silverside,74,
TPS0133.2020,Inland_Silverside,60,
TPS0133.2020,Inland_Silverside,54,
TPS0133.2020,Inland_Silverside,70,
TPS0133.2020,Inland_Silverside,70,
TPS0133.2020,Inland_Silverside,67,
TPS0133.2020,Inland_Silverside,64,
TPS0132.2020,Inland_Silverside,44,
TPS0130.2020,Inland_Silverside,65,
TPS0129.2020,Inland_Silverside,67,
TPS0128.2020,Inland_Silverside,67,
TPS0128.2020,Inland_Silverside,66,
TPS0030.2020,Inland_Silverside,75,
TPS0128.2020,Inland_Silverside,57,
TPS0092.2020,Inland_Silverside,51,
TPS0092.2020,Inland_Silverside,62,
TPS0030.2020,Inland_Silverside,57,
TPS0030.2020,Inland_Silverside,74,
TPS0030.2020,Inland_Silverside,67,
TPS0030.2020,Inland_Silverside,69,
TPS0030.2020,Inland_Silverside,77,
TPS0030.2020,Inland_Silverside,83,
TPS0025.2020,Inland_Silverside,65,
TPS0025.2020,Inland_Silverside,58,
TPS0040.2019,Inland_Silverside,50,
TPS0040.2019,Inland_Silverside,55,
TPS0064.2019,Inland_Silverside,79,
TPS0067.2019,Inland_Silverside,50,
TPS0067.2019,Inland_Silverside,59,
TPS0763.2019,Inland_Silverside,79,
TPS0763.2019,Inland_Silverside,75,
TPS0763.2019,Inland_Silverside,75,
TPS0763.2019,Inland_Silverside,74,
TPS0754.2019,Inland_Silverside,60,
TPS0748.2019,Inland_Silverside,68,
TPS0742.2019,Inland_Silverside,83,
TPS0742.2019,Inland_Silverside,69,
TPS0742.2019,Inland_Silverside,66,
TPS0742.2019,Inland_Silverside,66,
TPS0742.2019,Inland_Silverside,64,
TPS0742.2019,Inland_Silverside,63,
TPS0709.2019,Inland_Silverside,59,
TPS0709.2019,Inland_Silverside,58,
TPS0142.2020,Inland_Silverside,55,
TPS0127.2019,Inland_Silverside,50,
TPS0646.2019,Inland_Silverside,72,
TPS0595.2019,Inland_Silverside,69,
TPS0580.2019,Inland_Silverside,34,
TPS0571.2019,Inland_Silverside,64,
TPS0556.2019,Inland_Silverside,62,
TPS0556.2019,Inland_Silverside,54,
TPS0181.2019,Inland_Silverside,77,
TPS0193.2019,Inland_Silverside,54,
TPS0454.2019,Inland_Silverside,66,
TPS0415.2019,Inland_Silverside,77,
TPS0412.2019,Inland_Silverside,66,
TPS0412.2019,Inland_Silverside,61,
TPS0406.2019,Inland_Silverside,49,
TPS0406.2019,Inland_Silverside,47,
TPS0406.2019,Inland_Silverside,46,
TPS0406.2019,Inland_Silverside,40,
TPS0403.2019,Inland_Silverside,68,
TPS0403.2019,Inland_Silverside,60,
TPS0077.2018,Inland_Silverside,65,
TPS0077.2018,Inland_Silverside,74,
TPS0217.2019,Inland_Silverside,80,
TPS0382.2019,Inland_Silverside,74,
TPS0382.2019,Inland_Silverside,73,
TPS0382.2019,Inland_Silverside,63,
TPS0382.2019,Inland_Silverside,57,
TPS0382.2019,Inland_Silverside,56,
TPS0232.2019,Inland_Silverside,69,
TPS0382.2019,Inland_Silverside,53,
TPS0781.2019,Jacksmelt,270,
TPS0244.2020,Largemouth_Bass,134,
TPS0172.2018,Largemouth_Bass,385,
TPS0244.2020,Largemouth_Bass,132,
TPS0004.2019,Largemouth_Bass,58,
TPS0197.2018,Longfin_Smelt,36,
TPS0197.2018,Longfin_Smelt,35,
TPS0197.2018,Longfin_Smelt,34,
TPS0182.2018,Longfin_Smelt,31,
TPS0530.2020,Longfin_Smelt,86,
TPS0197.2018,Longfin_Smelt,33,
TPS0197.2018,Longfin_Smelt,32,
TPS0197.2018,Longfin_Smelt,31,
TPS0197.2018,Longfin_Smelt,31,
TPS0197.2018,Longfin_Smelt,30,
TPS0197.2018,Longfin_Smelt,30,
TPS0197.2018,Longfin_Smelt,30,
TPS0196.2018,Longfin_Smelt,35,
TPS0196.2018,Longfin_Smelt,35,
TPS0196.2018,Longfin_Smelt,34,
TPS0196.2018,Longfin_Smelt,34,
TPS0196.2018,Longfin_Smelt,33,
TPS0196.2018,Longfin_Smelt,32,
TPS0196.2018,Longfin_Smelt,31,
TPS0196.2018,Longfin_Smelt,31,
TPS0196.2018,Longfin_Smelt,31,
TPS0196.2018,Longfin_Smelt,30,
TPS0195.2018,Longfin_Smelt,38,
TPS0195.2018,Longfin_Smelt,36,
TPS0195.2018,Longfin_Smelt,35,
TPS0195.2018,Longfin_Smelt,33,
TPS0195.2018,Longfin_Smelt,33,
TPS0195.2018,Longfin_Smelt,33,
TPS0195.2018,Longfin_Smelt,33,
TPS0195.2018,Longfin_Smelt,32,
TPS0195.2018,Longfin_Smelt,32,
TPS0195.2018,Longfin_Smelt,30,
TPS0194.2018,Longfin_Smelt,34,
TPS0194.2018,Longfin_Smelt,32,
TPS0537.2020,Longfin_Smelt,90,
TPS0194.2018,Longfin_Smelt,32,
TPS0194.2018,Longfin_Smelt,32,
TPS0194.2018,Longfin_Smelt,31,
TPS0194.2018,Longfin_Smelt,31,
TPS0209.2018,Longfin_Smelt,31,
TPS0208.2018,Longfin_Smelt,90,
TPS0208.2018,Longfin_Smelt,35,
TPS0204.2018,Longfin_Smelt,35,
TPS0199.2018,Longfin_Smelt,32,
TPS0223.2018,Longfin_Smelt,32,
TPS0280.2019,Longfin_Smelt,69,
TPS0213.2018,Longfin_Smelt,37,
TPS0213.2018,Longfin_Smelt,32,
TPS0213.2018,Longfin_Smelt,30,
TPS0351.2020,Longfin_Smelt,76,
TPS0210.2018,Longfin_Smelt,41,
TPS0210.2018,Longfin_Smelt,31,
TPS0209.2018,Longfin_Smelt,34,
TPS0209.2018,Longfin_Smelt,30,
TPS0575.2020,Longfin_Smelt,84,
TPS0575.2020,Longfin_Smelt,100,
TPS0194.2018,Longfin_Smelt,31,
TPS0194.2018,Longfin_Smelt,31,
TPS0575.2020,Longfin_Smelt,88,
TPS0677.2020,Longfin_Smelt,68,
TPS0686.2020,Longfin_Smelt,75,
TPS0131.2018,Longfin_Smelt,80,
TPS0131.2018,Longfin_Smelt,68,
TPS0126.2018,Longfin_Smelt,60,
TPS0194.2018,Longfin_Smelt,30,
TPS0194.2018,Longfin_Smelt,30,
TPS0193.2018,Longfin_Smelt,34,
TPS0193.2018,Longfin_Smelt,33,
TPS0193.2018,Longfin_Smelt,33,
TPS0193.2018,Longfin_Smelt,32,
TPS0193.2018,Longfin_Smelt,32,
TPS0193.2018,Longfin_Smelt,31,
TPS0193.2018,Longfin_Smelt,31,
TPS0193.2018,Longfin_Smelt,30,
TPS0193.2018,Longfin_Smelt,30,
TPS0193.2018,Longfin_Smelt,30,
TPS0202.2019,Longfin_Smelt,68,
TPS0456.2020,Longfin_Smelt,71,
TPS0191.2018,Longfin_Smelt,35,
TPS0191.2018,Longfin_Smelt,34,
TPS0191.2018,Longfin_Smelt,34,
TPS0191.2018,Longfin_Smelt,33,
TPS0191.2018,Longfin_Smelt,33,
TPS0191.2018,Longfin_Smelt,31,
TPS0191.2018,Longfin_Smelt,31,
TPS0750.2020a,Longfin_Smelt,75,
TPS0191.2018,Longfin_Smelt,30,
TPS0283.2019,Longfin_Smelt,89,
TPS0191.2018,Longfin_Smelt,30,
TPS0191.2018,Longfin_Smelt,30,
TPS0190.2018,Longfin_Smelt,32,
TPS0471.2020,Longfin_Smelt,77,
TPS0625.2019,Longfin_Smelt,0,
TPS0145.2019,Longfin_Smelt,79,
TPS0787.2019,Longfin_Smelt,34,
TPS0787.2019,Longfin_Smelt,35,
TPS0126.2020,Longfin_Smelt,81,
TPS0185.2018,Longfin_Smelt,32,
TPS0136.2020,Longfin_Smelt,110,
TPS0185.2018,Longfin_Smelt,30,
TPS0228.2018,Longfin_Smelt,31,
TPS0223.2019,Minnow_UNID,213,
TPS0628.2019,Minnow_UNID,40,
TPS0559.2019,Minnow_UNID,32,
TPS0550.2019,Minnow_UNID,23,
TPS0559.2019,Minnow_UNID,25,
TPS0163.2019,Minnow_UNID,224,
TPS0202.2019,Minnow_UNID,122,
TPS0220.2019,Minnow_UNID,33,
TPS0628.2019,Minnow_UNID,33,
TPS0628.2019,Minnow_UNID,38,
TPS0001.2018,No_Catch,,
TPS0003.2018,No_Catch,,
TPS0009.2018,No_Catch,,
TPS0020.2018,No_Catch,,
TPS0020.2018,No_Catch,,
TPS0021.2018,No_Catch,,
TPS0021.2018,No_Catch,,
TPS0022.2018,No_Catch,,
TPS0024.2018,No_Catch,,
TPS0026.2018,No_Catch,,
TPS0032.2018,No_Catch,,
TPS0034.2018,No_Catch,,
TPS0044.2018,No_Catch,,
TPS0054.2018,No_Catch,,
TPS0063.2018,No_Catch,,
TPS0064.2018,No_Catch,,
TPS0070.2018,No_Catch,,
TPS0086.2018,No_Catch,,
TPS0088.2018,No_Catch,,
TPS0091.2018,No_Catch,,
TPS0092.2018,No_Catch,,
TPS0094.2018,No_Catch,,
TPS0104.2018,No_Catch,,
TPS0108.2018,No_Catch,,
TPS0109.2018,No_Catch,,
TPS0110.2018,No_Catch,,
TPS0112.2018,No_Catch,,
TPS0113.2018,No_Catch,,
TPS0115.2018,No_Catch,,
TPS0116.2018,No_Catch,,
TPS0117.2018,No_Catch,,
TPS0118.2018,No_Catch,,
TPS0121.2018,No_Catch,,
TPS0126.2018,No_Catch,,
TPS0129.2018,No_Catch,,
TPS0138.2018,No_Catch,,
TPS0139.2018,No_Catch,,
TPS0140.2018,No_Catch,,
TPS0152.2018,No_Catch,,
TPS0153.2018,No_Catch,,
TPS0155.2018,No_Catch,,
TPS0161.2018,No_Catch,20,
TPS0161.2018,No_Catch,20,
TPS0161.2018,No_Catch,20,
TPS0166.2018,No_Catch,,
TPS0167.2018,No_Catch,,
TPS0169.2018,No_Catch,,
TPS0173.2018,No_Catch,,
TPS0178.2018,No_Catch,,
TPS0181.2018,No_Catch,,
TPS0183.2018,No_Catch,,
TPS0184.2018,No_Catch,,
TPS0205.2018,No_Catch,,
TPS0206.2018,No_Catch,,
TPS0214.2018,No_Catch,,
TPS0219.2018,No_Catch,,
TPS0226.2018,No_Catch,,
TPS2171.2018,No_Catch,,
TPS2172.2018,No_Catch,,
TPS0031.2019,No_Catch,,
TPS0034.2019,No_Catch,,
TPS0043.2019,No_Catch,,
TPS0046.2019,No_Catch,,
TPS0049.2019,No_Catch,,
TPS0055.2019,No_Catch,,
TPS0100.2019,No_Catch,,
TPS0112.2019,No_Catch,,
TPS0115.2019,No_Catch,,
TPS0115.2019,No_Catch,,
TPS0118.2019,No_Catch,,
TPS0121.2019,No_Catch,,
TPS0124.2019,No_Catch,,
TPS0133.2019,No_Catch,,
TPS0142.2019,No_Catch,,
TPS0157.2019,No_Catch,,
TPS0196.2019,No_Catch,,
TPS0205.2019,No_Catch,,
TPS0205.2019,No_Catch,,
TPS0211.2019,No_Catch,,
TPS0259.2019,No_Catch,,
TPS0277.2019,No_Catch,,
