SampleRowID,SampleDate,SurveyNumber,StationCode,SampleTimeStart,SampleTimeEnd,Secchi,ConductivityTop,WaterTemperature,Turbidity,DepthBottom,MeterStart,MeterEnd,TideCode,TowDirectionCode,MeterNumber,Latitude,Longitude,SampleComments
1104,2007-03-07,3,719,0.420138889,0.427777778,37,415,12,,33,930924,945930,2,2,21920,,,
1105,2007-03-07,3,716,0.459027778,0.466666667,63,341,12.30000019,,13,959370,974346,2,2,21920,,,
1106,2007-03-09,3,610,0.332638889,0.340277778,27,1645,12.89999962,,14,70839,80902,2,2,21920,,,
1107,2007-03-08,3,340,0.497222222,0.504166667,46,11360,13.69999981,,21,17953,29340,3,3,21920,,,
1108,2007-03-08,3,405,0.524305556,0.53125,25,341,12.89999962,,14,29340,36123,3,3,21920,,,
1109,2007-03-08,3,418,0.542361111,0.549305556,32,869,12.89999962,,36,36123,40224,3,3,21920,,,
1110,2007-03-08,3,411,0.559722222,0.566666667,38,689,13.10000038,,14,40224,53473,4,2,21920,,,
1111,2007-03-08,3,501,0.580555556,0.5875,42,381,12.60000038,,24,53473,60340,4,2,21920,,,
1112,2007-03-08,3,504,0.599305556,0.60625,63,237,13,,26,60340,70831,4,2,21920,,,
1113,2007-03-07,3,704,0.309027778,0.316666667,61,185,11.10000038,,40,840704,858608,2,2,21920,,,
1114,2007-03-07,3,707,0.341666667,0.349305556,81,174,11.10000038,,30,874862,889575,2,2,21920,,,
1115,2007-03-07,3,711,0.361805556,0.369444444,86,141,11.19999981,,14,889575,904713,2,2,21920,,,
1116,2007-03-07,3,712,0.376388889,0.384027778,92,136,11.5,,12,904713,915536,2,2,21920,,,
1117,2007-03-07,3,713,0.391666667,0.399305556,77,163,11.5,,43,915536,930924,2,2,21920,,,
1118,2007-03-07,3,715,0.475,0.482638889,52,240,11.80000019,,44,974346,995008,2,2,21920,,,
1119,2007-03-07,3,724,0.51875,0.525694444,68,137,12,,26,995008,7489,2,2,21920,,,
1120,2007-03-06,3,919,0.329166667,0.336111111,73,161,11.10000038,,11,723683,735007,2,2,21920,,,
1121,2007-03-06,3,920,0.349305556,0.356944444,68,188,11.5,,32,735007,747455,2,2,21920,,,
1122,2007-03-06,3,921,0.3625,0.369444444,51,186,11.89999962,,13,747455,763899,2,2,21920,,,
1123,2007-03-06,3,922,0.377777778,0.385416667,71,121,12.30000019,,13,763899,774167,2,2,21920,,,
1124,2007-03-06,3,923,0.40625,0.413888889,79,141,10.80000019,,20,774167,787840,2,2,21920,,,
1125,2007-03-06,3,804,0.449305556,0.456944444,74,244,12.39999962,,34,787840,799928,2,2,21920,,,
1126,2007-03-06,3,801,0.463888889,0.471527778,71,164,11.80000019,,20,799928,813680,2,2,21920,,,
1127,2007-03-06,3,513,0.477777778,0.484722222,68,200,11.69999981,,55,813680,826350,2,2,21920,,,
1128,2007-03-06,3,520,0.491666667,0.499305556,74,236,12,,39,826350,840703,2,2,21920,,,
1129,2007-03-20,13,799,0.421527778,0.429166667,55,293,16.29999924,,35,178505,194648,2,2,21920,,,Sample location between lights 53 and 54
1130,2007-03-20,13,799,0.475694444,0.483333333,50,385,15.60000038,,35,219093,235237,2,2,21920,,,
1131,2007-03-20,13,719,0.489583333,0.497222222,42,449,15.5,,34,235237,249432,2,2,21920,,,
1132,2007-03-20,13,799,0.506944444,0.514583333,50,529,15.39999962,,30,249432,264994,3,3,21920,,,Sample location between lights 63 and 64
1133,2007-03-20,13,719,0.523611111,0.530555556,40,454,15.5,,33,264994,278676,3,3,21920,,,
1134,2007-03-20,13,799,0.547916667,0.555555556,55,302,16.29999924,,36,278676,293030,3,3,21920,,,Sample location between lights 49 and 50
1135,2007-03-20,13,713,0.36875,0.375694444,75,216,16.29999924,,39,135715,149818,2,2,21920,,,
1136,2007-03-20,13,715,0.385416667,0.393055556,63,239,16.29999924,,43,149818,164441,2,2,21920,,,
1137,2007-03-21,13,704,0.495833333,0.503472222,34,218,15.5,,20,453372,471019,2,2,21920,,,
1138,2007-03-21,13,602,0.443055556,0.450694444,20,7330,14.80000019,,4,419108,436875,2,2,21920,,,
1139,2007-03-21,13,606,0.40625,0.413888889,24,4552,15.69999981,,29,381471,390069,2,2,21920,,,
1140,2007-03-21,13,609,0.388888889,0.395833333,19,2618,15.89999962,,33,368221,381471,2,2,21920,,,
1141,2007-03-21,13,610,0.344444444,0.352083333,24,2171,15.69999981,,20,306076,317724,2,2,21920,,,
1142,2007-03-21,13,513,0.317361111,0.325,45,1976,14.60000038,,68,293303,306076,2,2,21920,,,
1143,2007-03-20,13,707,0.344444444,0.352083333,62,206,16,,30,120337,135715,2,2,21920,,,Vessel: SeaArk
1144,2007-03-20,13,716,0.404166667,0.411111111,48,301,16.29999924,,26,164441,178505,2,2,21920,,,Vessel: SeaArk
1145,2007-03-21,13,519,0.465277778,0.472222222,26,3036,14.80000019,,6,436875,453371,2,2,21920,,,
1146,2007-04-03,4,513,0.429166667,0.436805556,38,679,15.39999962,,20,658962,672351,2,2,21920,,,
1147,2007-04-03,4,519,0.458333333,0.465277778,28,3052,15.10000038,,6,687259,701087,3,3,21920,,,
1148,2007-04-03,4,919,0.292361111,0.3,200,260,15.69999981,,23,563605,573478,1,2,21920,,,secchi >200m
1149,2007-04-03,4,920,0.311111111,0.31875,165,289,15.69999981,,30,573478,586891,2,2,21920,,,
1150,2007-04-03,4,921,0.323611111,0.330555556,110,339,15.89999962,,12,586891,600391,2,2,21920,,,
1151,2007-04-03,4,922,0.338194444,0.345833333,108,252,15.80000019,,26,600391,614417,2,2,21920,,,
1152,2007-04-03,4,923,0.365972222,0.373611111,158,278,15.5,,13,614417,627824,2,2,21920,,,
1153,2007-04-03,4,804,0.401388889,0.409027778,72,537,15.69999981,,30,627824,645616,2,2,21920,,,
1154,2007-04-03,4,801,0.415972222,0.422916667,63,720,15.60000038,,20,645616,658962,2,2,21920,,,
1155,2007-04-03,4,508,0.442361111,0.45,36,840,15.39999962,,35,672351,687259,2,2,21920,,,
1156,2007-04-03,4,520,0.479861111,0.486111111,72,662,15.69999981,,31,701087,717009,3,3,21920,,,
1157,2007-04-02,4,809,0.328472222,0.335416667,87,381,15.5,,48,501250,516696,2,2,21920,,,
1158,2007-04-02,4,812,0.346527778,0.353472222,86,305,15.39999962,,26,516696,521632,2,2,21920,,,
1159,2007-04-02,4,815,0.363888889,0.370833333,133,262,15.60000038,,10,521632,530089,2,2,21920,,,
1160,2007-04-02,4,902,0.38125,0.388194444,98,315,16.29999924,,23,530089,539427,2,2,21920,,,
1161,2007-04-02,4,915,0.398611111,0.405555556,102,305,16.10000038,,29,539427,540074,2,1,21920,,,
1162,2007-04-02,4,914,0.415277778,0.422222222,141,480,16.60000038,,33,540074,543983,2,2,21920,,,
1163,2007-04-02,4,910,0.4375,0.444444444,94,693,17.10000038,,34,543983,545181,2,2,21920,,,
1164,2007-04-02,4,912,0.454861111,0.461805556,87,802,17.20000076,,35,545181,550675,2,2,21920,,,
1165,2007-04-02,4,906,0.476388889,0.483333333,139,320,16.39999962,,35,550675,563605,2,2,21920,,,
1166,2007-04-04,4,606,0.363888889,0.370833333,26,5150,15.89999962,,19,742371,755444,2,2,21920,,,
1167,2007-04-04,4,609,0.345138889,0.352083333,22,4014,16,,25,728514,742371,2,2,21920,,,
1168,2007-04-04,4,610,0.326388889,0.334027778,19,3323,15.80000019,,17,717014,728514,2,2,21920,,,
1169,2007-04-04,4,602,0.38125,0.388194444,22,7120,15.19999981,,6,755444,771350,2,2,21920,,,
1170,2007-04-04,4,405,0.419444444,0.426388889,18,14980,15,,10,789274,805498,2,2,21920,,,
1171,2007-04-05,4,719,0.433333333,0.440277778,47,640,16.29999924,,31,9297,21796,2,2,21920,,,
1172,2007-04-05,4,706,0.322222222,0.329166667,68,406,15.5,,29,886995,906769,2,2,21920,,,
1173,2007-04-05,4,707,0.336805556,0.34375,88,356,15.69999981,,33,906769,926257,2,2,21920,,,
1174,2007-04-05,4,712,0.365972222,0.372916667,200,333,16.29999924,,12,943844,961165,2,2,21920,,,secchi reading >200m
1175,2007-04-05,4,713,0.385416667,0.392361111,98,352,15.89999962,,40,961165,979250,2,2,21920,,,
1176,2007-04-05,4,716,0.4125,0.419444444,56,429,15.89999962,,26,995675,9297,2,2,21920,,,
1177,2007-04-05,4,724,0.475694444,0.482638889,132,325,16.5,,26,21796,37293,2,2,21920,,,
1178,2007-04-04,4,418,0.404166667,0.411111111,19,8370,15.19999981,,31,771350,789274,2,2,21920,,,
1179,2007-04-04,4,340,0.44375,0.450694444,19,21250,16,,13,805498,822736,4,2,21920,,,
1180,2007-04-04,4,411,0.471527778,0.478472222,28,8630,15.5,,23,822736,841045,2,2,21920,,,
1181,2007-04-04,4,501,0.4875,0.494444444,32,5990,15.60000038,,20,841045,853608,2,2,21920,,,
1182,2007-04-05,4,715,0.398611111,0.405555556,79,408,16,,41,979250,995675,2,2,21920,,,
1183,2007-04-04,4,504,0.504861111,0.511805556,32,2172,15.69999981,,25,853608,870069,2,2,21920,,,
1184,2007-04-05,4,711,0.353472222,0.360416667,200,301,16.20000076,,14,926257,943844,2,2,21920,,,
1185,2007-04-05,4,704,0.308333333,0.315277778,52,730,15.5,,40,870589,886995,2,2,21920,,,
1186,2007-05-03,5,704,0.313194444,0.319444444,18,794,16.5,,36,377378,394726,2,2,21920,,,
1187,2007-05-03,5,706,0.329861111,0.336805556,42,247,16.29999924,,26,394726,410607,2,2,21920,,,
1188,2007-05-03,5,707,0.347916667,0.354861111,60,239,17.29999924,,18,410607,426580,2,2,21920,,,
1189,2007-05-03,5,719,0.455555556,0.4625,30,484,17.79999924,,34,499432,511046,2,2,21920,,,
1191,2007-05-03,5,713,0.398611111,0.405555556,56,257,17.89999962,,41,453624,467310,2,2,21920,,,
1192,2007-05-03,5,712,0.38125,0.388888889,108,217,18.60000038,,12,439997,453624,2,2,21920,,,
1193,2007-05-03,5,715,0.411111111,0.418055556,58,257,17.70000076,,40,467310,482845,2,2,21920,,,
1194,2007-05-03,5,711,0.369444444,0.376388889,123,212,18.29999924,,15,426580,439997,2,2,21920,,,
1195,2007-05-03,5,716,0.434027778,0.440972222,38,301,17.39999962,,36,482845,499432,2,2,21920,,,
1196,2007-05-03,5,724,0.497222222,0.504166667,135,225,20.10000038,,31,511046,520118,2,2,21920,,,
1197,2007-05-02,5,610,0.315972222,0.323611111,20,4294,17.29999924,,14,240125,243512,2,2,21920,,,
1198,2007-05-02,5,609,0.334027778,0.340972222,19,4878,17.79999924,,27,243512,245218,2,2,21920,,,
1199,2007-05-02,5,606,0.352083333,0.359722222,21,5580,17.70000076,,26,245218,250080,2,2,21920,,,
1200,2007-05-02,5,602,0.36875,0.375694444,19,8380,16.39999962,,5,250080,265410,2,2,21920,,,
1201,2007-05-02,5,418,0.384027778,0.390972222,28,9470,16.5,,32,265410,278109,2,2,21920,,,
1202,2007-05-02,5,405,0.399305556,0.40625,13,13830,16.60000038,,12,278109,293012,2,2,21920,,,
1203,2007-05-02,5,340,0.421527778,0.428472222,39,22760,17.20000076,,15,293012,311749,4,2,21920,,,
1204,2007-05-02,5,411,0.448611111,0.455555556,24,8180,16.79999924,,15,311749,327641,2,2,21920,,,
1205,2007-05-02,5,519,0.480555556,0.4875,23,3819,16.79999924,,6,333399,340134,2,2,21920,,,
1206,2007-05-02,5,501,0.465277778,0.472916667,27,4917,17.29999924,,32,327641,333399,2,2,21920,,,
1207,2007-05-02,5,504,0.495833333,0.502777778,33,2079,17.39999962,,26,340132,358791,2,2,21920,,,
1208,2007-05-02,5,508,0.511805556,0.51875,33,616,17.5,,38,358791,377332,2,2,21920,,,
1209,2007-05-01,5,919,0.328472222,0.335416667,178,221,18.60000038,,24,100146,114457,2,2,21920,,,
1210,2007-05-01,5,920,0.360416667,0.367361111,110,242,18.29999924,,27,114457,133293,2,2,21920,,,
1211,2007-05-01,5,921,0.375,0.381944444,97,288,18.60000038,,19,133293,152050,2,2,21920,,,
1212,2007-05-01,5,922,0.388888889,0.395833333,98,175,19.89999962,,13,152050,169967,2,2,21920,,,
1213,2007-05-01,5,923,0.447222222,0.454861111,146,208,19.20000076,,15,169967,183664,2,2,21920,,,
1214,2007-05-01,5,804,0.496527778,0.504166667,89,302,18.29999924,,41,183664,198091,2,2,21920,,,
1215,2007-05-01,5,801,0.513888889,0.521527778,83,376,18.10000038,,21,198091,214650,2,2,21920,,,
1216,2007-05-01,5,513,0.530555556,0.5375,55,524,18.20000076,,34,214650,230486,2,2,21920,,,
1217,2007-05-01,5,520,0.557638889,0.564583333,63,512,18.29999924,,40,230486,240115,4,2,21920,,,
1218,2007-04-30,5,809,0.336111111,0.34375,94,287,17.5,,43,37357,40078,2,2,21920,,,
1219,2007-04-30,5,812,0.355555556,0.363194444,84,284,17.39999962,,19,40078,43429,2,2,21920,,,
1220,2007-04-30,5,815,0.372222222,0.379861111,,337,18.29999924,,21,43429,51405,2,2,21920,,,
1221,2007-04-30,5,902,0.390277778,0.397916667,,310,19.5,,24,51405,60126,2,2,21920,,,no secchi reading
1222,2007-04-30,5,915,0.409722222,0.417361111,,334,19.60000038,,25,60126,64095,2,2,21920,,,no secchi reading
1223,2007-04-30,5,914,0.427083333,0.434722222,,461,19.70000076,,30,64095,67725,2,2,21920,,,no secchi reading
1224,2007-04-30,5,906,0.448611111,0.45625,,525,19.29999924,,35,67725,82462,2,2,21920,,,no secchi reading
1225,2007-04-30,5,910,0.467361111,0.475,,515,19.60000038,,37,82462,94635,2,2,21920,,,no secchi reading
1226,2007-04-30,5,912,0.484027778,0.491666667,,496,20.79999924,,36,94635,100128,3,3,21920,,,
1230,2008-01-07,1,809,0.338888889,0.345833333,48,629,7.5,,43,424365,438804,2,2,22083,38-03-2.1,121-41-41.1,
1231,2008-01-08,1,704,0.506944444,0.513888889,18,295,7.800000191,,38,792276,809650,4,2,22083,38-03-56.8,121-47-18.7,
1232,2008-01-08,1,706,0.478472222,0.485416667,16,154,7.800000191,,34,773532,792276,4,2,22083,38-05-6.1,121-44-58.5,
1233,2008-01-08,1,707,0.454861111,0.461805556,15,156,7.699999809,,34,757870,773532,2,2,22083,38-07-4.6,121-42-15.5,
1234,2008-01-09,1,713,0.395833333,0.402777778,12,140,7.800000191,,41,281758,294971,2,2,21901,38-12-27.9,121-39-38.6,
1235,2008-01-09,1,715,0.413888889,0.420833333,11,172,7.699999809,,43,294971,308827,2,2,21901,38-13-26.1,121-40-28.1,
1236,2008-01-09,1,716,0.431944444,0.438888889,11,203,7.599999905,,33,308827,323466,2,2,21901,38-15-18.1,121-41-21.3,
1237,2008-01-09,1,719,0.459722222,0.466666667,18,296,7.599999905,,35,323466,337195,2,2,21901,38-20-4.6,121-38-49.2,
1238,2008-01-10,1,405,0.384027778,0.390972222,30,7790,8.300000191,,11,365099,378605,2,2,21901,38-02-21.8,122-08-51.6,
1239,2008-01-10,1,504,0.434722222,0.441666667,29,1564,7.900000095,,29,403418,413885,2,2,21901,38-03-10.5,121-59-10.4,
1240,2008-01-10,1,519,0.45,0.456944444,30,1286,8,,17,413885,422686,2,2,21901,38-04-17.9,121-57-37.8,
1241,2008-01-10,1,508,0.46875,0.475694444,26,590,8,,55,422686,433606,3,2,21901,38-02-46.1,121-55-12.9,
1242,2008-01-11,1,501,0.450694444,0.457638889,32,1944,8.300000191,,32,500136,511232,2,2,21901,38-04-21.8,122-01-27.1,
1243,2008-01-11,1,602,0.435416667,0.442361111,42,3692,8.399999619,,6,490865,500136,2,2,21901,38-06-39.6,122-02-57.4,
1244,2008-01-11,1,606,0.417361111,0.424305556,32,6160,8.399999619,,22,482888,490865,2,2,21901,38-10-15.9,122-01-46.7,
1245,2008-01-11,1,609,0.396527778,0.403472222,35,5410,8.100000381,,34,474319,482888,2,2,21901,38-10-1.9,121-56-19.9,
1246,2008-01-11,1,513,0.34375,0.350694444,18,469,8,,24,454763,463176,1,3,21901,38-03-31.1,121-52-27.2,
1247,2008-01-11,1,801,0.324305556,0.33125,22,434,8,,23,443262,454763,4,2,21901,38-02-16.5,121-50-32.1,
1248,2008-01-11,1,610,0.377777778,0.384722222,31,2268,8.199999809,,13,463176,474319,2,2,21901,38-07-23.9,121-53-21.9,
1249,2008-01-08,1,804,0.528472222,0.535416667,37,880,7.800000191,,40,809650,827077,4,2,22083,38-00-58.9,121-47-20.9,
1250,2008-01-08,1,923,0.411805556,0.41875,23,101,7.699999809,,16,743002,757870,2,2,22083,38-08-3.7,121-34-2.4,
1251,2008-01-08,1,922,0.379861111,0.386805556,22,83,7.699999809,,14,727299,743002,2,2,22083,38-12-19.9,121-28-46.5,
1252,2008-01-08,1,921,0.3625,0.369444444,20,102,7.599999905,,14,712938,727299,2,2,22083,38-09-58.6,121-29-37.1,
1253,2008-01-08,1,920,0.347222222,0.354166667,20,150,7.699999809,,26,696170,712938,2,2,22083,38-08-38.4,121-30-18.1,
1254,2008-01-08,1,919,0.323611111,0.330555556,24,188,7.699999809,,25,678789,696170,2,2,22083,38-06-18.7,121-29-34.9,
1255,2008-01-09,1,712,0.370138889,0.377083333,10,106,7.800000191,,13,265141,281758,2,2,21901,38-11-0.1,121-39-10.8,
1256,2008-01-09,1,724,0.50625,0.513194444,11,110,7.900000095,,26,337195,353530,2,2,21901,38-14-12.8,121-33-31.2,
1257,2008-01-10,1,340,0.361805556,0.36875,39,10400,8.5,,19,353524,365099,2,1,21901,38-05-50.5,122-15-43.5,
1258,2008-01-10,1,418,0.399305556,0.40625,43,5210,8.100000381,,36,378605,389385,2,2,21901,38-03-52.3,122-06-2.2,
1259,2008-01-10,1,411,0.415277778,0.422222222,44,4821,8.100000381,,19,389385,403418,2,2,21901,38-03-3.8,122-04-41.4,
1260,2008-01-10,1,520,0.486111111,0.493055556,22,475,8,,38,433606,443263,3,3,21901,38-01-56.2,121-51-49.2,
1261,2008-01-07,1,912,0.515972222,0.522916667,27,437,8.399999619,,37,0,17446,4,2,22083,37-57-59.9,121-22-8.7,(Used Average Flow Meter Value. JA 8/29/08)
1262,2008-01-07,1,910,0.497222222,0.504861111,128,479,8.300000191,,39,503849,518499,4,2,22083,38-00-1.3,121-26-55.1,
1263,2008-01-07,1,906,0.475694444,0.482638889,70,318,7.800000191,,40,488577,503849,4,2,22083,38-02-59.9,121-30-18.8,
1264,2008-01-07,1,914,0.452083333,0.459027778,100,350,7.800000191,,38,472525,488577,1,3,22083,37-58-2.9,121-31-50.2,
1265,2008-01-07,1,915,0.420833333,0.427777778,48,488,7.599999905,,30,459363,472525,2,2,22083,37-56-40.9,121-34-5.3,
1266,2008-01-07,1,902,0.400694444,0.408333333,53,492,7.599999905,,28,448240,459363,2,2,22083,38-01-10.3,121-34-55.8,
1267,2008-01-07,1,815,0.380555556,0.3875,65,298,7.699999809,,17,441540,448240,2,2,22083,38-05-7.1,121-34-16.6,
1268,2008-01-07,1,812,0.361805556,0.369444444,62,392,7.699999809,,26,0,16388,2,2,22083,1938-05-24,121-38-24.1,Some Debris on flowmeter.*(Meter Start and Meter End changed to reflect station meter check average for the period of record. JA 11/9/09)
1269,2008-01-09,1,711,0.348611111,0.350694444,10,99,7.699999809,,15,246700,265141,2,2,21901,38-10-59.3,121-47-9.7,"hydraulic problems, towed 3 min longer behind net boat."
1270,2008-02-07,2,519,0.389583333,0.396527778,15,202,7.599999905,,7,938008,950970,2,2,21901,38-04-24.9,121-57-22.5,
1271,2008-02-04,2,713,0.436111111,0.44375,12,202,7.300000191,,46,549139,567860,4,2,21901,38-12-35.4,121-39-49.3,
1272,2008-02-04,2,715,0.4625,0.469444444,10,217,7.400000095,,38,535156,549139,4,2,21901,38-13-36.3,121-40-27.2,
1273,2008-02-04,2,719,0.377777778,0.384722222,18,353,7.5,,32,511325,521519,2,2,21901,,,
1274,2008-02-04,2,716,0.404861111,0.411805556,9,230,7.5,,30,521519,535156,4,2,21901,38-14-30.6,121-41-15.1,
1275,2008-02-06,2,508,0.51875,0.525694444,17,202,8.100000381,,42,886882,901232,4,2,21901,38-02-49.9,121-54-54.7,
1276,2008-02-07,2,513,0.364583333,0.371527778,13,174,7.599999905,,55,926809,938008,2,2,21901,38-03-33.3,121-52-11.3,
1277,2008-02-06,2,920,0.341666667,0.348611111,28,171,7.599999905,,20,785755,800324,2,2,21901,38-08-37.6,121-30-18.3,
1278,2008-02-05,2,812,0.344444444,0.351388889,18,174,7.300000191,,26,643630,660998,2,2,21901,38-05-25.2,121-38-32.4,
1279,2008-02-07,2,504,0.444444444,0.451388889,22,223,8.100000381,,27,973627,987032,4,2,21901,38-03-4.6,121-59-2.4,
1280,2008-02-07,2,704,0.345833333,0.352777778,12,155,7.400000095,,38,911819,926809,2,2,21901,38-03-40.1,121-47-56.5,
1281,2008-02-06,2,919,0.317361111,0.324305556,27,192,7.400000095,,20,765212,785755,2,2,21901,38-06-18.6,121-29-34.2,Debris on flowmeter
1282,2008-02-06,2,921,0.35625,0.363194444,34,149,7.5,,14,800324,813775,2,2,21901,38-09-58.4,121-29-36.8,
1283,2008-02-06,2,922,0.372916667,0.379861111,39,107,7.5,,13,813775,830255,2,2,21901,38-12-19.4,121-28-46.5,
1284,2008-02-06,2,923,0.402777778,0.409722222,31,140,7.5,,18,830255,842740,2,2,21901,38-07-7.2,121-33-53.0,
1285,2008-02-06,2,804,0.442361111,0.449305556,28,225,8.199999809,,35,842740,856453,4,2,21901,38-01-2.3,121-47-44.4,
1286,2008-02-06,2,801,0.460416667,0.467361111,27,215,8.300000191,,24,856453,868571,4,1,21901,38-02-34.2,121-50-39.2,
1287,2008-02-06,2,520,0.502777778,0.509722222,26,218,8.199999809,,44,869182,886882,4,2,21901,38-01-55.6,121-51-48.2,
1288,2008-02-04,2,712,0.45625,0.463194444,18,140,7.199999809,,13,567860,581374,4,2,21901,38-10-56.7,121-39-22.7,
1289,2008-02-04,2,711,0.46875,0.475694444,15,142,7.199999809,,15,581374,597772,4,2,21901,38-10-36.1,121-39-43.9,"Tide not observed at time, flood determined by tide table"
1290,2008-02-04,2,724,0.498611111,0.505555556,15,137,7.300000191,,27,597772,612012,2,2,21901,38-14-10.3,121-33-32.6,
1291,2008-02-04,2,707,0.540972222,0.547916667,16,196,7.699999809,,27,612012,630889,4,2,21901,38-06-51.1,121-42-18.7,
1292,2008-02-05,2,809,0.322916667,0.329861111,21,204,7.5,,46,630906,643630,2,2,21901,38-03-0.5,121-41-36.4,
1293,2008-02-05,2,815,0.365277778,0.371527778,24,176,7.300000191,,16,660998,677138,2,2,21901,38-05-8.1,121-34-19.8,
1294,2008-02-05,2,902,0.382638889,0.389583333,30,243,7.300000191,,26,677138,690899,2,2,21901,38-01-11.4,121-34-56.6,
1295,2008-02-05,2,915,0.402777778,0.409722222,47,274,7.5,,31,690899,705526,2,2,21901,37-56-38.9,121-34-5.1,
1296,2008-02-05,2,914,0.422222222,0.429861111,39,313,7.900000095,,25,705526,719338,2,2,21901,37-58-8.4,121-31-40.5,
1297,2008-02-05,2,910,0.448611111,0.455555556,29,317,8.699999809,,38,719338,738853,3,3,21901,38-00-8.9,121-27-1.9,
1298,2008-02-05,2,912,0.470138889,0.477083333,20,178,8.5,,37,738853,752988,3,3,21901,37-57-54.9,121-22-3.4,
1299,2008-02-05,2,906,0.511111111,0.518055556,48,266,8.399999619,,38,752988,765200,4,2,21901,38-03-3.9,121-30-26.4,
1300,2008-02-08,2,418,0.479166667,0.486111111,21,499,8.600000381,,34,42407,57688,4,2,21901,38-04-2.4,122-05-48.8,
1301,2008-02-08,2,606,0.442361111,0.45,31,289,9.600000381,,21,12130,27386,2,2,21901,38-10-11.7,122-01-30.4,Change SampleTimeEnd from 10:38 to 10:48 based on blue correction on datasheet.  LJD 08/20/2014
1302,2008-02-08,2,609,0.420138889,0.427083333,21,223,8.899999619,,32,999351,12130,2,2,21901,38-10-2.6,121-56-20.6,
1303,2008-02-08,2,610,0.4,0.406944444,16,732,8.100000381,,12,987033,999351,2,2,21901,1938-07-20,121-53-19.9,
1304,2008-02-08,2,602,0.461111111,0.468055556,19,604,8.399999619,,5,12130,42407,4,2,21901,38-06-48,122-02-41.6,
1305,2008-02-07,2,706,0.328472222,0.335416667,15,153,7.5,,31,901244,911819,2,2,21901,38-05-5.5,121-45-5.3,
1306,2008-02-07,2,501,0.409722222,0.416666667,12,271,7.699999809,,26,950970,963292,2,2,21901,38-04-19.8,122-01-23.0,
1307,2008-02-07,2,411,0.425694444,0.432638889,19,269,8.199999809,,15,963292,973627,4,2,21901,38-03-9.6,122-04-26.4,
1308,2008-03-12,3,815,0.420138889,0.426388889,72,270,12.89999962,,12,366765,386198,2,2,21901,,,
1309,2008-03-11,3,809,0.327777778,0.334722222,52,295,13.10000038,,55,205310,218134,4,2,21901,,,
1310,2008-03-11,3,812,0.347222222,0.354166667,48,281,13,,19,218314,232032,4,2,21901,,,
1311,2008-03-11,3,902,0.420833333,0.427777778,65,303,13.89999962,,26,232032,248151,2,2,21901,,,
1312,2008-03-11,3,915,0.439583333,0.446527778,58,328,14,,16,248151,258260,2,1,21901,,,
1313,2008-03-12,3,920,0.346527778,0.353472222,123,243,13.19999981,,21,317630,331868,1,3,21901,,,
1314,2008-03-12,3,921,0.359027778,0.365972222,140,310,13.69999981,,13,331868,342381,1,3,21901,,,
1315,2008-03-12,3,922,0.375,0.381944444,121,140,13.80000019,,19,342381,352653,1,3,21901,,,
1316,2008-03-12,3,919,0.398611111,0.405555556,106,236,13.39999962,,28,352653,366765,2,1,21901,,,
1317,2008-03-12,3,923,0.439583333,0.446527778,88,229,13.30000019,,24,386198,401521,4,1,21901,,,
1318,2008-03-12,3,804,0.492361111,0.5,25,350,13.39999962,,36,401521,422266,2,2,21901,,,
1319,2008-03-11,3,912,0.508333333,0.515972222,51,790,14.69999981,,38,302471,317628,2,2,21901,,,
1320,2008-03-11,3,910,0.492361111,0.499305556,49,664,14.19999981,,36,286701,302471,2,2,21901,,,
1321,2008-03-11,3,906,0.476388889,0.483333333,59,348,13.60000038,,36,272526,286701,2,2,21901,,,
1322,2008-03-11,3,914,0.455555556,0.4625,63,494,14,,43,258260,272526,2,2,21901,,,
1323,2008-02-08,2,405,0.522222222,0.529166667,20,729,8,,9,57688,70257,4,2,21901,38-02-20.5,122-08-51.1,
1324,2008-03-10,3,704,0.315972222,0.323611111,23,300,12.80000019,,37,57746,73663,2,2,21901,,,
1325,2008-03-10,3,706,0.331944444,0.338888889,37,287,12.80000019,,33,73663,86643,2,2,21901,,,
1326,2008-03-10,3,707,0.348611111,0.355555556,38,287,12.69999981,,35,86643,99901,2,2,21901,,,
1327,2008-03-10,3,711,0.367361111,0.374305556,62,245,12.69999981,,15,99901,113189,2,2,21901,,,
1328,2008-03-10,3,724,0.397222222,0.404861111,102,228,12.69999981,,31,113189,126036,2,2,21901,,,
1329,2008-03-10,3,713,0.429861111,0.4375,39,303,12.89999962,,41,126036,139289,2,2,21901,,,
1330,2008-03-10,3,715,0.445138889,0.452083333,37,329,12.89999962,,49,139289,158491,2,2,21901,,,
1331,2008-03-10,3,716,0.489583333,0.496527778,39,402,13.10000038,,17,175765,188208,2,2,21901,,,
1332,2008-03-10,3,712,0.507638889,0.515277778,79,231,13,,13,188208,205307,2,2,21901,,,
1333,2008-03-10,3,719,0.465972222,0.472916667,32,548,12.5,,34,158491,175765,3,3,21901,,,
1334,2008-03-13,3,501,0.350694444,0.357638889,27,6640,13.19999981,,31,422208,437224,4,2,21901,,,
1335,2008-03-13,3,411,0.367361111,0.374305556,51,19810,13.30000019,,20,437224,453481,2,2,21901,,,
1336,2008-03-13,3,504,0.384722222,0.391666667,37,8750,13.19999981,,15,453481,469447,2,2,21901,,,Depth taken at end of tow
1337,2008-03-13,3,519,0.4,0.406944444,27,2947,13.39999962,,9,469447,485597,2,2,21901,,,
