Survey,Date,Station,Temp,TopEC,BottomEC,Secchi,Turbidity,Lat,Long,Comments
3,2015-02-02,914,11.39999962,388,391,153,4,37-58-04.6,121-31-47.7,
3,2015-02-02,915,11.10000038,427,429,108,7,37-56-39.9,121-34-05.7,
3,2015-02-02,918,11.10000038,423,432,120,6,37-51-37.2,121-34-06.3,
3,2015-02-02,919,12,282,296,200,4,38-06-26.7,121-29-59.9,
3,2015-02-03,340,12.60000038,25860,25950,42,15,38-05-55.6,122-15-46.0,
3,2015-02-03,342,12.89999962,25780,25780,39,29,38-08-54.4,122-17-21.8,
3,2015-02-03,343,13.19999981,24520,24820,48,13,38-11-08.4,122-18-49.0,
3,2015-02-03,344,13.39999962,22780,23310,39,27,38-12-49.0,122-18-33.4,
3,2015-02-03,345,13.60000038,21210,23050,47,14,38-13-12.6,122-18-38.1,
3,2015-02-03,346,14.39999962,17810,19410,46,12,38-14-21.6,122-17-12.0,
3,2015-02-03,347,14.30000019,14150,15990,48,13,38-15-19.9,122-17-02.0,
3,2015-02-03,348,15.10000038,12430,13450,48,12,38-16-33.7,122-16-57.9,
3,2015-02-03,349,14.39999962,8830,11070,52,12,38-17-07.6,122-17-07.4,
3,2015-02-03,703,12,3213,3994,41,25,38-02-58.7,121-47-54.9,
3,2015-02-03,704,12.89999962,1182,3737,62,15,38-04-04.8,121-47-01.7,
3,2015-02-03,705,11.39999962,673,660,72,13,38-05-56.4,121-42-31.2,
3,2015-02-03,706,12.10000038,480,549,65,12,38-05-14.4,121-44-46.5,
3,2015-02-03,707,11.89999962,280,285,84,11,38-06-49.7,121-42-30.3,
3,2015-02-03,711,12.30000019,203,224,200,5,38-10-38.0,121-39-46.5,
3,2015-02-03,716,12.10000038,348,360,62,12,38-14-17.2,121-41-03.6,
3,2015-02-03,723,12.39999962,323,329,73,11,38-14-16.1,121-40-22.9,
3,2015-02-03,812,11.10000038,520,566,86,11,38-05-25.3,121-38-29.8,
3,2015-02-03,815,11.30000019,328,327,124,7,38-05-18.8,121-34-20.7,
3,2015-02-04,405,12.30000019,23150,25360,36,27,38-02-27.3,122-09-21.4,
3,2015-02-04,411,12.10000038,16990,17740,49,20,38-03-37.2,122-03-58.6,
3,2015-02-04,501,12.30000019,13940,15240,54,12,38-04-24.4,122-01-24.1,
3,2015-02-04,504,11.89999962,12160,14150,62,11,38-02-58.9,121-58-49.8,
3,2015-02-04,519,12,10200,11400,68,21,38-04-27.2,121-57-34.3,
4,2015-02-17,418,14.5,21490,23070,53,19,38-04-01.7,122-05-34.0,
4,2015-02-17,508,13.60000038,751,964,17,111,38-02-54.7,121-54-51.5,
4,2015-02-17,513,13.5,363,596,18,116,38-03-29.8,121-52-06.8,
4,2015-02-17,520,13.80000019,587,588,17,71,38-01-58.3,121-52-09.4,
4,2015-02-17,602,14.5,10930,10570,26,57,38-07-04.6,122-02-29.1,
4,2015-02-17,606,14.5,6260,6460,19,65,38-10-11.2,122-01-16.1,
4,2015-02-17,609,14.80000019,3548,3511,21,71,38-10-03.1,121-56-14.4,
4,2015-02-17,610,13.69999981,1060,1131,15,103,38-07-19.8,121-53-19.1,
4,2015-02-17,801,13.80000019,573,566,20,64,38-02-40.1,121-50-38.6,
4,2015-02-17,804,13.89999962,603,626,33,33,38-01-02.5,121-47-29.0,
4,2015-02-17,809,13.60000038,354,259,27,50,38-03-03.1,121-41-39.2,
4,2015-02-17,901,13.69999981,389,353,44,30,38-02-48.9,121-37-01.3,
4,2015-02-17,902,14.10000038,455,449,102,7,38-01-08.8,121-34-56.2,
4,2015-02-17,906,14.39999962,303,307,48,24,38-02-52.4,121-30-13.1,
4,2015-02-17,910,14.69999981,517,589,94,14,38-00-03.1,121-26-57.8,
4,2015-02-17,912,15.30000019,916,748,58,12,37-58-01.7,121-22-09.3,
4,2015-02-17,914,14.5,502,503,162,4,37-58-09.4,121-31-40.5,
4,2015-02-17,915,14.19999981,494,435,114,6,37-56-47.9,121-34-09.0,
4,2015-02-17,918,14.19999981,521,520,123,4,37-51-44.0,121-34-12.5,
4,2015-02-17,919,14.19999981,210,218,57,22,38-06-19.5,121-29-42.1,
4,2015-02-18,340,14.19999981,18740,19270,42,29,38-05-53.3,122-15-43.6,
4,2015-02-18,342,14.39999962,18490,18830,40,49,38-08-53.9,122-17-24.3,
4,2015-02-18,343,14.60000038,16000,16560,35,38,38-11-05.5,122-18-46.8,
4,2015-02-18,344,14.80000019,13420,14290,23,58,38-12-46.7,122-18-31.8,
4,2015-02-18,345,15.30000019,14840,15850,38,33,38-13-35.8,122-18-19.4,
4,2015-02-18,346,15.10000038,7060,8580,23,56,38-14-01.2,122-17-15.7,
4,2015-02-18,347,15.60000038,3515,6640,32,35,38-15-13.4,122-17-05.4,
4,2015-02-18,348,14.5,1154,1614,31,36,38-16-23.2,122-17-06.8,
4,2015-02-18,349,14.39999962,527,623,62,15,38-17-11.6,122-17-02.8,
4,2015-02-18,703,13.80000019,294,303,28,72,38-02-49.3,121-47-46.4,
4,2015-02-18,704,13.69999981,244,253,28,84,38-04-02.9,121-47-09.1,
4,2015-02-18,705,13.89999962,331,341,33,42,38-06-06.2,121-42-28.8,
4,2015-02-18,706,14,254,260,38,45,38-05-04.2,121-44-59.8,
4,2015-02-18,707,14.19999981,265,261,45,40,38-06-48.1,121-42-29.1,
4,2015-02-18,711,14,231,212,44,28,38-10-35.9,121-39-42.5,
4,2015-02-18,716,14.39999962,381,371,40,43,38-14-21.4,121-41-06.0,
4,2015-02-18,723,14.30000019,439,250,37,44,38-14-17.5,121-40-21.4,
4,2015-02-18,812,13.69999981,284,289,34,44,38-05-24.3,121-38-29.4,
4,2015-02-18,815,13.80000019,246,258,32,33,38-05-07.3,121-34-18.9,
4,2015-02-19,405,14.39999962,12600,13160,30,32,38-02-22.8,122-08-39.2,
4,2015-02-19,411,13.89999962,7480,9220,25,38,38-03-02.1,122-04-45.1,
4,2015-02-19,501,13.89999962,3858,4900,21,46,38-04-23.6,122-01-30.2,
4,2015-02-19,504,13.69999981,1959,2304,18,76,38-03-07.2,121-59-09.1,
4,2015-02-19,519,13.5,1709,2579,17,79,38-04-23.9,121-57-23.7,
5,2015-03-02,418,14.19999981,18480,22580,58,14,38-04-02.0,122-05-46.6,
5,2015-03-02,508,13.19999981,2119,2848,27,53,38-02-52.7,121-54-57.7,
5,2015-03-02,513,13.19999981,972,1774,27,56,38-03-34.3,121-52-07.2,
5,2015-03-02,520,13.19999981,1032,1052,34,52,38-01-55.4,121-51-45.0,
5,2015-03-02,602,13.69999981,10480,10080,28,46,38-06-50.5,122-02-39.1,
5,2015-03-02,606,13.60000038,2719,4082,25,82,38-10-10.8,122-01-27.8,
5,2015-03-02,609,13.39999962,1785,1793,26,58,38-10-02.2,121-56-16.4,
5,2015-03-02,610,13.19999981,907,1020,24,72,38-07-18.1,121-53-19.8,
5,2015-03-02,801,13.10000038,1024,1018,32,52,38-02-25.7,121-50-37.3,
5,2015-03-02,804,13.19999981,710,752,39,34,38-00-59.6,121-47-34.5,
5,2015-03-02,809,13.30000019,389,391,41,23,38-03-10.0,121-41-35.4,
5,2015-03-02,901,13.39999962,353,367,61,15,38-02-52.7,121-37-19.1,
5,2015-03-02,902,13.39999962,375,377,94,11,38-01-12.7,121-34-56.7,
5,2015-03-02,906,14.30000019,307,311,81,9,38-02-54.4,121-30-16.8,
5,2015-03-02,910,14.60000038,366,403,119,7,38-00-10.2,121-27-04.6,
5,2015-03-02,912,15.10000038,1087,1078,130,5,37-57-57.7,121-22-07.0,
5,2015-03-02,914,14.10000038,424,423,128,6,37-58-11.9,121-31-35.2,
5,2015-03-02,915,13.5,390,390,91,10,37-56-43.1,121-34-06.8,
5,2015-03-02,918,14.19999981,424,429,109,9,37-51-41.5,121-34-10.8,
5,2015-03-02,919,14.19999981,271,271,94,5,38-06-20.2,121-29-45.4,
5,2015-03-03,340,14,21080,21050,47,22,38-05-53.2,122-15-42.2,
5,2015-03-03,342,14,19480,19920,49,16,38-08-48.1,122-17-16.3,
5,2015-03-03,343,13.69999981,17720,17930,35,34,38-10-59.6,122-18-39.7,
5,2015-03-03,344,14.10000038,13730,14760,34,32,38-12-58.8,122-18-37.5,
5,2015-03-03,345,14.10000038,13500,13660,33,35,38-13-29.5,122-18-29.6,
5,2015-03-03,346,14.30000019,10080,11010,34,37,38-14-07.9,122-17-14.3,
5,2015-03-03,347,14.19999981,6830,7740,35,26,38-15-16.9,122-17-03.8,
5,2015-03-03,348,14.39999962,4274,4840,37,30,38-16-26.9,122-17-01.8,
5,2015-03-03,349,14.5,1708,3098,46,11,38-17-09.0,122-17-05.3,
5,2015-03-03,703,14.19999981,1102,1552,26,43,38-03-10.6,121-47-54.4,
5,2015-03-03,704,14.89999962,835,971,27,53,38-03-57.1,121-47-20.7,
5,2015-03-03,705,13.69999981,319,321,33,22,38-06-00.7,121-42-28.7,
5,2015-03-03,706,14,288,296,26,30,38-05-04.9,121-44-57.2,
5,2015-03-03,707,13.69999981,271,271,49,14,38-06-58.5,121-42-19.9,
5,2015-03-03,711,13.19999981,233,238,105,7,38-10-36.2,121-39-42.5,
5,2015-03-03,716,13.30000019,361,365,44,20,38-14-20.7,121-41-01.4,
5,2015-03-03,723,13.5,342,344,45,25,38-14-20.2,121-40-19.2,
5,2015-03-03,812,13.5,319,328,48,18,38-05-30.8,121-38-02.2,
5,2015-03-03,815,13.10000038,285,290,66,12,38-05-06.6,121-34-26.8,
5,2015-03-04,405,13.30000019,14870,18970,33,52,38-02-20.0,122-08-41.8,
5,2015-03-04,411,13.69999981,13630,14520,32,29,38-03-02.6,122-04-53.3,
5,2015-03-04,501,13.10000038,8960,9660,28,61,38-04-35.9,122-01-53.3,
5,2015-03-04,504,13.5,7170,8330,30,39,38-03-12.9,121-59-12.0,
5,2015-03-04,519,13,5800,5920,27,59,38-04-17.3,121-57-48.1,
6,2015-03-24,809,16.39999962,1390,1380,37,39,,,
6,2015-03-24,901,16.60000038,553,560,73,11,38-02-37.4,121-36-39.8,
6,2015-03-24,902,16.5,488,498,90,80,38-01-11.8,121-34-56.2,
6,2015-03-24,906,17.70000076,330,334,72,6,38-03-03.9,121-30-24.3,
6,2015-03-24,910,17.79999924,470,500,48,6,37-59-57.4,121-26-52.2,
6,2015-03-24,912,18.29999924,990,1020,67,5,37-58-03.6,121-22-11.8,
6,2015-03-24,914,17.60000038,372,375,168,3,37-58-10.6,121-31-36.6,
6,2015-03-24,915,17.20000076,421,425,104,7,37-56-45.6,121-34-08.5,
6,2015-03-24,918,17.60000038,438,440,99,6,37-51-41.2,121-34-10.8,
6,2015-03-24,919,18.10000038,244,251,157,3,38-06-18.7,121-29-36.0,
6,2015-03-25,508,17.70000076,8070,9120,28,37,38-02-48.2,121-54-59.7,
6,2015-03-25,513,17.60000038,6640,7360,38,24,38-03-30.8,121-52-10.6,
6,2015-03-25,520,17.20000076,4666,4720,28,37,38-01-55.3,121-51-51.4,
6,2015-03-25,703,17.60000038,3042,4142,33,24,38-03-03.7,121-47-47.7,
6,2015-03-25,704,17.60000038,3327,4516,21,38,38-04-00.0,121-47-16.7,
6,2015-03-25,705,17,621,653,35,26,38-06-07.5,121-42-27.4,
6,2015-03-25,706,17.39999962,2687,3005,23,39,38-05-09.1,121-45-01.0,
6,2015-03-25,707,17,1518,1639,26,40,38-06-49.0,121-42-32.2,
6,2015-03-25,711,17.70000076,325,325,82,8,38-10-34.4,121-39-40.8,
6,2015-03-25,716,17.29999924,277,289,72,10,38-14-14.5,121-41-00.7,
6,2015-03-25,723,17.39999962,271,267,119,6,38-14-17.1,121-40-21.6,
6,2015-03-25,801,17.39999962,3984,4006,27,39,38-02-33.8,121-50-40.0,
6,2015-03-25,804,18,1570,1685,31,30,38-01-00.1,121-47-26.4,
6,2015-03-25,812,16.70000076,514,500,61,14,38-05-23.0,121-38-24.0,
6,2015-03-25,815,16.89999962,309,311,83,9,38-05-04.1,121-34-17.3,
6,2015-03-26,405,16.70000076,25120,29010,92,8,38-02-23.0,122-08-48.8,
6,2015-03-26,411,16.39999962,19080,25940,47,16,38-03-07.2,122-04-43.0,
6,2015-03-26,418,16.70000076,20500,28560,70,9,38-04-00.4,122-05-51.5,
6,2015-03-26,501,16.39999962,16330,16410,36,28,38-04-24.7,122-01-33.9,
6,2015-03-26,504,16.70000076,13320,16080,44,17,38-02-59.7,121-58-53.6,
6,2015-03-26,519,16.89999962,12610,12850,31,28,38-04-23.7,121-57-31.6,
6,2015-03-26,602,17.20000076,13400,14820,34,24,38-06-49.8,122-02-37.0,
6,2015-03-26,606,17.39999962,6480,6990,24,54,38-10-09.4,122-01-27.8,
6,2015-03-26,609,17.60000038,5660,5710,19,43,38-10-01.6,121-56-34.2,
6,2015-03-26,610,17.89999962,4140,4979,33,25,38-07-22.0,121-53-20.0,
1,2016-01-04,405,9.399999619,32250,33860,35,32,38-02-18.8,122-08-52.3,
1,2016-01-04,418,9.300000191,24380,31840,79,12,38-04-04.1,122-05-46.0,
1,2016-01-04,508,8.399999619,11810,19590,79,12,38-02-38.7,121-54-47.5,
1,2016-01-04,513,8.5,11860,15940,60,12,38-03-27.8,121-52-04.1,
1,2016-01-04,520,8.5,11250,14520,51,22,38-02-03.1,121-52-18.3,
1,2016-01-04,602,8.800000191,17400,21090,71,23,38-06-43.3,122-02-51.5,
1,2016-01-04,606,8.199999809,7470,13890,46,19,38-10-10.4,122-01-27.8,
1,2016-01-04,609,8,5480,5550,37,24,38-10-02.7,121-56-15.8,
1,2016-01-04,610,8.399999619,6390,8090,49,19,38-07-16.3,121-53-20.2,
1,2016-01-04,804,8.199999809,3302,5950,39,26,38-00-59.7,121-47-31.1,
1,2016-01-04,809,7.900000095,1049,1085,48,23,38-03-06.2,121-41-37.3,
1,2016-01-04,901,7.900000095,866,847,53,20,38-02-44.5,121-36-56.6,
1,2016-01-04,902,7.400000095,811,773,50,15,38-01-05.9,121-34-56.1,
1,2016-01-04,906,8.600000381,437,443,69,11,38-02-55.8,121-30-14.6,
1,2016-01-04,910,8.5,421,456,94,9,38-00-04.7,121-26-59.3,
1,2016-01-04,912,8.800000191,686,695,96,10,37-58-03.9,121-22-13.4,
1,2016-01-04,914,8,556,561,135,5,37-57-57.3,121-31-50.2,
1,2016-01-04,915,7.5,762,761,98,9,37-56-29.2,121-33-42.5,
1,2016-01-04,918,7.599999905,774,773,73,6,37-51-41.3,121-34-11.6,
1,2016-01-04,919,8.300000191,221,219,81,12,38-06-18.9,121-29-41.4,
1,2016-01-05,340,9.600000381,33920,36510,60,13,38-05-54.6,122-15-46.3,
1,2016-01-05,342,9.600000381,30650,34050,62,13,38-08-48.8,122-17-20.2,
1,2016-01-05,343,9.399999619,29210,29720,81,9,38-10-58.0,122-18-36.7,
1,2016-01-05,344,9.100000381,27100,27820,59,12,38-12-47.2,122-18-32.0,
1,2016-01-05,345,8.899999619,26560,26960,66,12,38-13-33.8,122-18-25.6,
1,2016-01-05,346,8.600000381,25670,25800,59,13,38-14-01.5,122-17-14.6,
1,2016-01-05,347,9.100000381,19440,24030,78,10,38-15-15.9,122-17-03.9,
1,2016-01-05,348,9.699999809,8830,19050,56,14,38-16-31.9,122-16-57.7,
1,2016-01-05,349,10.19999981,3600,16870,32,36,38-17-12.5,122-17-01.8,
1,2016-01-05,703,8.800000191,6620,11650,47,23,38-03-03.0,121-47-01.0,
1,2016-01-05,704,8.800000191,5990,1374,47,26,38-03-55.0,121-47-29.0,
1,2016-01-05,705,8.5,3605,3261,45,43,38-06-08.0,121-42-29.0,
1,2016-01-05,706,8.5,3071,9360,34,37,38-05-08.0,121-44-59.0,
1,2016-01-05,707,8.600000381,2897,2903,29,5,38-07-02.0,121-42-16.0,
1,2016-01-05,711,7.699999809,218,231,71,16,38-10-29.1,121-39-19.7,
1,2016-01-05,716,7.699999809,210,210,92,12,38-14-24.3,121-41-07.2,
1,2016-01-05,723,7.699999809,208,209,92,10,38-14-17.0,121-40-22.0,
1,2016-01-05,812,8.300000191,715,706,52,19,38-05-24.6,121-38-26.4,
1,2016-01-05,815,8.199999809,451,469,63,14,38-05-13.5,121-34-20.6,
1,2016-01-06,411,9.199999809,25080,26110,69,15,38-03-11.4,122-04-24.9,
1,2016-01-06,501,8.899999619,20930,22380,74,17,38-04-21.6,122-01-29.6,
1,2016-01-06,504,9.199999809,20180,23630,88,12,38-03-02.5,121-58-57.4,
1,2016-01-06,519,8.899999619,17180,18690,67,17,38-04-25.6,121-57-27.3,
1,2016-01-06,801,8.5,12100,14370,39,21,38-02-48.0,121-50-45.5,
2,2016-01-19,513,9.899999619,2136,1830,31,67,38-03-23.9,121-52-03.6,
2,2016-01-19,703,10.5,427,616,34,70,38-02-58.2,121-48-01.8,
2,2016-01-19,704,10.60000038,397,844,32,63,38-04-10.5,121-46-58.7,
2,2016-01-19,705,10.5,301,298,32,40,38-06-00.5,121-42-31.7,
2,2016-01-19,706,10.39999962,267,273,36,38,38-05-17.3,121-44-51.2,
2,2016-01-19,707,10.5,201,201,34,41,38-06-57.7,121-42-26.0,
2,2016-01-19,711,10.19999981,161,168,21,90,38-10-38.7,121-39-48.3,
2,2016-01-19,716,10.39999962,193,191,28,67,38-14-17.0,121-41-02.7,
2,2016-01-19,723,10.5,182,179,23,75,38-14-20.8,121-40-20.5,
2,2016-01-19,801,10.10000038,1328,1352,40,38,38-02-43.2,121-50-45.2,
2,2016-01-19,804,10,1339,1310,44,28,38-00-59.4,121-47-33.6,
2,2016-01-19,809,9.899999619,595,593,35,26,38-03-10.8,121-41-38.0,
2,2016-01-19,812,10.30000019,582,598,44,27,38-05-22.2,121-38-34.6,
2,2016-01-19,815,10.39999962,346,379,41,24,38-05-10.2,121-34-19.5,
2,2016-01-19,901,10.30000019,678,1211,36,23,38-02-48.3,121-37-20.0,
2,2016-01-19,902,10.5,657,652,64,12,38-00-41.9,121-34-52.3,
2,2016-01-19,906,10.39999962,380,381,48,21,38-03-02.3,121-30-23.6,
2,2016-01-19,910,10.80000019,453,462,78,12,38-00-08.3,121-27-02.6,
2,2016-01-19,912,11.5,333,454,13,121,37-57-58.3,121-22-06.5,
2,2016-01-19,914,10.39999962,500,500,88,11,37-57-53.8,121-31-49.4,
2,2016-01-19,915,10.5,657,654,80,10,,,
2,2016-01-19,918,10.69999981,629,630,71,11,37-51-31.0,121-34-01.4,
2,2016-01-19,919,10.89999962,252,252,73,13,38-06-23.6,121-29-55.3,
2,2016-01-20,411,11.19999981,11820,16770,41,34,38-03-04.2,122-04-40.2,
2,2016-01-20,418,10.60000038,17420,19950,46,35,38-04-00.1,122-05-51.5,
2,2016-01-20,501,10.30000019,7770,8960,38,40,38-04-23.9,122-01-36.0,
2,2016-01-20,504,10.30000019,4791,6940,33,43,38-03-08.3,121-59-11.9,
2,2016-01-20,508,10,1081,1290,28,37,38-02-51.8,121-54-45.8,
2,2016-01-20,519,10.19999981,3719,4157,28,46,38-04-25.1,121-57-33.7,
2,2016-01-20,520,9.899999619,1198,1238,37,30,38-01-56.1,121-51-43.2,
2,2016-01-20,602,11.39999962,9480,,46,27,38-07-00.7,122-02-26.6,
2,2016-01-20,606,11.19999981,5670,,27,78,38-10-10.2,122-01-28.3,
2,2016-01-20,609,11.60000038,2895,,23,65,38-10-01.6,121-56-31.8,
2,2016-01-20,610,12.10000038,468,,30,55,38-07-15.0,121-53-19.7,
2,2016-01-21,340,11,17000,23960,43,37,38-05-54.9,122-15-44.1,
2,2016-01-21,342,11.10000038,16300,17550,29,58,38-08-45.9,122-17-21.0,
2,2016-01-21,343,12.5,13620,14110,41,37,38-10-56.0,122-18-39.4,
2,2016-01-21,344,12.80000019,10330,11110,37,63,38-12-44.8,122-18-29.8,
2,2016-01-21,345,12.89999962,8260,8870,33,68,38-13-29.5,122-18-29.3,
2,2016-01-21,346,13.19999981,2674,5040,27,102,38-14-06.3,122-17-14.5,
2,2016-01-21,347,13.39999962,424,640,40,53,38-15-13.9,122-17-05.1,
2,2016-01-21,348,12.80000019,293,333,48,38,38-16-19.3,122-17-11.9,
2,2016-01-21,349,12.60000038,251,283,62,26,38-17-11.2,122-17-03.4,
2,2016-01-21,405,10.60000038,10480,10660,47,39,38-02-23.3,122-08-32.7,
3,2016-02-01,809,10.39999962,287,300,34,38,38-03-15.4,121-41-27.1,
3,2016-02-01,812,11.10000038,228,207,27,42,38-05-23.7,121-38-29.8,
3,2016-02-01,815,11.10000038,295,229,39,32,38-05-11.5,121-34-20.0,
3,2016-02-01,901,10.39999962,286,279,34,44,38-02-47.4,121-37-16.5,
3,2016-02-01,902,9.699999809,322,330,11,275,38-01-06.2,121-34-55.3,
3,2016-02-01,906,11.10000038,295,298,47,20,38-03-00.6,121-30-21.4,
3,2016-02-01,910,11.60000038,390,391,48,24,38-00-10.8,121-27-03.1,
3,2016-02-01,912,12.10000038,443,444,41,19,37-58-09.8,121-22-21.9,
3,2016-02-01,914,10,492,497,56,20,37-57-52.3,121-31-48.1,
3,2016-02-01,915,10.69999981,905,910,83,29,37-56-38.1,121-34-05.4,
3,2016-02-01,918,11,972,976,77,18,37-51-29.4,121-33-59.2,
3,2016-02-01,919,10.60000038,206,211,46,21,38-06-20.0,121-29-47.8,
3,2016-02-02,513,10.60000038,243,242,30,46,38-03-26.9,121-52-05.8,
3,2016-02-02,703,10.30000019,227,228,31,45,38-02-58.6,121-47-57.3,
3,2016-02-02,704,10.30000019,204,205,31,40,38-04-05.4,121-47-11.3,
3,2016-02-02,705,10.19999981,223,227,41,32,38-05-53.8,121-42-31.6,
3,2016-02-02,706,10.19999981,184,187,32,36,38-05-17.6,121-44-49.6,
3,2016-02-02,707,10.30000019,201,203,32,37,38-06-51.8,121-42-30.2,
3,2016-02-02,711,9.899999619,125,129,10,190,38-10-38.1,121-39-50.8,
3,2016-02-02,716,10.19999981,191,203,19,74,38-14-24.7,121-41-08.1,
3,2016-02-02,723,10,188,189,20,105,38-14-19.8,121-40-22.3,
3,2016-02-02,801,10.80000019,308,307,28,44,38-02-33.5,121-50-41.7,
3,2016-02-02,804,10.60000038,315,313,31,44,38-00-59.9,121-47-37.3,
3,2016-02-03,405,11,7290,14010,36,35,38-02-22.4,122-08-42.7,
3,2016-02-03,411,11.5,7950,18320,41,32,38-03-01.9,122-04-46.0,
3,2016-02-03,418,11.10000038,8020,23490,33,41,38-04-02.7,122-05-50.1,
3,2016-02-03,501,10.5,848,859,34,60,38-04-30.1,122-01-40.9,
3,2016-02-03,504,11.10000038,1823,9690,29,42,38-03-10.2,121-59-08.3,
3,2016-02-03,508,10.69999981,282,277,38,47,38-02-43.9,121-55-04.2,
3,2016-02-03,519,10.69999981,297,385,32,62,38-04-24.2,121-57-49.7,
3,2016-02-03,520,10.60000038,248,283,36,39,38-01-56.5,121-51-50.9,
3,2016-02-03,602,10.60000038,1207,1145,29,72,38-06-59.8,122-02-26.4,
3,2016-02-03,606,10.5,1185,1441,28,72,38-10-12.2,122-01-34.8,
3,2016-02-03,609,10.10000038,1080,1857,31,40,38-10-01.4,121-56-19.4,
3,2016-02-03,610,10,906,919,37,41,38-07-20.6,121-53-18.8,
3,2016-02-04,340,10.89999962,1687,2673,38,20,38-05-55.1,122-15-44.4,
3,2016-02-04,342,11.10000038,1655,2201,43,21,,,
3,2016-02-04,343,10.89999962,1139,1264,31,31,38-10-57.2,122-18-41.2,
3,2016-02-04,344,10.60000038,1062,1082,36,43,38-12-39.8,122-18-25.3,
3,2016-02-04,345,11.30000019,792,944,26,41,38-12-22.0,122-18-34.2,
3,2016-02-04,346,11.89999962,4786,6410,27,34,38-14-05.2,122-17-14.5,
3,2016-02-04,347,11.89999962,808,853,46,20,38-15-25.2,122-17-02.5,
3,2016-02-04,348,11.69999981,581,870,53,14,38-16-21.1,122-17-10.4,
3,2016-02-04,349,11.30000019,435,490,81,9,38-17-11.1,122-17-03.4,
4,2016-02-16,513,12.30000019,1235,1221,31,55,38-03-28.5,121-52-01.5,
4,2016-02-16,703,12.69999981,253,274,40,31,38-03-01.1,121-47-56.3,
4,2016-02-16,704,12.69999981,195,200,37,34,38-04-03.3,121-47-15.8,
4,2016-02-16,705,13.10000038,191,181,53,21,38-06-02.6,121-42-27.2,
4,2016-02-16,706,12.89999962,190,195,39,31,38-05-12.4,121-45-00.4,
4,2016-02-16,707,13,188,188,48,25,38-06-56.5,121-42-25.6,
4,2016-02-16,711,13.39999962,173,173,83,10,38-10-35.2,121-39-34.6,
4,2016-02-16,716,14,202,200,82,11,38-14-24.7,121-41-13.0,
4,2016-02-16,723,13.80000019,186,182,91,9,38-14-18.0,121-40-22.1,
4,2016-02-16,801,12.19999981,371,373,32,49,38-02-51.4,121-50-46.5,
4,2016-02-16,804,12.5,278,286,33,62,38-00-57.9,121-47-28.6,
4,2016-02-16,809,12.60000038,268,277,41,27,38-03-15.2,121-41-31.1,
4,2016-02-16,812,12.89999962,256,254,45,34,38-05-23.0,121-38-34.8,
4,2016-02-16,815,13.39999962,243,240,65,20,38-05-06.3,121-34-20.1,
4,2016-02-16,901,12.69999981,260,264,48,22,38-02-43.2,121-36-58.8,
4,2016-02-16,902,13.30000019,303,317,51,16,38-01-06.9,121-34-55.7,
4,2016-02-16,906,13.39999962,267,269,76,15,38-03-01.4,121-30-21.3,
4,2016-02-16,910,14.60000038,308,314,61,10,38-00-07.7,121-27-02.7,
4,2016-02-16,912,13.80000019,609,618,83,12,37-57-54.7,121-22-01.5,
4,2016-02-16,914,13.5,383,386,88,10,37-57-54.1,121-31-49.5,
4,2016-02-16,915,13.69999981,338,340,66,18,37-56-35.0,121-33-48.0,
4,2016-02-16,918,13.89999962,391,350,60,20,37-51-38.0,121-34-07.1,
4,2016-02-16,919,14.10000038,232,232,120,11,38-06-22.9,121-29-53.9,
4,2016-02-17,405,14.10000038,26360,27000,62,20,38-02-23.7,122-08-53.5,
4,2016-02-17,411,14.19999981,23110,24170,44,19,38-03-01.7,122-04-46.0,
4,2016-02-17,418,14.30000019,23830,25760,61,14,38-03-59.7,122-05-45.4,
4,2016-02-17,501,13.80000019,9920,13130,37,27,38-04-36.1,122-01-48.8,
4,2016-02-17,504,13.69999981,11750,15390,44,23,38-03-10.3,121-59-08.8,
4,2016-02-17,508,13.5,5280,7110,45,36,38-02-45.6,121-55-13.6,
4,2016-02-17,519,13.89999962,5530,5700,26,187,38-04-28.8,121-57-39.8,
4,2016-02-17,520,13.19999981,2001,1953,35,40,38-01-56.9,121-51-53.8,
4,2016-02-17,602,13.69999981,12000,12140,45,24,38-06-59.2,122-02-24.0,
4,2016-02-17,606,14.19999981,4534,4704,37,36,38-10-11.6,121-01-35.0,
4,2016-02-17,609,14.10000038,3674,3678,24,70,38-10-01.3,121-56-18.5,
4,2016-02-17,610,14.30000019,3513,3503,31,48,38-07-19.1,121-53-20.1,
4,2016-02-18,340,13.69999981,27610,27570,38,31,38-05-54.0,122-15-43.8,
4,2016-02-18,342,14,20850,26280,38,35,38-08-49.8,122-17-19.1,
4,2016-02-18,343,14.10000038,20220,20720,40,42,38-10-57.5,122-18-40.9,
4,2016-02-18,344,14.5,17610,17740,35,50,38-12-42.7,122-18-26.2,
4,2016-02-18,345,14.89999962,15820,16760,44,29,38-13-19.1,122-18-35.2,
4,2016-02-18,346,15.10000038,15100,15530,37,35,38-14-03.3,122-17-14.7,
4,2016-02-18,347,15.19999981,7630,11780,41,19,38-15-18.9,122-17-04.0,
4,2016-02-18,348,15.10000038,3896,6600,57,13,38-16-22.2,122-17-09.3,
4,2016-02-18,349,15.10000038,1647,3587,74,10,38-17-14.3,122-17-01.3,
5,2016-02-29,809,14.30000019,323,331,76,15,38-03-13.8,121-41-29.8,
5,2016-02-29,812,14.60000038,242,241,86,10,38-05-23.3,121-38-38.0,
