CBSampleID,TowRowID,CBMicrocystis,CBMeterSerial,CBMeterIn,CBMeterOut,CBMeterDifference,CBComments,CBMeterEstimate,CBTowCode
652,6863,0,23814,32531,44437,,CB retow (tow 2),,A
653,8421,0,23814,978481,989527,,,,A
654,4894,0,23814,941096,954167,,,,A
655,6187,0,23814,893864,906524,,CB retow (tow 2); Switched CB net after tow 2,,A
656,12807,1,23286,897597,918736,,,,A
657,18276,1,23286,960127,980176,,,,A
658,12929,1,23286,193058,214403,,CB retow (tow2); CB net was tangled,,A
659,11948,1,23286,128876,149837,,,,A
660,8041,1,23286,86407,107046,,,,A
661,2586,1,23286,2696,23032,,,,A
662,19886,1,23286,43876,64783,,,,A
663,14367,0,23240,757991,769528,,,,A
664,5215,0,23240,791603,801880,,,,A
665,1215,0,23240,822091,829344,,,,A
666,6521,0,23240,851961,858834,,,,A
667,13105,0,23240,836128,843900,,Small hole (~1mm) in CB net,,A
668,16757,0,23240,866002,875308,,,,A
669,1349,0,23240,893502,900520,,,,A
670,18115,0,23240,,940514,,"CB MeterIn not recorded, no lab data available?",,C
671,7509,0,23240,908141,912934,,,,A
672,8456,0,23240,,,,No CB taken (too windy),,B
673,14380,0,23286,552906,573626,,,,A
674,86,0,23286,444787,466579,,,,A
675,13158,0,23286,509786,531557,,,,A
676,19733,0,23240,928814,933651,,,,A
677,6870,0,23240,,,,No CB taken (too windy),,B
678,14319,0,23286,377886,399934,,,,A
679,5148,1,23286,311646,333681,,,,A
680,6479,1,23286,265315,287826,,,,A
681,13279,0,23286,214456,236946,,,,A
682,6447,0,23286,867276,882246,,,,A
683,11924,0,23286,799102,821014,,,,A
684,1309,0,23286,782879,799105,,CB retow (tow 3),,A
685,1869,0,23286,709888,731932,,,,A
686,19712,0,23286,654827,676945,,,,A
687,7901,0,23286,594408,614843,,,,A
688,12162,1,23240,942234,959834,,,,A
689,11226,1,23240,996244,1013114,,,,A
690,8514,1,23240,200030,218400,,,,A
691,13214,1,23240,143013,161564,,,,A
692,11194,1,23240,106043,124293,,,,A
693,1146,1,23240,31054,50525,,,,A
694,8031,1,23240,68837,87224,,,,A
695,5013,0,23286,903828,926014,,,,A
696,5385,0,23286,949134,971340,,,,A
697,4908,0,23286,37917,60157,,,,A
698,6176,0,23286,993568,1016393,,,,A
699,19570,0,23286,102637,123740,,,,A
700,7885,0,23286,210246,231263,,,,A
701,12129,0,23286,252066,273394,,,,A
702,13355,0,23286,156057,177445,,,,A
703,11809,0,23286,369238,389054,,,,A
704,19725,0,23240,542284,559051,,,,A
705,14111,0,23240,488484,506436,,,,A
706,14099,0,23240,433241,451856,,,,A
707,7521,1,23286,305039,326164,,,,A
708,12609,1,23286,429804,450692,,,,A
709,9562,0,23240,387647,407300,,,,A
710,8561,1,23240,347439,366201,,,,A
711,8210,1,23240,272453,290476,,,,A
712,4993,0,23240,236260,254570,,,,A
713,9548,0,23286,783595,805108,,,,A
714,2024,0,23286,742127,762184,,,,A
715,18293,1,23286,682216,702003,,,,A
716,18065,0,23286,618965,640125,,,,A
717,1121,0,23286,556146,576546,,,,A
718,7524,0,23286,492815,513642,,,,A
719,13349,1,23240,0,18431,,"CB meter too high 23240, estimated using survey mean",A,A
720,7058,1,23240,654373,671539,,,,A
721,12482,1,23240,896751,915133,,,,A
722,11840,1,23240,810652,830094,,,,A
723,14312,1,23240,774004,792670,,,,A
724,11731,1,23240,690536,709037,,,,A
725,4999,1,23240,0,18431,,CB meter low- estimated using survey mean,A,A
726,9444,0,23286,847730,866483,,,,A
727,5073,0,23286,905442,926875,,,,A
728,16976,0,23286,947697,969517,,,,A
729,3786,0,23286,991203,1011978,,,,A
730,5276,0,23286,94755,115919,,,,A
731,12197,0,23286,54354,74599,,,,A
732,5089,0,23286,198408,220638,,,,A
733,16810,1,23286,263896,284615,,,,A
734,6579,1,23286,157863,177308,,,,A
735,8341,1,23286,350987,370555,,,,A
736,16562,0,23286,311549,331262,,,,A
737,11974,1,23286,410743,430359,,,,A
738,1238,1,23286,451082,471274,,,,A
739,7616,0,23286,511301,532507,,,,A
740,8048,0,23286,541337,562389,,,,A
741,19742,1,23286,575127,595862,,,,A
742,4867,1,23286,617000,638412,,,,A
743,8262,1,23286,645070,666712,,,,A
744,4902,0,23286,686441,707929,,,,A
745,13199,0,23684,61579,82301,,,,A
746,1983,0,23684,124989,145077,,,,A
747,13162,0,23684,369104,389917,,,,A
748,7727,0,23684,307950,327919,,,,A
749,5168,0,23684,266379,286609,,,,A
750,11717,1,23684,185373,204765,,,,A
751,2622,0,23684,225145,245400,,,,A
752,12568,0,23684,686266,701137,,,,A
753,1185,0,23684,659559,672176,,,,A
754,19920,0,23684,615399,628439,,,,A
755,12731,0,23684,602970,615399,,,,A
756,19501,0,24658,64431,81488,,,,A
757,8566,0,24658,98598,115670,,,,A
758,16431,0,24658,196528,214938,,,,A
759,1299,0,24658,132267,146907,,,,A
760,11129,0,24658,162198,179665,,,,A
761,12230,0,24658,302868,319101,,,,A
762,13157,0,24658,267748,286421,,,,A
763,6468,0,24658,233128,250642,,,,A
764,6443,0,23684,555616,576368,,,,A
765,12935,0,23684,513665,534641,,,,A
766,13342,0,23684,471379,492255,,,,A
767,11727,0,23684,431159,451498,,,,A
768,5102,0,23684,828498,842073,,Retow CB on tow 2 (net tangled around housing),,A
769,1136,0,23684,814922,827998,,Three holes in CB after tow 1. Retowed CB on tow 2 after replacing net.,,A
770,7940,0,23684,776309,786769,,,,A
771,12863,0,23684,855199,868113,,,,A
772,8512,0,23684,745350,758809,,,,A
773,14152,0,23684,715400,731766,,,,A
774,8571,0,23684,139429,157150,,,,A
775,12823,0,23684,78489,98762,,,,A
776,9508,0,23684,28562,42364,,,,A
777,944,0,23684,984513,998819,,,,A
778,16765,0,23684,939371,955299,,,,A
779,1036,0,23684,894561,910000,,,,A
780,6867,0,23684,183709,202425,,,,A
781,6544,0,23684,251129,268623,,CB retow (tow 2). CB kept coming up out of the water,,A
782,1142,0,23684,279707,297926,,,,A
783,11998,0,23684,330539,349282,,,,A
784,19690,0,23684,367169,385368,,,,A
785,11887,0,24658,336517,355059,,,,A
786,4884,0,24658,373729,391561,,,,A
787,5332,0,24658,605161,623589,,,,A
788,18260,0,24658,551049,569871,,,,A
789,14370,0,24658,516207,534139,,,,A
790,13334,0,24658,429680,448081,,,,A
791,1753,0,24658,466367,482571,,,,A
792,4927,0,24658,889518,904047,,,,A
793,12955,0,24658,858988,873964,,,,A
794,11133,0,24658,812039,827447,,,,A
795,2046,0,24658,779867,796521,,,,A
796,8242,0,23684,401485,421869,,,,A
797,11141,0,23684,441869,461647,,,,A
798,1871,0,23684,539241,558305,,,,A
799,12740,0,23684,481318,501179,,,,A
800,2049,0,23684,501180,519736,,,,A
801,1145,0,23684,651859,668839,,,,A
802,8222,0,23684,614969,632576,,,,A
803,6130,0,23684,576849,595062,,,,A
804,11905,0,24658,747428,764212,,,,A
805,2617,0,24658,721257,734351,,,,A
806,14251,0,24658,692270,707068,,,,A
807,19688,0,24658,660367,676257,,,,A
808,6166,0,24658,22017,35474,,,,A
809,18371,0,24658,61368,74275,,,,A
810,18394,0,24658,962397,977037,,,,A
811,13210,0,24658,991858,1006047,,,,A
812,13365,,24658,933628,947826,,,,A
813,13297,0,24658,87071,99699,,,,A
814,5028,0,24658,334247,349967,,,,A
815,5504,0,24658,287086,302505,,,,A
816,11896,0,24658,245232,259777,,CB retow (tow 2). Net kinked.,,A
817,19896,0,24658,204008,215863,,,,A
818,12705,0,24658,169232,181349,,,,A
819,5029,0,24658,112967,125243,,,,A
820,1775,0,24658,372926,387202,,,,A
821,12582,0,24658,433292,447085,,CB Retow (tow 2).,,A
822,2696,0,24658,459597,470440,,,,A
823,7863,0,24658,492537,509971,,,,A
824,12532,0,24658,541652,555398,,,,A
825,11952,0,24658,586926,602459,,,,A
826,5424,0,24658,634049,649200,,,,A
827,13177,0,24658,777588,795114,,,,A
828,15236,0,24658,832712,850262,,,,A
829,16560,0,24658,743668,759721,,,,A
830,3750,1,24658,664438,680307,,,,A
831,19587,1,24658,696409,712689,,,,A
832,19760,0,24658,202693,221327,,,,A
833,2537,0,24658,105698,122888,,,,A
834,19622,0,24658,76817,91053,,,,A
835,12062,0,23684,779097,798000,,,,A
836,9531,0,23684,817637,836662,,,,A
837,9465,0,23684,931744,950094,,,,A
838,11986,0,23684,856164,869745,,,,A
839,12170,0,23684,891723,909825,,,,A
840,12080,0,23684,69285,88753,,,,A
841,7876,0,23684,32192,49937,,,,A
842,18297,0,23684,968784,987368,,,,A
843,13065,0,24658,19658,36417,,,,A
844,1731,0,24658,978670,995879,,,,A
845,1120,0,24658,937012,957800,,,,A
846,11977,0,24658,905327,922108,,,,A
847,11970,0,24658,402438,419588,,,,A
848,2050,0,24658,454658,471614,,,,A
849,7840,0,24658,355389,372377,,,,A
850,13211,0,24658,506368,521882,,,,A
851,13073,0,24658,304407,321431,,,,A
852,13164,0,24658,270142,287155,,,,A
853,6719,0,24658,738307,755448,,,,A
854,2020,0,24658,685240,702239,,,,A
855,8149,0,24658,674118,676789,,"Minus low tide - CB prevented from consistent water flow, sample invalidated 2/4/2013 AH due to inconsistent tow",,B
856,15882,0,24658,625958,642564,,,,A
857,18098,0,24658,585157,602568,,,,A
858,11231,0,24658,537548,554442,,,,A
859,15235,0,24658,785468,800749,,,,A
860,5174,0,24658,829548,846149,,,,A
861,5381,0,24658,879808,896573,,,,A
862,8358,0,24658,45471,63896,,,,A
863,5175,0,24658,99728,117929,,,,A
864,,,24658,149637,167089,,,,A
865,6922,0,23684,205735,224285,,,,A
866,7554,0,23684,242128,261140,,,,A
867,1217,0,23684,403050,421813,,,,A
868,380,0,23684,459375,477789,,,,A
869,1442,0,23684,357324,375666,,,,A
870,7595,0,23684,279384,297644,,,,A
871,12783,0,23684,319105,337595,,,,A
872,15915,0,23684,778436,796086,,,,A
873,12791,0,23684,742195,760715,,,,A
874,2038,0,23684,668776,687508,,,,A
875,19581,0,23684,706101,724114,,,,A
876,14159,0,24658,154529,166309,,,,A
877,4924,0,24658,178267,190158,,,,A
878,12092,0,24658,233918,245545,,,,A
879,2562,0,24658,202519,208349,,,,A
880,12093,0,24658,209598,222065,,,,A
881,16808,0,24658,318446,329769,,,,A
882,1812,0,24658,281883,293624,,,,A
883,9537,0,24658,256166,267282,,,,A
884,16866,0,23684,631427,650387,,,,A
885,3865,0,23684,593694,611755,,,,A
886,18127,0,23684,554575,573646,,,,A
887,13333,0,23684,514612,535047,,,,A
888,,,23684,456699,475016,,,,A
889,,,23684,405664,423667,,,,A
890,14149,0,23684,55864,75329,,,,A
891,6495,0,23684,286,18598,,,,A
892,12255,0,23684,946089,964569,,,,A
893,19791,0,23684,110133,127886,,,,A
894,,,23684,354114,370997,,,,A
895,,,23684,300150,317771,,,,A
896,,,23684,221821,241017,,,,A
897,7894,0,23684,889326,908339,,,,A
898,19874,0,23684,834327,853206,,,,A
899,14126,0,23684,162556,180127,,,,A
900,8062,0,23684,500413,517815,,Check CB meter numbers (possibly switched),,A
901,6519,0,23684,550746,567240,,,,A
902,12701,0,23684,598967,616095,,,,A
903,6918,0,23684,633478,650854,,,,A
904,6645,0,23684,692824,708946,,,,A
905,14113,0,27684,745488,762713,,,,A
906,280,0,27684,779725,796135,,,,A
907,18228,0,27684,882431,900864,,,,A
908,13042,0,27684,937069,954646,,,,A
909,12166,0,27684,848752,865698,,,,A
910,15929,0,27684,813796,831141,,,,A
911,16999,1,24658,330000,341392,,,,A
912,9458,0,27684,275938,293296,,,,A
913,13151,0,27684,223345,239853,,,,A
914,6593,0,27684,171196,188260,,,,A
915,1876,0,27684,136694,153728,,,,A
916,2591,0,24658,363983,377146,,,,A
917,15250,0,24658,389409,408328,,,,A
918,5127,0,,,,,No CB taken. Net caught on U-bolt.,,B
919,2575,0,24658,426535,434060,,5 minute tow.,,A
920,2644,0,24658,438807,456292,,,,A
921,13054,0,24658,541017,557782,,,,A
922,2593,0,24658,503752,521453,,,,A
923,19902,0,24658,576228,594353,,,,A
924,11844,0,27684,101102,118735,,,,A
925,1805,0,27684,64043,82194,,sample jar broke therefore sample lost,,C
926,400,0,27684,25869,43454,,,,A
927,6742,0,27684,989833,1008069,,,,A
928,12126,0,27684,521070,537995,,,,A
929,19620,0,27684,574450,591338,,,,A
930,919,0,27684,433925,451574,,,,A
931,1839,0,27684,469140,485930,,,,A
932,5190,0,27684,380176,397587,,no CB sample,,B
933,16439,0,27684,326375,344348,,,,A
934,7484,0,23684,894625,911682,,,,A
935,11812,0,23684,840811,857606,,,,A
936,19549,0,23684,791516,808527,,,,A
937,1015,0,23684,737311,754696,,,,A
938,1248,0,23684,678126,697104,,,,A
939,16962,0,23684,624629,642034,,,,A
940,16977,0,23684,928854,946502,,,,A
941,13230,0,23684,976041,993200,,,,A
942,5226,1,23684,28368,45188,,,,A
943,7470,0,23684,79343,96561,,,,A
944,8046,0,23684,129152,147113,,,,A
945,1341,0,23684,163956,181029,,,,A
946,2661,0,23684,198812,216056,,,,A
947,18244,0,23684,367222,383806,,,,A
948,18166,0,23684,333973,350373,,,,A
949,12924,1,23684,300390,316239,,,,A
950,5196,0,23684,233464,249682,,,,A
951,13072,1,23684,266263,283022,,,,A
952,5181,0,23684,647135,664597,,,,A
953,5468,0,23684,612835,629729,,,,A
954,5240,0,23684,541186,558923,,,,A
955,6646,0,23684,577877,595438,,,,A
956,5014,0,24658,624058,641139,,,,A
957,75,0,24658,660362,677029,,,,A
958,18222,0,24658,725498,743562,,,,A
959,2569,0,24658,677029,684634,,5 minute tow,,A
960,16570,0,24658,692657,709389,,,,A
961,12825,0,24658,759969,776872,,,,A
962,14155,0,24658,794427,810283,,,,A
963,14272,0,24658,826231,841969,,,,A
964,8258,1,23684,506279,523676,,,,A
965,7641,1,23684,468946,486330,,,,A
966,19677,0,23684,435315,452961,,,,A
967,14134,0,23684,400475,418027,,,,A
968,6787,0,23684,842105,859752,,,,A
969,13328,0,23684,946585,963456,,,,A
970,12553,0,23684,789380,806090,,,,A
971,19946,0,23684,894095,911495,,,,A
972,3825,0,23684,737635,754728,,,,A
973,18751,0,23684,700066,717050,,,,A
974,439,0,23684,205176,222577,,,,A
975,11110,0,23684,158017,179016,,,,A
976,6472,0,23684,56520,73858,,,,A
977,19904,0,23684,35382,51250,,,,A
978,7449,0,23684,980985,999565,,,,A
979,7574,0,23684,240024,259355,,,,A
980,15906,0,23684,298846,314510,,,,A
981,6485,1,23684,352330,370034,,,,A
982,4913,1,23684,406174,425046,,"Check CB MeterOut, corrected meter in from 486174 to 406174, assumed misrecorded in field AH 1/18/2012",,A
983,6919,1,23684,462105,480415,,,,A
984,8016,0,23922,150878,165053,,,,A
985,5025,0,23922,196294,210492,,,,A
986,15221,0,23922,291999,306543,,,,A
987,12273,0,23922,249891,257252,,5 minute tow,,A
988,15909,0,23922,260039,274444,,,,A
989,12267,0,23922,459999,474585,,,,A
990,9485,0,23922,404317,419922,,,,A
991,8513,0,23922,365725,380534,,,,A
992,18187,1,23924,789474,809481,,,,A
993,14108,1,23924,842055,856911,,,,A
994,3842,1,23924,21371,39301,,,,A
995,5235,0,23924,68192,86564,,,,A
996,5256,1,23924,969604,986797,,,,A
997,12017,1,23924,888596,903514,,,,A
998,6793,1,23924,932711,949716,,,,A
999,1415,0,23924,424100,440488,,,,A
1000,6467,0,23924,372590,389565,,,,A
1001,1727,0,23924,319644,335473,,,,A
1002,11271,0,23924,274329,291647,,,,A
1003,8220,1,23924,239140,256281,,Microcystis in CB,,A
1004,6133,0,23924,205602,220063,,,,A
1005,13336,0,23924,169571,186811,,,,A
1006,8122,0,23924,121593,136518,,,,A
1007,6752,1,23924,714059,731677,,,,A
1008,1433,1,23924,782533,799672,,,,A
1009,4800,1,23924,611564,628448,,,,A
1010,6520,1,23924,569884,586631,,,,A
1011,12108,0,23924,663084,678848,,,,A
1012,18190,1,23924,816984,834777,,,,A
1013,12204,1,23924,519286,536324,,,,A
1014,7577,0,23924,466791,483604,,,,A
1015,11200,0,23924,120449,135111,,,,A
1016,12015,0,23924,67448,86891,,,,A
1017,4861,0,23924,24209,39203,,,,A
1018,12163,0,23924,971513,990591,,,,A
1019,5361,0,23924,919996,937013,,,,A
1020,9541,1,23924,870329,888704,,,,A
1021,14211,0,23924,166359,181561,,,,A
1022,6923,0,23924,228479,244911,,CB taken on Tow 2,,A
1023,2577,0,23924,260980,277041,,,,A
1024,19634,0,23922,693704,710765,,,,A
1025,13027,0,23922,489695,504532,,,,A
1026,11890,0,23922,519563,534249,,,,A
1027,6551,0,23922,589812,603232,,,,A
1028,1213,0,23922,549703,556020,,5 minute tow,,A
1029,8438,0,23922,562493,576703,,,,A
1030,13529,0,23922,663422,673828,,,,A
1031,6757,0,23922,641503,652360,,,,A
1032,268,0,23922,616493,629922,,,,A
1033,7591,0,23924,297570,313901,,,,A
1034,5382,1,23924,347491,363892,,,,A
1035,12191,0,23924,524051,541233,,,,A
1036,1394,1,23924,478496,493103,,,,A
1037,7522,1,23924,414562,430881,,,,A
1038,14102,1,23924,445820,461713,,,,A
1039,12944,1,23922,19333,37461,,,,A
1040,3766,0,23922,968102,985553,,,,A
1041,6451,1,23922,915806,932819,,,,A
1042,5281,1,23922,728033,744516,,,,A
1043,12741,1,23922,770344,785836,,CB end corrected to 770344 from 777344 11/7/2012 AH,,A
1044,12606,1,23922,800205,814236,,,,A
1045,13124,1,23922,832893,850825,,,,A
1046,8294,1,23922,881706,898618,,,,A
1047,12072,1,23922,337612,355450,,,,A
1048,12838,1,23922,284192,301698,,,,A
1049,3838,0,23922,197398,213913,,,,A
1050,8492,1,23922,147152,164564,,,,A
1051,2517,1,23922,248902,266938,,,,A
1052,7638,1,23922,373252,391184,,,,A
1053,13302,1,23922,116193,132606,,,,A
1054,19949,1,23922,63365,80057,,,,A
1055,19514,0,23922,655233,670572,,,,A
1056,1152,0,23922,604723,621199,,,,A
1057,19681,0,23922,574772,590235,,,,A
1058,11268,0,23922,520403,537450,,,,A
1059,13508,0,23922,465415,482999,,,,A
1060,6422,0,23922,427855,443475,,,,A
1061,7604,0,23922,687684,702108,,,,A
1062,12094,0,23922,747773,764458,,,,A
1063,1857,0,23922,799453,815493,,,,A
1064,56,1,23922,903733,921565,,,,A
1065,1470,1,23922,0,17114,,CB Meter estimated from survey mean- 11/7/2012 AH,A,A
1066,14302,1,23922,176734,193513,,,,A
1067,12820,1,23922,125190,142009,,,,A
1068,13235,1,23922,91883,108979,,,,A
1069,11721,1,23922,6323,23384,,,,A
1070,5171,1,23922,41434,59072,,,,A
1071,7726,1,23922,508096,525161,,,,A
1072,7598,1,23922,456396,473455,,,,A
1073,19881,1,23922,400287,419425,,,,A
1074,13142,0,23922,365733,382735,,,,A
1075,7844,1,23922,330736,348502,,,,A
1076,16482,1,23922,295906,313729,,,,A
1077,9460,1,23922,262743,279343,,,,A
1078,6553,1,23922,228344,245032,,,,A
1079,7500,1,23922,746662,763728,,,,A
1080,16794,1,23922,797395,814589,,,,A
1081,19937,1,23922,661604,679195,,,,A
1082,13030,1,23922,697013,713552,,,,A
1083,7868,1,23922,593544,610345,,,,A
1084,8556,1,23922,559213,575931,,,,A
1085,8246,0,23922,77005,93565,,,,A
1086,7703,0,23922,27273,43983,,,,A
1087,6516,1,23922,986363,1002135,,,,A
1088,19529,1,23922,933483,951438,,,,A
1089,9507,0,23922,883485,900103,,CB end corrected to 900103 from 990103 11/7/2012 AH,,A
1090,7511,1,23922,832293,849425,,,,A
1091,7663,1,23924,681184,698865,,,,A
1092,19795,1,23924,716232,733285,,,,A
1093,18205,0,23924,803032,819824,,,,A
1094,1781,0,23924,750952,760297,,5 minute tow,,A
1095,5015,1,23924,762044,779843,,,,A
1096,1353,0,23924,924042,941714,,,,A
1097,13143,0,23924,874165,891604,,,,A
1098,11195,0,23924,0,17114,,"no end CB reading,CB Meter estimated from survey mean- 11/7/2012 AH",A,A
1099,11159,0,23922,126293,142966,,,,A
1100,14286,0,23922,156862,173552,,,,A
1101,1778,1,23922,207842,224999,,,,A
1102,13505,1,23922,258235,274932,,,,A
1103,8538,1,23922,308263,324793,,,,A
1104,19520,1,23922,363235,380515,,,,A
1105,5250,1,23922,380514,399564,,,,A
1106,11839,1,23922,417012,435624,,,,A
1107,1170,1,23922,596764,614236,,,,A
1108,6775,1,23922,632268,649376,,,,A
1109,6800,1,23922,560214,578543,,,,A
1110,8263,1,23922,453680,468216,,,,A
1111,11903,1,23922,504355,523355,,,,A
1112,12586,1,23922,952983,971095,,,,A
1113,8409,1,23922,918032,935444,,,,A
1114,18144,0,23922,866153,883403,,,,A
1115,16994,1,23922,829864,848427,,,,A
1116,11795,1,23924,961823,979612,,,,A
1117,16875,1,23924,998662,1017872,,,,A
1118,5109,0,23924,0,17555,,"no end CB reading, estimated using survey mean- 11/7/2012 AH",A,A
1119,8163,1,23924,36192,44696,,5 minute tow,,A
1120,5326,0,23924,52292,68322,,,,A
1121,12842,0,23924,167531,184456,,,,A
1122,1315,0,23924,132680,149070,,,,A
1123,14127,0,23924,114292,132447,,,,A
1124,1239,1,23922,794505,811895,,,,A
1125,12573,1,23922,758653,776022,,,,A
1126,19684,1,23922,722493,740626,,,,A
1127,15239,1,23922,685763,703860,,,,A
1128,19919,1,23922,205182,224524,,,,A
1129,4822,1,23922,261533,279945,,,,A
1130,442,1,23922,104383,122890,,,,A
1131,5246,1,23922,50795,68992,,,,A
1132,8060,1,23922,158526,175214,,,,A
1133,84,1,23922,997985,1015025,,,,A
1134,3754,1,23922,562110,578599,,,,A
1135,1258,1,23922,510273,527195,,,,A
1136,3841,1,23922,464498,480576,,,,A
1137,2592,1,23922,410057,427124,,,,A
1138,262,1,23922,359170,376883,,,,A
1139,8168,0,23922,304306,323096,,,,A
1140,14154,0,23922,605923,621783,,,,A
1141,16940,0,23922,654846,672033,,,,A
1142,19838,1,23922,706845,723663,,,,A
1143,15924,1,23922,760463,778249,,,,A
1144,8525,1,23924,205402,222250,,Microcystis in CB,,A
1145,6604,1,23924,239595,256533,,Microcystis in CB,,A
1146,12906,1,23924,319442,337572,,Microcystis in CB,,A
1147,11780,1,23924,264272,272430,,"Microcystis in CB, 5 min tow",,A
1148,19687,1,23924,282742,300744,,Microcystis in CB,,A
1149,7631,0,23924,356806,376765,,,,A
1150,12989,0,23924,437168,455323,,,,A
1151,13284,0,23924,476042,495808,,,,A
1152,13183,1,23922,813860,832362,,,,A
1153,8508,1,23922,868573,886734,,,,A
1154,5154,1,23922,90020,106975,,,,A
1155,1806,1,23922,55554,72852,,,,A
1156,14384,1,23922,5378,22576,,,,A
1157,18339,1,23922,972373,988980,,,,A
1158,5136,1,23922,904673,921492,,,,A
1159,19887,1,23922,939152,956053,,,,A
1160,1225,1,23922,350783,365712,,,,A
1161,8316,1,23922,302671,318584,,Microcystis in CB,,A
1162,5106,1,23922,253376,269874,,Microcystis in CB,,A
1163,12736,1,23922,218262,235983,,Microcystis in CB,,A
1164,14116,1,23922,185633,201953,,,,A
1165,12886,1,23922,151759,168712,,,,A
1166,12208,1,23922,117074,134680,,Microcystis in CB,,A
1167,8036,1,23922,645953,663852,,,,A
1168,7475,1,23922,699354,716520,,,,A
1169,19895,1,23922,544804,561993,,,,A
1170,12469,1,23922,496763,511292,,,,A
1171,6219,1,23922,595964,612694,,,,A
1172,12950,1,23922,751293,768597,,,,A
1173,1161,1,23922,446862,463520,,,,A
1174,16777,1,23922,395963,413713,,,,A
1175,2628,0,23922,43041,59727,,,,A
1176,8523,0,23922,7343,24006,,,,A
1177,5094,0,23922,957283,973744,,,,A
1178,18203,0,23922,905914,922744,,Microcystis in CB,,A
1179,6227,1,23922,853584,871036,,Microcystis in CB,,A
1180,3782,1,23922,803174,820266,,Microcystis in CB,,A
1181,924,0,23922,76863,93345,,,,A
1182,58,1,23922,126657,144462,,Microcystis in CB,,A
1183,5186,1,23922,179393,192521,,,,A
1184,14169,1,23924,518812,535692,,Microcystis in CB,,A
1185,8228,1,23924,553864,570654,,Microcystis in CB,,A
1186,6552,1,23924,648772,666591,,Microcystis in CB,,A
1187,1738,1,23924,596502,604280,,"Microcystis in CB, 5 min tow",,A
1188,16978,1,23924,614172,630602,,Microcystis in CB,,A
1189,19912,0,23924,790342,808513,,,,A
1190,18082,0,23924,727496,744536,,,,A
1191,5212,0,23924,683421,701332,,,,A
1192,18083,1,23922,222023,240000,,,,A
1193,6591,1,23922,255143,263958,,"sample comments-microcystis and detritus, double check for 5 min tow?",,A
1194,19493,1,23922,414605,430051,,,,A
1195,1055,1,23922,382993,398423,,,,A
1196,13180,1,23922,352088,367327,,,,A
1197,7457,1,23922,288313,303665,,,,A
1198,6430,1,23922,320565,336758,,,,A
1199,8121,1,23922,725323,741195,,,,A
1200,13353,1,23922,677534,692812,,,,A
1201,6504,1,23922,644854,661173,,,,A
1202,3819,1,23922,596973,612724,,,,A
1203,19792,1,23922,547523,563421,,,,A
1204,3877,1,23922,513925,530502,,,,A
1205,16874,1,23922,479844,497244,,,,A
1206,933,0,23922,447133,463165,,,,A
1207,16438,1,23922,934454,951004,,,,A
1208,19552,1,23922,981630,996025,,,,A
1209,8196,1,23922,902333,918815,,,,A
1210,7872,1,23922,853184,870268,,Microcystis in CB,,A
1211,11291,1,23922,25474,38743,,,,A
1212,5003,1,23922,54322,68165,,,,A
1213,6458,1,23922,806273,821752,,Microcystis in CB,,A
1214,12702,1,23922,758924,774335,,,,A
1215,3870,1,23922,265053,278501,,Microcystis in CB,,A
1216,18327,0,23922,222734,236184,,,,A
1217,7889,0,23922,180333,194153,,,,A
1218,14279,1,23922,134535,149614,,Microcystis in CB,,A
1219,12122,1,23922,121588,134539,,Microcystis in CB,,A
1220,4932,1,23922,80815,94465,,Microcystis in CB,,A
1221,12246,0,23922,307853,321642,,,,A
1222,11304,0,23922,350840,365917,,,,A
1223,8125,1,23922,395654,410608,,Microcystis in CB,,A
1224,3844,,23924,522707,540571,17864,,,
1225,18268,,24651,78344,92924,14580,,,
1226,12848,,24651,51917,64794,12877,,,
1227,18235,,24651,117856,130963,13107,,,
1228,17006,,24651,198442,211350,12908,,,
1229,2544,,24651,157845,169542,11697,,,
1230,16771,,24651,12797,23830,11033,,,
1231,18134,,24651,976134,981156,5022,,,
1232,19603,,23924,571258,588236,16978,,,
1233,4977,,23924,761428,773858,12430,,,
1234,8558,,23924,715561,726467,10906,,,
1235,8183,,23924,689695,697412,7717,,,
1236,8300,,23924,661789,676454,14665,,,
1237,19662,,23924,619070,633586,14516,,,
1238,7884,,23924,844210,850771,6561,5 min tow,,
1239,13357,,24651,296210,307204,10994,,,
1240,16868,,24651,263057,275471,12414,,,
1241,7962,,23924,898900,912878,13978,,,
1242,14356,,23924,912881,926778,13897,,,
1243,12942,,24651,379664,382871,3207,,,
1244,12867,,23924,857337,871027,13690,,,
1245,378,,24651,395463,406361,10898,,,
1246,18763,,23924,884869,898898,14029,,,
1247,12527,,23924,816520,830305,13785,,,
1248,6925,,23924,789735,802958,13223,,,
1249,6498,,24651,331130,341555,10425,,,
1250,19507,,24651,237200,249323,12123,,,
1251,9552,,23924,940470,954257,13787,,,
1252,6217,,24651,500175,511631,11456,,,
1253,12176,,24651,463255,475680,12425,,,
1254,1745,,24651,535844,547583,11739,,,
1255,14236,,23924,13780,26567,12787,,,
1256,13018,,24651,429917,441721,11804,,,
1257,8185,,23924,143402,153069,9667,,,
1258,13494,,23924,123336,129440,6104,,,
1259,16799,,23924,172296,181805,9509,,,
1260,19939,,23924,90490,102402,11912,,,
1261,2027,,23924,51257,63891,12634,,,
1262,14289,,23924,967860,984121,16261,,,
1263,13167,,24651,571299,584203,12904,,,
1264,1171,,24651,127869,140667,12798,,,
