SampleRowID,SampleDate,StationCode,UserName,Survey,TemperatureTop,TemperatureBottom,Secchi,ConductivityTop,ConductivityBottom,TideCode,DepthBottom,CableOut,SampleComments,TowDirection,WindDirection,Microcystis,TurbidityTop,Weather,Waves,StartLatDegrees,StartLatMinutes,StartLatSeconds,StartLongDegrees,StartLongMinutes,StartLongSeconds,EndLatDegrees,EndLatMinutes,EndLatSeconds,EndLongDegrees,EndLongMinutes,EndLongSeconds,NetErrors,FlowmeterErrors,TowErrors,DataErrors,SampleErrors,OtherErrors,FieldsheetCorrected
2164,1975-06-30,902,Admin,1,,,28,139,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2165,1975-06-30,910,Admin,1,,,36,227,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2166,1975-06-30,912,Admin,1,,,51,424,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2167,1975-06-30,914,Admin,1,,,33,177,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2168,1975-06-30,915,Admin,1,,,31,157,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2169,1975-06-30,918,Admin,1,,,31,167,,4,21,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2170,1975-07-01,711,Admin,1,,,74,125,,2,12,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2171,1975-07-01,812,Admin,1,,,33,129,,4,19,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2172,1975-07-01,815,Admin,1,,,33,129,,4,19,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2173,1975-07-01,906,Admin,1,,,31,139,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2174,1975-07-01,919,Admin,1,,,41,125,,2,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2175,1975-07-02,501,Admin,1,,,36,2424,,2,37,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2176,1975-07-02,504,Admin,1,,,28,606,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2177,1975-07-02,508,Admin,1,,,31,354,,2,45,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2178,1975-07-02,513,Admin,1,,,33,157,,4,45,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2179,1975-07-02,519,Admin,1,,,15,606,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2180,1975-07-02,704,Admin,1,,,36,149,,4,33,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2181,1975-07-02,706,Admin,1,,,36,133,,4,31,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2182,1975-07-02,707,Admin,1,,,33,141,,3,34,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2183,1975-07-03,405,Admin,1,,,69,9090,,2,15,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2184,1975-07-03,418,Admin,1,,,53,7070,,1,34,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2185,1975-07-03,520,Admin,1,,,,187,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2186,1975-07-03,602,Admin,1,,,28,3030,,4,6,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2187,1975-07-03,606,Admin,1,,,20,545,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2188,1975-07-03,609,Admin,1,,,15,606,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2189,1975-07-03,610,Admin,1,,,15,293,,2,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2190,1975-07-04,323,Admin,1,,,41,20200,,2,15,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2191,1975-07-04,411,Admin,1,,,53,4242,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2192,1975-07-04,801,Admin,1,,,36,157,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2193,1975-07-04,804,Admin,1,,,33,157,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2194,1975-07-14,809,Admin,2,,,33,136,,4,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2195,1975-07-14,902,Admin,2,,,31,124,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2196,1975-07-14,910,Admin,2,,,41,270,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2197,1975-07-14,912,Admin,2,,,58,470,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2198,1975-07-14,914,Admin,2,,,36,175,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2199,1975-07-14,915,Admin,2,,,36,138,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2200,1975-07-14,918,Admin,2,,,36,146,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2201,1975-07-15,704,Admin,2,,,33,140,,2,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2202,1975-07-15,706,Admin,2,,,31,123,,2,34,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2203,1975-07-15,707,Admin,2,,,33,123,,2,30,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2204,1975-07-15,812,Admin,2,,,36,122,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2205,1975-07-15,815,Admin,2,,,38,118,,4,18,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2206,1975-07-15,906,Admin,2,,,43,146,,2,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2207,1975-07-15,919,Admin,2,,,41,123,,2,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2208,1975-07-16,501,Admin,2,,,33,5000,,1,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2209,1975-07-16,504,Admin,2,,,36,3200,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2210,1975-07-16,508,Admin,2,,,31,840,,2,,200,"depth not possible (listed as 250ft), not entered.  Equipment malfunction?",,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2211,1975-07-16,513,Admin,2,,,31,300,,4,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2212,1975-07-16,519,Admin,2,,,20,1700,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2213,1975-07-16,801,Admin,2,,,33,300,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2214,1975-07-16,804,Admin,2,,,33,195,,2,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2215,1975-07-17,405,Admin,2,,,89,11500,,2,15,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2216,1975-07-17,602,Admin,2,,,23,4000,,4,8,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2217,1975-07-17,606,Admin,2,,,25,2500,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2218,1975-07-17,609,Admin,2,,,14,1000,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2219,1975-07-17,610,Admin,2,,,15,620,,2,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2220,1975-07-18,323,Admin,2,,,51,16500,,3,15,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2221,1975-07-18,411,Admin,2,,,28,4300,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2222,1975-07-18,418,Admin,2,,,55,8400,,1,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2223,1975-07-18,520,Admin,2,,,28,520,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2224,1975-07-28,809,Admin,3,23.11111069,,36,149,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2225,1975-07-28,902,Admin,3,23.99999809,,31,133,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2226,1975-07-28,910,Admin,3,26.38888931,,48,313,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2227,1975-07-28,912,Admin,3,27.27777672,,61,505,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2228,1975-07-28,914,Admin,3,25.38888741,,41,202,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2229,1975-07-28,915,Admin,3,25.83333206,,36,139,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2230,1975-07-28,918,Admin,3,25.72222519,,41,147,,4,21,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2231,1975-07-29,704,Admin,3,23.11111069,,38,127,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2232,1975-07-29,706,Admin,3,23.05555534,,38,121,,2,33,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2233,1975-07-29,707,Admin,3,22.55555344,,41,121,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2234,1975-07-29,711,Admin,3,22.72222328,,89,119,,2,14,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2235,1975-07-29,812,Admin,3,23.61111069,,46,129,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2236,1975-07-29,815,Admin,3,23.83333397,,56,119,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2237,1975-07-29,906,Admin,3,24.72222328,,38,139,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2238,1975-07-29,919,Admin,3,23.72221947,,41,119,,2,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2239,1975-07-30,501,Admin,3,20.83333206,,33,3030,,2,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2240,1975-07-30,504,Admin,3,22.44444656,,31,970,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2241,1975-07-30,508,Admin,3,23.44444275,,33,424,,2,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2242,1975-07-30,513,Admin,3,22.44444656,,31,293,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2243,1975-07-30,519,Admin,3,21.33333397,,18,1252,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2244,1975-07-30,801,Admin,3,23.44444275,,31,273,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2245,1975-07-30,804,Admin,3,23.61111069,,,182,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2246,1975-07-31,405,Admin,3,21.22221947,,51,9090,,2,17,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2247,1975-07-31,418,Admin,3,21.72222137,,55,5050,,2,34,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2248,1975-07-31,602,Admin,3,21.83333397,,15,2374,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2249,1975-07-31,606,Admin,3,22.55555344,,25,2929,,4,26,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2250,1975-07-31,609,Admin,3,,,20,1717,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2251,1975-07-31,610,Admin,3,22.16666794,,15,525,,3,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2252,1975-08-01,323,Admin,3,19.66666794,,74,15150,,3,15,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2253,1975-08-01,411,Admin,3,21.33333397,,41,5555,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2254,1975-08-01,520,Admin,3,23.44444275,,31,404,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2255,1975-08-11,809,Admin,4,23.11111069,,36,303,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2256,1975-08-11,902,Admin,4,23.05555534,,36,147,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2257,1975-08-11,910,Admin,4,26.22221947,,38,247,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2258,1975-08-11,912,Admin,4,26.72222137,,41,444,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2259,1975-08-11,914,Admin,4,24.94444656,,38,156,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2260,1975-08-11,915,Admin,4,24.49999809,,38,137,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2261,1975-08-11,918,Admin,4,24.83333206,,36,139,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2262,1975-08-12,704,Admin,4,21.55555725,,36,169,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2263,1975-08-12,706,Admin,4,21.66666794,,38,135,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2264,1975-08-12,707,Admin,4,21.55555725,,38,133,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2265,1975-08-12,812,Admin,4,22.44444656,,38,189,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2266,1975-08-12,815,Admin,4,22.44444656,,41,129,,4,15,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2267,1975-08-12,906,Admin,4,23.11111069,,38,127,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2268,1975-08-12,919,Admin,4,22.16666794,,43,121,,2,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2269,1975-08-13,501,Admin,4,19.33333588,,28,8686,,2,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2270,1975-08-13,504,Admin,4,20.72222519,,28,5454,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2271,1975-08-13,513,Admin,4,21.22221947,,18,1717,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2272,1975-08-13,519,Admin,4,20.83333206,,18,4949,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2273,1975-08-13,801,Admin,4,22.16666794,,28,767,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2274,1975-08-13,804,Admin,4,22.05555344,,36,470,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2275,1975-08-14,405,Admin,4,19.66666794,,43,14544,,2,12,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2276,1975-08-14,418,Admin,4,19.5,,30,11312,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2277,1975-08-14,602,Admin,4,19.16666603,,18,7575,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2278,1975-08-14,606,Admin,4,20.55555534,,25,5555,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2279,1975-08-14,609,Admin,4,,,19,2676,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2280,1975-08-14,610,Admin,4,20.55555534,,18,2222,,4,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2281,1975-08-15,411,Admin,4,19.55555344,,25,6464,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2282,1975-08-15,508,Admin,4,20.33333206,,25,1666,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2283,1975-08-15,520,Admin,4,20.83333206,,28,1343,,4,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2284,1976-07-02,809,Admin,1,22.05555344,,36,1310,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2285,1976-07-02,902,Admin,1,21.05555534,,48,600,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2286,1976-07-02,910,Admin,1,23.99999809,,41,345,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2287,1976-07-02,912,Admin,1,25,,43,610,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2288,1976-07-02,914,Admin,1,23.55555534,,56,315,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2289,1976-07-02,915,Admin,1,23.05555534,,51,500,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2290,1976-07-02,918,Admin,1,23.05555534,,51,490,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2291,1976-07-03,704,Admin,1,21.05555534,,25,1460,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2292,1976-07-03,706,Admin,1,21.05555534,,33,800,,2,27,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2293,1976-07-03,707,Admin,1,21.05555534,,43,700,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2294,1976-07-03,711,Admin,1,21.05555534,,56,260,,2,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2295,1976-07-03,812,Admin,1,21.55555725,,48,700,,4,12,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2296,1976-07-03,815,Admin,1,21.55555725,,56,240,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2297,1976-07-03,906,Admin,1,22.05555344,,51,270,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2298,1976-07-03,919,Admin,1,22.05555344,,,160,,2,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2299,1976-07-04,501,Admin,1,20.55555534,,46,19000,,4,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2300,1976-07-04,504,Admin,1,22.05555344,,58,17500,,2,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2301,1976-07-04,513,Admin,1,21.05555534,,31,7500,,4,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2302,1976-07-04,801,Admin,1,22.05555344,,36,3610,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2303,1976-07-04,804,Admin,1,22.05555344,,,2670,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2304,1976-07-05,405,Admin,1,23.55555534,,74,27200,,2,12,125,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2305,1976-07-05,418,Admin,1,23.05555534,,79,23000,,2,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2306,1976-07-05,602,Admin,1,23.99999809,,33,16300,,4,7,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2307,1976-07-05,606,Admin,1,23.05555534,,38,17000,,4,20,150,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2308,1976-07-05,609,Admin,1,,,26,14300,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2309,1976-07-05,610,Admin,1,22.05555344,,28,11000,,2,10,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2310,1976-07-06,411,Admin,1,23.99999809,,51,17800,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2311,1976-07-06,508,Admin,1,23.05555534,,36,8000,,4,40,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2312,1976-07-06,519,Admin,1,23.05555534,,23,9500,,4,8,100,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2313,1976-07-06,520,Admin,1,23.99999809,,38,6700,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2314,1976-07-16,809,Admin,2,22.05555344,,41,1400,,4,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2315,1976-07-16,902,Admin,2,22.55555344,,46,670,,4,25,175,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2316,1976-07-16,910,Admin,2,25,,41,320,,2,35,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2317,1976-07-16,912,Admin,2,26.00000191,,46,600,,2,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2318,1976-07-16,914,Admin,2,25,,56,360,,1,30,200,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
