SurveySeason,StationCode,Station_Longitude,Station_Latitude,Region,SubRegion,category,CatchData,EnvData
EDSM_Kodiak,20-07-SPE05,-122.30283,38.06183,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-49-SPE01,-122.3019,38.03169,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-25-SPE02,-122.30188,38.0572,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-27-SPE03,-122.30184,38.02761,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-15-SPE01,-122.30173,38.05787,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-49-LNR01,-122.30162,38.18005,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-50-SPE01,-122.30114,38.04672,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-19-SPE02,-122.30099,38.0287,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-25-SPE02,-122.30061,38.0425,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-07-SPE03,-122.29986,38.03584,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,19-20-SPE01,-122.29976,38.049,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-09-SPE02,-122.2996,38.04594,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-34-SPE02,-122.29951,38.06326,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,19-31-LNR01,-122.2995,38.18018,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-21-SPE01,-122.29901,38.05088,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-49-SPE02,-122.29858,38.06269,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-04-SPE04,-122.29841,38.02647,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-04-LNR01,-122.29819,38.18027,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,SPE108,-122.2980603,38.0350714,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,SPE106,-122.2979202,38.05610488,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-16-SPE01,-122.29729,38.02463,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-21-SPE01,-122.29704,38.05691,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-05-SPE01,-122.29673,38.02488,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-19-SPE02,-122.29658,38.04431,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-50-SPE03,-122.29645,38.04063,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,19-24-SPE02,-122.29643,38.0604,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-03-SPE03,-122.29628,38.02566,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-09-SPE05,-122.29604,38.05435,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-50-LNR01,-122.29589,38.16119,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-34-SPE03,-122.29573,38.05948,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-33-LNR01,-122.29567,38.15933,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-07-SPE02,-122.29546,38.05201,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-10-LNR01,-122.29485,38.17686,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-23-SPE02,-122.29443,38.05104,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-15-LNR01,-122.29435,38.16143,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-20-SPE03,-122.29432,38.03828,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-35-LNR01,-122.29393,38.15236,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-26-LNR01,-122.29391,38.16899,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-34-SPE01,-122.29385,38.02533,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-17-LNR01,-122.29384,38.15308,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-06-SPE01,-122.2936,38.03941,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-14-LNR01,-122.29356,38.16505,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-34-SPE01,-122.29326,38.0254,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,LNR103,-122.2931058,38.1508318,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-02-SPE06,-122.29306,38.0607,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-31-SPE03,-122.29265,38.0429,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-04-SPE02,-122.29263,38.04275,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,19-27-SPE01,-122.29212,38.03897,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-25-LNR01,-122.29211,38.15365,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-34-SPE02,-122.292,38.03678,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,17-52-SPE01,-122.29197,38.0526,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-05-SPE02,-122.29197,38.03044,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-04-SPE01,-122.29167,38.03403,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-12-LNR01,-122.29156,38.1697,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-21-SPE02,-122.29134,38.04929,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-26-LNR01,-122.29091,38.15024,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,SPE104,-122.2906781,38.04112968,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-14-SPE02,-122.29059,38.03956,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-32-SPE01,-122.29039,38.04741,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-19-SPE01,-122.29008,38.05951,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-06-SPE04,-122.28984,38.06107,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-25-SPE01,-122.28934,38.0336,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-20-SPE01,-122.28806,38.03913,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-06-SPE02,-122.288,38.05546,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-20-SPE01,-122.28718,38.06193,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-29-SPE01,-122.28693,38.05856,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-53-SPE03,-122.28691,38.05328,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-09-SPE01,-122.2868,38.05432,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-12-SPE02,-122.28679,38.04536,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-52-LNR01,-122.28676,38.14612,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,LNR52,-122.28673,38.14626,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-33-SPE01,-122.28651,38.04347,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-01-SPE05,-122.28644,38.04542,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-13-SPE01,-122.28599,38.04988,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-28-SPE02,-122.28575,38.03822,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-15-SPE01,-122.28558,38.06031,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-22-SPE02,-122.28547,38.05704,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-12-SPE01,-122.28542,38.0371,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-05-SPE02,-122.28533,38.05332,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-13-LNR01,-122.2848,38.14419,Far West,Lower Napa River,very deep,TRUE,TRUE
EDSM_Kodiak,18-08-LNR02,-122.28351,38.13025,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-10-SPE01,-122.28311,38.06261,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,LNR51,-122.283,38.13202,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-16-SPE03,-122.28273,38.06471,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-30-SPE02,-122.28263,38.0623,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,19-32-LNR01,-122.28248,38.14296,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,17-52-LNR01,-122.2817,38.13706,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-28-LNR01,-122.28134,38.11579,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,20-19-LNR01,-122.28122,38.12291,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-19-LNR01,-122.2812,38.11638,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-21-LNR01,-122.2812,38.12049,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,17-50-SPE03,-122.28109,38.04941,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-29-LNR01,-122.2808,38.12676,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-13-LNR02,-122.28065,38.1221,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-15-LNR02,-122.28064,38.13888,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-05-SPE01,-122.28038,38.03873,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-08-LNR01,-122.28038,38.12791,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-22-LNR01,-122.2803,38.12723,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-30-LNR01,-122.28023,38.12646,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-26-LNR02,-122.28,38.12816,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-30-LNR01,-122.27995,38.12172,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-24-SPE01,-122.27961,38.03819,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-12-LNR02,-122.27929,38.11704,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,LNR102,-122.2789248,38.13488522,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-35-SPE02,-122.27872,38.05328,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-27-SPE01,-122.27723,38.06423,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-17-SPE01,-122.27672,38.06107,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-08-SPE02,-122.27671,38.03992,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,SPE110,-122.2764579,38.06008374,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-35-SPE01,-122.27631,38.04064,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-09-SPE02,-122.27628,38.05326,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-01-SPE02,-122.27621,38.04516,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,19-33-SPE01,-122.2762,38.06112,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-31-SPE02,-122.27608,38.05752,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-27-SPE03,-122.27606,38.06092,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,17-49-SPE01,-122.27591,38.04618,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,LNR101,-122.274879,38.11147145,Far West,Lower Napa River,very deep,TRUE,TRUE
EDSM_Kodiak,19-30-SPE03,-122.27439,38.0558,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,20-28-SPE01,-122.27432,38.0484,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-01-LNR01,-122.27377,38.11023,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-15-LNR01,-122.2721,38.10911,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,19-34-SPE03,-122.27205,38.04398,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-04-SPE01,-122.27145,38.0515,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-35-LNR01,-122.27138,38.10536,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-21-LNR01,-122.271,38.10516,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-31-SPE01,-122.27084,38.04321,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,18-03-SPE02,-122.27062,38.05973,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-04-LNR02,-122.2704,38.10736,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-07-SPE04,-122.26951,38.05127,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-32-LNR01,-122.26937,38.10573,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,20-02-SPE02,-122.26914,38.0633,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-07-SPE03,-122.26903,38.06653,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-11-LNR01,-122.26872,38.1056,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,18-22-SPE01,-122.2672,38.05936,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-01-SPE04,-122.26717,38.06253,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-02-SPE02,-122.26697,38.06319,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-32-SPE02,-122.26687,38.04757,Far West,East San Pablo Bay,intermediate,TRUE,TRUE
EDSM_Kodiak,20-03-SPE03,-122.26535,38.06717,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,SPE105,-122.2651736,38.05944364,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,SPE109,-122.2648418,38.0506139,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,20-30-SPE01,-122.26483,38.05937,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-04-SPE03,-122.26477,38.04977,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,SPE101,-122.2645854,38.06351029,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,18-33-SPE01,-122.26412,38.05251,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,18-30-LNR01,-122.26364,38.09855,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,17-50-SPE01,-122.2631,38.06329,Far West,East San Pablo Bay,very deep,TRUE,TRUE
EDSM_Kodiak,19-53-SPE01,-122.26046,38.05503,Far West,East San Pablo Bay,deep,TRUE,TRUE
EDSM_Kodiak,CQS60,-122.25901,38.05717,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,20-03-CQS02,-122.25862,38.05403,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,19-26-CQS01,-122.25813,38.05871,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-21-CQS02,-122.25764,38.06638,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-49-CQS01,-122.25659,38.05783,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,17-52-CQS02,-122.25629,38.0576,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,CQS51,-122.25599,38.06496,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-27-CQS02,-122.25527,38.06704,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-51-CQS02,-122.25493,38.06023,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-14-LNR02,-122.25419,38.08876,Far West,Lower Napa River,deep,TRUE,TRUE
EDSM_Kodiak,18-03-LNR01,-122.25368,38.08637,Far West,Lower Napa River,very deep,TRUE,TRUE
EDSM_Kodiak,18-23-CQS01,-122.25336,38.06226,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-13-LNR01,-122.2532,38.08676,Far West,Lower Napa River,very deep,TRUE,TRUE
EDSM_Kodiak,20-13-CQS01,-122.25169,38.06453,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-28-LNR01,-122.25137,38.08459,Far West,Lower Napa River,very deep,TRUE,TRUE
EDSM_Kodiak,19-25-CQS01,-122.2504,38.05929,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-23-LNR01,-122.2499,38.08633,Far West,Lower Napa River,intermediate,TRUE,TRUE
EDSM_Kodiak,19-50-CQS01,-122.24939,38.06708,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-32-CQS01,-122.24934,38.06709,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-33-CQS02,-122.24907,38.06465,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-52-CQS01,-122.24833,38.0668,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS56,-122.24553,38.06282,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-35-CQS01,-122.24467,38.06073,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-23-CQS01,-122.24439,38.06097,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS57,-122.2437,38.06776,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-35-CQS02,-122.2432,38.07493,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,19-29-CQS02,-122.24266,38.06223,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-12-CQS01,-122.24205,38.05978,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,17-52-CQS03,-122.24124,38.06101,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-07-CQS02,-122.23934,38.05859,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,17-51-CQS01,-122.23915,38.06753,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,20-22-CQS02,-122.23865,38.06303,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-24-CQS02,-122.23858,38.06892,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,CQS103,-122.2374232,38.06287392,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-26-CQS02,-122.23426,38.06483,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS61,-122.23368,38.06256,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-04-CQS01,-122.23317,38.06104,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,17-52-CQS01,-122.2317,38.06365,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-20-CQS02,-122.23119,38.06594,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-12-CQS02,-122.23004,38.06514,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,17-49-CQS01,-122.22954,38.05811,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,18-05-CQS02,-122.22953,38.0576,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,20-09-CQS02,-122.22927,38.05972,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-02-CQS01,-122.22846,38.06237,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-06-CQS02,-122.22609,38.0598,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS101,-122.2199635,38.06317478,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-32-CQS01,-122.21935,38.06081,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-19-CQS03,-122.21867,38.06507,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-30-CQS01,-122.21633,38.05889,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-22-CQS02,-122.21619,38.06082,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-21-CQS01,-122.21413,38.06578,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,20-18-CQS01,-122.21235,38.06068,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-28-CQS02,-122.20927,38.06368,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-27-CQS01,-122.20639,38.06193,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-23-CQS02,-122.20067,38.05677,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS54,-122.19959,38.05939,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-29-CQS01,-122.1979,38.05835,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-18-CQS01,-122.19443,38.05748,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-03-CQS02,-122.19372,38.05681,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-07-CQS01,-122.19094,38.06101,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,20-08-CQS01,-122.18939,38.05941,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-31-CQS01,-122.18913,38.05699,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-05-CQS01,-122.18821,38.05392,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-18-CQS02,-122.18783,38.05408,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-26-CQS01,-122.18703,38.05826,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-33-CQS01,-122.18627,38.05428,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-26-CQS02,-122.18521,38.05958,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,17-49-CQS04,-122.18519,38.05326,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-29-CQS01,-122.18322,38.05128,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-24-CQS01,-122.18189,38.05738,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-22-CQS03,-122.18186,38.05318,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-27-CQS01,-122.18027,38.05033,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-33-CQS01,-122.17893,38.05359,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS58,-122.17852,38.04736,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-05-CQS03,-122.1773,38.04637,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-06-CQS01,-122.17659,38.05173,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-34-CQS01,-122.17441,38.0536,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,CQS52,-122.17361,38.04703,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-28-CQS01,-122.17329,38.05172,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,17-51-CQS02,-122.17317,38.0472,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,19-53-CQS02,-122.17291,38.03611,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,19-22-CQS01,-122.17233,38.05017,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,20-10-CQS01,-122.17191,38.0504,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,19-24-CQS03,-122.17119,38.04408,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-05-CQS01,-122.17061,38.03609,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS104,-122.1704876,38.04397763,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-23-CQS01,-122.16977,38.03951,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,18-03-CQS01,-122.16855,38.04429,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-15-CQS01,-122.16853,38.04588,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,20-32-CQS01,-122.16849,38.03191,Far West,Carquinez Strait,deep,TRUE,TRUE
EDSM_Kodiak,20-22-CQS01,-122.16833,38.0417,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,20-24-CQS01,-122.16819,38.04523,Far West,Carquinez Strait,intermediate,TRUE,TRUE
EDSM_Kodiak,18-06-CQS01,-122.16679,38.04197,Far West,Carquinez Strait,very deep,TRUE,TRUE
EDSM_Kodiak,CQS55,-122.16586,38.03006,Far West,Carquinez Strait,deep,TRUE,TRUE
