GearID,TowID,GearCode,MeterSerial,MeterStart,MeterEnd,MeterCheck,Comments
7537,16346,2,23749,995919,19503,23584,
7538,16455,2,23813,501351,525513,24162,
7539,16560,2,23813,103686,126769,23083,
7540,16654,2,24584,403374,426348,22974,
7541,16802,2,24596,198816,221403,22587,
7542,16929,2,24596,731160,753855,22695,
7543,17067,2,24596,226879,249277,22398,
7544,17217,2,24596,251889,273157,21268,
7545,17379,2,24584,229999,253958,23959,
7546,17514,2,24584,795175,819505,24330,
7547,17658,2,24584,358999,383418,24419,
7548,17798,2,24584,996699,21414,24715,
7549,17937,2,24648,399513,422532,23019,
7550,18082,2,24653,916995,939069,22074,
7551,18222,2,24653,574979,587490,12511,
7552,18363,2,24653,41127,64610,23483,
7553,18504,2,24653,627446,651317,23871,
7554,18629,2,24653,239039,263252,24213,
7555,18787,2,24653,77953,100430,22477,
7556,18929,2,24653,695290,719198,23908,
7557,19070,2,24653,277763,300661,22898,
7558,19207,2,23811,483556,505469,21913,
7559,19350,2,23811,17295,38822,21527,
7560,19485,2,23811,577895,599716,21821,
7561,19627,2,23811,465348,487633,22285,
7562,19767,2,23811,770138,777954,7816,
7563,19905,2,23811,973850,995980,22130,
7564,20046,2,23811,562079,584157,22078,
7565,20187,2,23811,492755,514850,22095,
7566,20331,2,24579,920917,946013,25096,
7567,20462,2,24565,281240,302361,21121,
7568,20589,2,24565,352230,374927,22697,
7569,20728,2,24565,835874,857732,21858,
7570,20869,2,24565,677767,701587,23820,
7571,21010,2,24565,146621,168039,21418,
7572,21146,2,24565,35233,56881,21648,
7573,21293,2,24565,433041,455096,22055,
7574,21429,2,24565,287044,308320,21276,
7575,21574,2,24565,880163,890997,10834,
7576,21720,2,23813,555749,581478,25729,
7577,21809,2,23813,0,22826,22826,
7578,21983,2,24579,327161,335081,7920,
7579,22065,2,24579,162843,185994,23151,
7580,22204,2,24579,733177,757378,24201,
7581,22345,2,24579,278230,303375,25145,
7582,22487,2,24579,977806,1860,24054,
7583,22625,2,24567,0,22826,22826,
7584,22770,2,24579,191042,215672,24630,
7585,22892,2,23814,318561,343640,25079,
7586,23030,2,23814,987963,12853,24890,
7587,23175,2,23814,439330,464505,25175,
7588,23310,2,23814,838185,861095,22910,
7589,23449,2,23814,179746,204849,25103,
7590,23588,2,23814,537261,562214,24953,
7591,23736,2,23814,116112,140783,24671,
7592,23874,2,23813,322935,348420,25485,
7593,24015,2,23813,787294,811895,24601,
7594,21,2,10369,148837,173989,25152,
7595,231,2,10369,730860,757327,26467,
7596,328,2,10369,286046,308958,22912,
7597,422,2,10369,330894,359186,28292,
7598,532,2,10369,778954,801933,22979,
7599,647,2,10369,258423,283345,24922,
7600,759,2,11732,105428,128458,23030,
7601,877,2,13287,308553,331476,22923,
7602,1004,2,13287,84664,106452,21788,
7603,1132,2,13287,816494,837045,20551,
7604,1260,2,13287,545524,568295,22771,
7605,1376,2,13287,157476,178089,20613,
7606,1489,2,13287,310725,332635,21910,
7607,1601,2,13287,797133,820827,23694,
7608,1710,2,13287,399876,422868,22992,
7609,1830,2,13327,960786,982058,21272,
7610,1895,2,13327,97811,114453,16642,
7611,2015,2,13327,488266,511768,23502,
7612,2122,2,13327,633082,650722,17640,
7613,2232,2,13327,88692,106672,17980,
7614,2316,2,13327,35839,56406,20567,
7615,2429,2,13327,727633,747064,19431,
7616,2552,2,13327,306464,327654,21190,
7617,2676,2,13327,911166,931135,19969,
7618,2792,2,14958,60097,79901,19804,
7619,2881,2,14958,963374,986478,23104,
7620,2950,2,14958,462195,479834,17639,
7621,3057,2,14958,662220,687445,25225,
7622,3174,2,14958,964442,984442,20000,
7623,3291,2,14958,268306,287820,19514,
7624,3399,2,14958,356798,378424,21626,
7625,3507,2,14958,782204,804076,21872,
7626,3625,2,13327,784832,808642,23810,
7627,3739,2,14977,217727,238002,20275,
7628,3865,2,14977,779641,798524,18883,
7629,3964,2,6150,933831,954984,21153,
7630,4110,2,6150,0,20685,20685,
7631,4183,2,6150,337854,361706,23852,
7632,4317,2,6150,254168,273742,19574,
7633,4423,2,6150,909639,931772,22133,
7634,4456,2,6150,263273,283387,20114,
7635,4570,2,6150,627882,647450,19568,
7636,4691,2,14982,17211,42839,25628,
7637,4813,2,14982,838236,860789,22553,
7638,4927,2,14982,552041,575012,22971,
7639,5052,2,14982,179633,200226,20593,
7640,5164,2,14982,684420,707375,22955,
7641,5205,2,14982,623514,646262,22748,
7642,5330,2,14982,50723,72942,22219,
7643,5392,2,14982,781748,802441,20693,
7644,5509,2,14982,242735,266308,23573,
7645,5578,2,14979,536337,559814,23477,
7646,5700,2,14979,286953,311100,24147,
7647,5817,2,14979,727962,750976,23014,
7648,5941,2,12945,838173,858476,20303,
7649,6074,2,12945,647622,668262,20640,
7650,6203,2,12945,430909,453578,22669,
7651,6327,2,12945,91892,114612,22720,
7652,6444,2,12945,705393,728165,22772,
7653,6567,2,12945,276316,298354,22038,
7654,6696,2,12945,107483,129232,21749,
7655,6808,2,12945,699290,720675,21385,
7656,6928,2,13291,128818,145928,17110,
7657,6951,2,9794,892530,916847,24317,
7658,7076,2,9794,573558,595859,22301,
7659,7197,2,9794,255818,277668,21850,
7660,7325,2,9794,39525,59987,20462,
7661,7444,2,9794,615050,638060,23010,
7662,7569,2,9794,239590,261678,22088,
7663,7690,2,9794,834500,857750,23250,
7664,7783,2,12204,722156,744608,22452,
7665,7899,2,12441,236932,261618,24686,
7666,8023,2,12441,68079,91258,23179,
7667,8139,2,12441,841781,861384,19603,
7668,8264,2,12441,547536,570997,23461,
7669,8387,2,12441,364067,386458,22391,
7670,8510,2,14982,739079,762424,23345,
7671,8631,2,14982,491040,513303,22263,
7672,8753,2,14982,233984,257280,23296,
7673,8854,2,12994,290057,313101,23044,
7674,8952,2,12994,550275,573139,22864,
7675,9075,2,12994,420774,441181,20407,
7676,9195,2,12994,191574,214113,22539,
7677,9315,2,12994,59630,82714,23084,
7678,9431,2,12994,,,,
7679,9534,2,16976,409984,432813,22829,
7680,9657,2,16976,60817,69694,21835,
7681,9772,2,14979,975437,998858,23421,
7682,9895,2,14979,864447,887738,23291,
7683,10017,2,14979,805013,829570,24557,
7684,10142,2,14979,877319,896315,18996,
7685,10258,2,12994,184335,210190,25855,
7686,10390,2,12994,67186,79761,12575,
7687,10508,2,14958,811323,835927,24604,
7688,10631,2,14958,660778,684360,23582,
7689,10745,2,14958,394369,416454,22085,
7690,10846,2,14977,497022,517480,20458,
7691,10978,2,14977,106782,129196,22414,
7692,11091,2,19299,526034,546577,20543,
7693,11229,2,14977,553426,574574,21148,
7694,11370,2,14977,509542,529265,19723,
7695,11505,2,14977,505925,527099,21174,
7696,11630,2,14977,0,22902,22902,
7697,11767,2,19296,650227,663521,13294,
7698,11904,2,19296,570243,593601,23358,
7699,12032,2,12441,964066,987228,23162,
7700,12131,2,12441,66762,91954,25192,
7701,12254,2,12441,64795,90481,25686,
7702,12376,2,12441,83522,106065,22543,
7703,12499,2,12441,978161,3728,25567,
7704,12603,2,21920,754289,773829,19540,
7705,12730,2,21920,379500,401129,21629,
7706,12853,2,21920,81603,104050,22447,
7707,12976,2,21920,705117,727123,22006,
7708,13072,2,21920,490040,513115,23075,
7709,13138,2,21920,392851,416334,23483,
7710,13280,2,21920,603619,626050,22431,
7711,13415,2,21920,712211,734641,22430,
7712,13537,2,21920,941660,965219,23559,
7713,13687,2,14979,478302,502902,24600,
7714,13779,2,14979,932521,955964,23443,
7715,13889,2,14977,328144,350797,22653,
7716,14024,2,14977,405329,428054,22725,
7717,14175,2,14977,724413,745980,21567,
7718,14300,2,13291,535595,556690,21095,
7719,14424,2,23286,710910,734210,23300,
7720,14572,2,23286,104696,130125,25429,
7721,14681,2,21920,644188,667509,23321,
7722,14816,2,21920,884952,909506,24554,
7723,14942,2,21920,955400,977780,22380,
7724,15074,2,21920,785677,807628,21951,
7725,15274,2,23286,225693,248908,23215,
7726,15363,2,21920,944816,968861,24045,
7727,15503,2,23811,807027,829271,22244,
7728,15667,2,22084,867512,889797,22285,
7729,15783,2,23749,453852,476708,22856,
7730,15914,2,23813,66375,89417,23042,
7731,16067,2,23749,806922,831172,24250,
7732,16210,2,23749,383708,390635,6927,
7733,16351,2,23749,831039,854605,23566,
7734,16459,2,23813,359468,382606,23138,
7735,16563,2,23813,948137,972940,24803,
7736,16657,2,24584,238000,260932,22932,
7737,16803,2,24596,55748,76833,21085,
7738,16932,2,24596,594786,617167,22381,
7739,17070,2,24596,156927,180848,23921,
7740,17220,2,24596,112558,135686,23128,
7741,17382,2,24584,82914,107342,24428,
7742,17517,2,24584,645392,669873,24481,
7743,17661,2,24584,214925,239098,24173,
7744,17801,2,24584,848999,873025,24026,
7745,17942,2,24648,235538,257996,22458,
7746,18085,2,24653,774955,797530,22575,
7747,18225,2,24653,388631,411712,23081,
7748,18368,2,24653,904017,926573,22556,
7749,18507,2,24653,482990,506807,23817,
7750,18632,2,24653,70431,94612,24181,
7751,18791,2,24653,938182,961508,23326,
7752,18930,2,24653,0,22859,22859,
7753,19071,2,24653,131379,154368,22989,
7754,19210,2,23811,349365,372452,23087,
7755,19353,2,23811,952263,973610,21347,
7756,19488,2,23811,432477,457283,24806,
7757,19629,2,23811,300963,322327,21364,
7758,19770,2,23811,695842,702997,7155,
7759,19909,2,23811,810494,832790,22296,
7760,20049,2,23811,427476,449576,22100,
7761,20190,2,23811,355322,376810,21488,
7762,20336,2,24579,774062,798752,24690,
7763,20465,2,24565,151513,173187,21674,
7764,20592,2,24565,215784,238140,22356,
7765,20731,2,24565,682630,704023,21393,
7766,20872,2,24565,546987,569511,22524,
7767,21013,2,24565,3098,23830,20732,
7768,21149,2,24565,906872,928304,21432,
7769,21294,2,24565,293988,316339,22351,
7770,21432,2,24565,151890,173465,21575,
7771,21576,2,24565,739150,760270,21120,
7772,21693,2,24565,237024,260280,23256,
7773,21812,2,23813,129882,156721,26839,
7774,21947,2,24579,78248,102084,23836,
7775,22066,2,24579,37669,60899,23230,
7776,22208,2,24579,567261,592048,24787,
7777,22348,2,24579,127072,151617,24545,
7778,22490,2,24579,827290,852979,25689,
7779,22626,2,24567,727413,753170,25757,
7780,22775,2,24579,41301,67139,25838,
7781,22895,2,23814,191778,217223,25445,
7782,23033,2,23814,845807,870085,24278,
7783,23177,2,23814,339537,363345,23808,
7784,23312,2,23814,731785,756106,24321,
7785,23452,2,23814,137309,144308,6999,
7786,23593,2,23814,391760,416195,24435,
7787,23740,2,23814,966344,990720,24376,
7788,23877,2,23813,169728,196122,26394,
7789,24018,2,23813,653565,679641,26076,
7790,24,2,10369,222211,246414,24203,
7791,234,2,10369,810081,836204,26123,
7792,331,2,10369,356542,381207,24665,
7793,427,2,10369,420218,446566,26348,
7794,537,2,10369,840904,862254,21350,
7795,649,2,10369,330409,353446,23037,
7796,880,2,13287,379151,400698,21547,
7797,1109,2,13287,506798,525711,18913,
7798,1135,2,13287,882006,901215,19209,
7799,1263,2,13287,611476,633362,21886,
7800,1379,2,13287,220572,226422,5850,
7801,1492,2,13287,375305,396962,21657,
7802,1603,2,13287,869159,894501,25342,
7803,1713,2,13287,469999,492572,22573,
7804,1831,2,13327,24526,44205,19679,
7805,1898,2,13327,148193,169312,21119,
7806,2018,2,13327,555534,578129,22595,
7807,2238,2,13327,459595,468988,16884,
7808,2319,2,13327,99691,121150,21459,
7809,2432,2,13327,785959,806150,20191,
7810,2555,2,13327,371060,392566,21506,
7811,2677,2,13327,972847,993079,20232,
7812,2795,2,14958,124668,144005,19337,
7813,2884,2,14958,37726,65131,27405,
7814,2952,2,14958,547840,568885,21045,
7815,3060,2,14958,731375,752918,21543,
7816,3177,2,14958,27827,48472,20645,
7817,3294,2,14958,328760,349316,20556,
7818,3400,2,14958,420817,442452,21635,
7819,3510,2,14958,846158,868547,22389,
7820,3628,2,13327,861219,881905,20686,
7821,3742,2,14977,279531,298041,18510,
7822,3870,2,14977,845494,864922,19428,
7823,3967,2,6150,1132,22632,21500,
7824,4114,2,6150,144834,164734,19900,
7825,4186,2,6150,401381,422143,20762,
7826,4320,2,6150,314056,337458,23402,
7827,4426,2,6150,842812,865066,22254,
7828,4460,2,6150,214505,234631,20126,
7829,4575,2,6150,0,19626,19626,
7830,4693,2,14982,95213,113464,18251,
7831,4814,2,14982,906316,926584,20268,
7832,4930,2,14982,620499,643085,22586,
7833,5055,2,14982,249114,272154,23040,
7834,5165,2,14982,708015,730909,22894,
7835,5208,2,14982,691946,714524,22578,
7836,5332,2,14982,96113,118916,22803,
7837,5395,2,14982,845049,865491,20442,
7838,5511,2,14982,290037,314920,24883,
7839,5581,2,14979,607848,631058,23210,
7840,5703,2,14979,358669,380498,21829,
7841,5821,2,14979,796511,819442,22931,
7842,5942,2,12945,901995,925328,23333,
7843,6077,2,12945,714599,736572,21973,
7844,6206,2,12945,501575,523812,22237,
7845,6330,2,12945,158419,179644,21225,
7846,6447,2,12945,774465,797437,22972,
7847,6572,2,12945,343522,365794,22272,
7848,6699,2,12945,172208,195159,22951,
7849,6813,2,12945,764603,787617,23014,
7850,6932,2,13291,190945,212851,21906,
7851,6954,2,9794,966698,990030,23332,
7852,7078,2,9794,640839,662766,21927,
7853,7200,2,9794,321437,343613,22176,
7854,7327,2,9794,100927,123374,22447,
7855,7447,2,9794,678180,700340,22160,
7856,7573,2,9794,307261,329326,22065,
7857,7691,2,9794,903420,926410,22990,
7858,7786,2,12204,788873,811010,22137,
7859,7902,2,12441,308176,332862,24686,
7860,8027,2,12441,140399,161976,21577,
7861,8142,2,12441,901546,923369,21823,
7862,8267,2,12441,615885,639232,23347,
7863,8390,2,12441,431249,453579,22330,
7864,8513,2,14982,808339,830557,22218,
7865,8633,2,14982,559229,581028,21799,
7866,8756,2,14982,304918,328080,23162,
7867,8857,2,12994,355725,377145,21420,
7868,8955,2,12994,621380,643563,22183,
7869,9200,2,12994,261485,284497,23012,
7870,9318,2,12994,132028,156639,24611,
7871,9432,2,12994,895474,922067,26593,
7872,9537,2,16976,459664,482084,22420,
7873,9660,2,16976,113478,130581,17103,
7874,9776,2,14979,47650,70560,22910,
7875,9898,2,14979,936395,961401,25006,
7876,10020,2,14979,878746,903575,24829,
7877,10145,2,14979,950367,978620,28253,
7878,10260,2,12994,261226,285621,24395,
7879,10392,2,12994,128471,151466,22995,
7880,10512,2,14958,887372,911440,24068,
7881,10634,2,14958,735156,757293,22137,
7882,10748,2,14982,230363,235567,23389,
7883,10849,2,14977,559300,580473,21173,
7884,10983,2,14977,177873,200293,22420,
7885,11094,2,19299,593624,615787,22163,
7886,11232,2,14977,618914,639779,20865,
7887,11373,2,14977,570164,590560,20396,
7888,11509,2,14977,568762,588140,19378,
7889,11631,2,14977,708379,730122,21743,
7890,11770,2,19296,687529,709599,22070,
7891,11909,2,19296,638453,661017,22564,
7892,12035,2,12441,32303,53033,20730,
7893,12134,2,12441,142104,165844,23740,
7894,12258,2,12441,141494,166645,25151,
7895,12379,2,12441,153901,176768,22867,
7896,12504,2,12441,54676,80423,25747,
7897,12604,2,21920,817088,837812,20724,
7898,12733,2,21920,433097,454759,21662,
7899,12856,2,21920,144830,168217,23387,
7900,12979,2,21920,772884,792471,19587,
7901,13073,2,21920,513115,537368,24253,
7902,13141,2,21920,463668,486812,23144,
7903,13282,2,21920,671820,694135,22315,
7904,13418,2,21920,786856,808421,21565,
7905,13540,2,21920,20120,43210,23090,
7906,13692,2,14979,553993,576949,22956,
7907,13781,2,14979,3053,25117,22064,
7908,13892,2,14977,399050,421947,22897,
7909,14027,2,14977,473721,496034,22313,
7910,14177,2,14977,790938,813059,22121,
7911,14303,2,13291,602320,622790,20470,
7912,14575,2,23286,185398,210626,25228,
7913,14686,2,21920,713447,737705,24258,
7914,14819,2,21920,960112,984143,24031,
7915,14944,2,21920,25400,49235,23835,
7916,15077,2,21920,864090,886619,22529,
7917,15275,2,23286,296094,318848,22754,
7918,15367,2,21920,17968,40473,22505,
7919,15506,2,23811,877969,900053,22084,
7920,15670,2,22084,935872,957923,22051,
7921,15786,2,23749,527358,550942,23584,
7922,15917,2,23813,135478,158354,22876,
7923,16070,2,23749,880959,904257,23298,
7924,16212,2,23813,419472,426473,7001,
7925,16352,2,23749,923170,946434,23264,
7926,16461,2,23813,430511,454299,23788,
7927,16568,2,23813,23632,48128,24496,
7928,16661,2,24584,307731,329628,21897,
7929,16808,2,24596,123841,146366,22525,
7930,16935,2,24596,662525,684610,22085,
7931,17223,2,24596,180860,203459,22599,
7932,17385,2,24584,156938,181238,24300,
7933,17520,2,24584,718723,743635,24912,
7934,17664,2,24584,287599,310981,23382,
7935,17803,2,24584,923139,946871,23732,
7936,17945,2,24648,329616,353610,23994,
7937,18089,2,24653,845771,868924,23153,
7938,18228,2,24653,458887,480936,22049,
7939,18369,2,24653,972427,994661,22234,
7940,18511,2,24653,554248,577730,23482,
7941,18634,2,24653,144121,167815,23694,
7942,18792,2,24653,7091,30318,23227,
7943,18933,2,24653,623128,648445,25317,
7944,19074,2,24653,209033,231595,22562,
7945,19212,2,23811,417909,440550,22641,
7946,19437,2,23811,151627,173710,22083,
7947,19491,2,23811,505912,528867,22955,
7948,19633,2,23811,366829,388367,21538,
7949,19773,2,23811,718527,725517,6990,
7950,19912,2,23811,880980,902512,21532,
7951,20052,2,23811,495540,517266,21726,
7952,20193,2,23811,0,22477,22477,
7953,20337,2,24579,848347,872563,24216,
7954,20466,2,24565,216714,238109,21395,
7955,20595,2,24565,284076,306080,22004,
7956,20735,2,24565,748728,770485,21757,
7957,20877,2,24565,613208,633636,20428,
7958,21016,2,24565,77733,100551,22818,
7959,21151,2,24565,971956,992411,20455,
7960,21297,2,24565,360443,382147,21704,
7961,21435,2,24565,220007,241652,21645,
7962,21581,2,24565,802682,823682,21000,
7963,21694,2,24565,307834,331671,23837,
7964,21987,2,24579,372936,379333,6397,
7965,22071,2,24579,107957,115806,7849,
7966,22212,2,24579,640569,662858,22289,
7967,22351,2,24579,202776,228027,25251,
7968,22493,2,24579,903979,928947,24968,
7969,22629,2,24567,804341,830012,25671,
7970,22777,2,24579,115172,140965,25793,
7971,22900,2,23814,267223,291091,23868,
7972,23036,2,23814,917962,940706,22744,
7973,23180,2,23814,389625,413757,24132,
7974,23317,2,23814,803488,824417,20929,
7975,23453,2,23814,159035,165463,6428,
7976,23595,2,23814,465044,488471,23427,
7977,23743,2,23814,40420,64178,23758,
7978,23879,2,23813,248465,274479,26014,
7979,24020,2,23813,719875,744701,24826,
7980,43,2,10369,505516,528609,23093,
7981,148,2,10369,752832,776643,23811,
7982,252,2,10369,100100,125740,25640,
7983,332,2,10369,495794,517603,21809,
7984,446,2,10369,777128,800266,23138,
7985,628,2,10369,610701,633479,22778,
7986,669,2,10369,618352,642012,23660,
7987,762,2,11732,458606,481625,23019,
7988,904,2,13287,667491,689684,22193,
7989,1026,2,13287,364645,385966,21321,
7990,1157,2,13287,150000,170874,20874,
7991,1286,2,13287,886494,908824,22330,
7992,1399,2,13287,323895,342900,19005,
7993,1514,2,13287,550000,571471,21471,
7994,1622,2,13287,143810,167838,24028,
7995,1734,2,13287,748394,772428,24034,
7996,1842,2,13327,219015,238152,19137,
7997,1920,2,13327,389589,412034,22445,
7998,2037,2,13327,833214,855545,22331,
7999,2144,2,13327,881630,900966,19336,
8000,2243,2,13327,336444,359058,22614,
8001,2345,2,13327,376984,398821,21837,
8002,2460,2,13327,13650,35815,22165,
8003,2559,2,13327,632929,654820,21891,
8004,2701,2,13327,231614,250975,19361,
8005,2801,2,14958,320763,335792,15029,
8006,2887,2,14958,356596,376525,19929,
8007,2976,2,14958,820299,841548,21249,
8008,3082,2,14958,989793,9270,19477,
8009,3199,2,14958,279955,298397,18442,
8010,3314,2,14958,577389,599003,21614,
8011,3422,2,14958,629905,651035,21130,
8012,3531,2,13327,519863,541292,21429,
8013,3631,2,13327,145905,166386,20481,
8014,3766,2,14977,542050,563480,21430,
8015,3893,2,14977,78906,96760,17854,
8016,3989,2,6150,250900,271832,20932,
8017,4115,2,6150,461681,480856,19175,
8018,4211,2,6150,723928,742994,19066,
8019,4342,2,6150,567940,587144,19204,
8020,4482,2,6150,519026,540736,21710,
8021,4591,2,6150,925025,945301,20276,
8022,4719,2,14982,408019,428218,20199,
8023,4837,2,14982,162738,185196,22458,
8024,4956,2,14982,926302,944683,18381,
8025,5084,2,14982,595948,617951,22003,
8026,5166,2,14982,828754,852886,24132,
8027,5230,2,14982,985404,8454,23050,
8028,5334,2,14982,317310,340818,23508,
8029,5418,2,14982,78754,97767,19013,
8030,5514,2,14982,560043,585264,25221,
8031,5602,2,14979,977075,882,23807,
8032,5722,2,14979,652581,675749,23168,
8033,5849,2,14979,78690,101716,23026,
8034,5968,2,12945,174415,195322,20907,
8035,6103,2,12945,47311,68849,21538,
8036,6231,2,12945,769971,791575,21604,
8037,6363,2,12945,493681,515680,21999,
8038,6473,2,12945,48993,70404,21411,
8039,6575,2,12945,685866,706074,20208,
8040,6723,2,12945,440731,458931,18200,
8041,6837,2,13291,611885,633079,21194,
8042,6980,2,9794,246420,270777,24357,
8043,7100,2,9794,905668,927971,22303,
8044,7224,2,9794,599341,622708,23367,
8045,7355,2,9794,429450,452009,22559,
8046,7473,2,9794,953261,977011,23750,
8047,7592,2,9794,616073,638250,22177,
8048,7716,2,9794,192561,214777,22216,
8049,7811,2,12204,62457,84649,22192,
8050,7930,2,12441,523613,548026,24413,
8051,8047,2,12441,411160,434287,23127,
8052,8168,2,12441,73302,92994,19692,
8053,8291,2,12441,892512,913923,21411,
8054,8415,2,12441,701832,723203,21371,
8055,8539,2,14982,86299,108443,22144,
8056,8657,2,14982,837296,859790,22494,
8057,8782,2,14982,657491,680432,22941,
8058,8881,2,12994,700276,720402,20126,
8059,8980,2,12994,901884,925342,23458,
8060,9078,2,12994,766028,789414,23386,
8061,9228,2,12994,624081,645178,21097,
8062,9342,2,12994,418606,441893,23287,
8063,9450,2,12994,143023,166140,23117,
8064,9564,2,16976,734859,757074,22215,
8065,9663,2,16976,420592,442638,22046,
8066,9799,2,14979,341870,364212,22342,
8067,9922,2,14979,241901,265481,23580,
8068,10044,2,14979,185496,209620,24124,
8069,10168,2,14979,288851,317018,28167,
8070,10288,2,12994,337896,361040,23144,
8071,10420,2,12994,414740,437902,23162,
8072,10538,2,14958,217393,241652,24259,
8073,10658,2,14958,25206,49242,24036,
8074,10769,2,14982,601180,625993,24813,
8075,10998,2,14977,460782,481775,20993,
8076,11118,2,14977,867980,888453,20473,
8077,11252,2,14977,871604,890532,18928,
8078,11376,2,14977,883556,903829,20273,
8079,11534,2,14977,795980,817415,21435,
8080,11652,2,19296,781434,803265,21831,
8081,11793,2,19296,993940,17498,23558,
8082,11932,2,19296,934929,956510,21581,
8083,12038,2,12441,97127,119485,22358,
8084,12161,2,12441,470574,495143,24569,
8085,12259,2,12441,445624,470240,24616,
8086,12406,2,12441,443630,464556,20926,
8087,12541,2,12441,993883,13884,20001,
8088,12626,2,21920,902225,923344,21119,
8089,12758,2,21920,699999,719452,19453,
8090,12880,2,21920,436337,455777,19440,
8091,12996,2,21920,39999,62412,22413,
8092,13074,2,21920,645542,667539,21997,
8093,13183,2,21920,751017,773546,22529,
8094,13331,2,21920,0,22026,22026,
8095,13465,2,21920,110583,126556,15973,
8096,13586,2,14979,550056,572557,22501,
8097,13707,2,14979,794334,814637,20303,
8098,13812,2,14979,346031,367224,21193,
8099,14075,2,14977,639269,662030,22761,
8100,14221,2,14977,65410,87667,22257,
8101,14324,2,23286,0,22347,22347,
8102,14463,2,23286,48333,71493,23160,
8103,14603,2,21920,840990,862574,21584,
8104,14716,2,21920,10792,34530,23738,
8105,14854,2,21920,260969,284688,23719,
8106,14974,2,21920,351345,373947,22602,
8107,15122,2,21920,212923,235537,22614,
8108,15320,2,23286,578874,603596,24722,
8109,15412,2,21920,320750,342921,22171,
8110,15546,2,23811,112645,134852,22207,
8111,15711,2,22084,194633,217094,22461,
8112,15831,2,23749,743558,767023,23465,
8113,15957,2,23813,414744,437374,22630,
8114,16114,2,23749,180223,204505,24282,
8115,16253,2,23749,643399,667623,24224,
8116,16393,2,23749,216449,239519,23070,
8117,16482,2,23813,722940,746635,23695,
8118,16599,2,23813,371713,394212,22499,
8119,16664,2,24584,479332,502199,22867,
8120,16854,2,24596,440090,462120,22030,
8121,16983,2,24596,990016,12917,22901,
8122,17109,2,24596,494835,516585,21750,
8123,17268,2,24596,459036,479550,20514,
8124,17427,2,24584,451703,474656,22953,
8125,17565,2,24584,949213,972905,23692,
8126,17706,2,24584,577100,601619,24519,
8127,17847,2,24584,141918,166083,24165,
8128,17948,2,24648,664323,687212,22889,
8129,18133,2,24653,162417,184859,22442,
8130,18270,2,24653,753921,777040,23119,
8131,18412,2,24653,279130,305323,26193,
8132,18553,2,24653,891932,915026,23094,
8133,18678,2,24653,313278,337203,23925,
8134,18838,2,24653,290897,313579,22682,
8135,18976,2,24653,907632,930591,22959,
8136,19116,2,24653,459602,482873,23271,
8137,19260,2,23811,705467,726897,21430,
8138,19398,2,23811,286003,309531,23528,
8139,19533,2,23811,801795,823696,21901,
8140,19674,2,23811,667651,688639,20988,
8141,19815,2,23811,908062,926280,18218,
8142,19950,2,23811,182518,203470,20952,
8143,20098,2,23811,764889,786380,21491,
8144,20238,2,23811,709971,730796,20825,
8145,20396,2,24579,149713,173292,23579,
8146,20491,2,24565,545030,566320,21290,
8147,20638,2,24565,557780,581660,23880,
8148,20776,2,24565,39389,59048,19659,
8149,20918,2,24565,886122,907349,21227,
8150,21058,2,24565,353129,375058,21929,
8151,21228,2,24565,298838,318198,19360,
8152,21339,2,24565,632654,653760,21106,
8153,21481,2,24565,486554,508909,22355,
8154,21621,2,24565,39371,59112,19741,
8155,21722,2,23813,705140,729001,23861,
8156,21834,2,23813,429283,455473,26190,
8157,21988,2,24579,412840,418758,5918,
8158,22111,2,24579,376343,397615,21272,
8159,22252,2,24579,950897,973199,22302,
8160,22394,2,24579,511900,535188,23288,
8161,22533,2,24579,193124,216640,23516,
8162,22676,2,24567,12713,36820,24107,
8163,22824,2,24579,417838,441536,23698,
8164,22943,2,23814,561007,586427,25420,
8165,23076,2,23814,190798,214361,23563,
8166,23216,2,23814,735891,759476,23585,
8167,23351,2,23814,129006,153117,24111,
8168,23492,2,23814,421407,427755,6348,
8169,23635,2,23814,751186,773086,21900,
8170,23764,2,23814,342050,366423,24373,
8171,23923,2,23813,553004,577606,24602,
8172,24068,2,23813,22339,47425,25086,
8173,4429,2,6150,655239,675396,20157,
8174,4434,2,6150,715056,735465,20409,
8175,4435,2,6150,778438,799426,20988,
8176,89,2,10369,883576,906120,22544,
8177,197,2,10369,122743,144703,21960,
8178,304,2,10369,872528,894795,22267,
8179,406,2,10369,72134,93635,21501,
8180,496,2,10369,138169,160191,22022,
8181,592,2,10369,286122,308147,22025,
8182,709,2,11732,191638,216016,24378,
8183,802,2,11732,630321,650208,19887,
8184,953,2,13287,177793,199983,22190,
8185,1072,2,13287,800820,819995,19175,
8186,1227,2,13287,47668,67947,20279,
8187,1348,2,13287,668408,688245,19837,
8188,1556,2,13287,934229,958555,24326,
8189,1662,2,13287,887282,910556,23274,
8190,1780,2,13287,543118,566630,23512,
8191,1966,2,13327,696064,716057,19993,
8192,2080,2,13327,194660,214343,19683,
8193,2188,2,13327,180386,198025,17639,
8194,2396,2,13327,908572,928272,19700,
8195,2483,2,13327,537794,559875,22081,
8196,2630,2,13327,205438,228018,22580,
8197,2732,2,13327,833920,853048,19128,
8198,2829,2,14958,16762,35544,18782,
8199,3019,2,14958,308350,328426,20076,
8200,3125,2,14958,234631,253608,18977,
8201,3251,2,14958,728171,745556,17385,
8202,3487,2,14958,381523,401353,19830,
