SampleDate,Year,Month,TowNumber,SurveySeason,StationCode,Volume,Type,Longitude,Latitude
2014-09-03,2014,9,1,FMWT,306,5907.2443584,Start,-122.41405555513056,38.001472222275275
2014-09-03,2014,9,1,FMWT,306,5907.2443584,End,-122.4072777779889,38.00772222201111
2014-09-03,2014,9,1,FMWT,306,5907.2443584,Station,-122.41488,38.00042
2014-09-03,2014,9,1,FMWT,305,5634.655395599999,Start,-122.40547222243335,38.00072222219583
2014-09-03,2014,9,1,FMWT,305,5634.655395599999,End,-122.4028611111639,38.005027777883335
2014-09-03,2014,9,1,FMWT,305,5634.655395599999,Station,-122.4086,37.9987
2014-09-03,2014,9,1,FMWT,308,5118.8066622,Start,-122.40302777767222,38.017694444457774
2014-09-03,2014,9,1,FMWT,308,5118.8066622,End,-122.39855555534444,38.02044444455
2014-09-03,2014,9,1,FMWT,308,5118.8066622,Station,-122.40438,38.01745
2014-10-01,2014,10,1,FMWT,307,5017.8797361,Start,-122.41713888890223,38.00519444465556
2014-10-01,2014,10,1,FMWT,307,5017.8797361,End,-122.41197222179723,38.005916666455555
2014-10-01,2014,10,1,FMWT,307,5017.8797361,Station,-122.4192,38.00472
2014-10-01,2014,10,1,FMWT,306,4530.785112699999,Start,-122.41349999957501,37.99936111132222
2014-10-01,2014,10,1,FMWT,306,4530.785112699999,End,-122.41027777777778,37.99688888867778
2014-10-01,2014,10,1,FMWT,306,4530.785112699999,Station,-122.41488,38.00042
2014-10-01,2014,10,1,FMWT,305,4819.4763771,Start,-122.4068333334389,37.996944444444445
2014-10-01,2014,10,1,FMWT,305,4819.4763771,End,-122.40444444444445,37.99683333290833
2014-10-01,2014,10,1,FMWT,305,4819.4763771,Station,-122.4086,37.9987
2014-10-01,2014,10,1,FMWT,308,4480.7529613,Start,-122.40336111121667,38.01616666687778
2014-10-01,2014,10,1,FMWT,308,4480.7529613,End,-122.40155555552917,38.011722222433335
2014-10-01,2014,10,1,FMWT,308,4480.7529613,Station,-122.40438,38.01745
2014-11-03,2014,11,1,FMWT,307,4164.7452924,Start,-122.42011111100555,38.00594444433889
2014-11-03,2014,11,1,FMWT,307,4164.7452924,End,-122.42041666666667,38.00686111132222
2014-11-03,2014,11,1,FMWT,307,4164.7452924,Station,-122.4192,38.00472
2014-11-03,2014,11,1,FMWT,306,4504.6188726,Start,-122.41494444423334,38.001666666666665
2014-11-03,2014,11,1,FMWT,306,4504.6188726,End,-122.41325000021112,38.0013055555025
2014-11-03,2014,11,1,FMWT,306,4504.6188726,Station,-122.41488,38.00042
2014-11-03,2014,11,1,FMWT,305,4625.961216799999,Start,-122.4091111109,37.99752777735278
2014-11-03,2014,11,1,FMWT,305,4625.961216799999,End,-122.41191666709167,37.99619444423333
2014-11-03,2014,11,1,FMWT,305,4625.961216799999,Station,-122.4086,37.9987
2014-11-03,2014,11,1,FMWT,308,5055.8351612999995,Start,-122.40466666645555,38.01591666645555
2014-11-03,2014,11,1,FMWT,308,5055.8351612999995,End,-122.40705555545,38.015055555766665
2014-11-03,2014,11,1,FMWT,308,5055.8351612999995,Station,-122.40438,38.01745
2015-08-31,2015,8,1,FMWT,306,4770.8819312,Start,-122.41372222264722,38.002833333280556
2015-08-31,2015,8,1,FMWT,306,4770.8819312,End,-122.40980555534445,38.00611111111111
2015-08-31,2015,8,1,FMWT,306,4770.8819312,Station,-122.41488,38.00042
2015-08-31,2015,8,1,FMWT,308,3817.3956436000003,Start,-122.4038888888889,38.016694444444724
2015-08-31,2015,8,1,FMWT,308,3817.3956436000003,End,-122.4055833334389,38.01919444455028
2015-08-31,2015,8,1,FMWT,308,3817.3956436000003,Station,-122.40438,38.01745
2015-08-31,2015,8,1,FMWT,305,4307.365678,Start,-122.40838888910001,38.00002777777806
2015-08-31,2015,8,1,FMWT,305,4307.365678,End,-122.41011111153611,38.002527777883614
2015-08-31,2015,8,1,FMWT,305,4307.365678,Station,-122.4086,37.9987
2015-08-31,2015,8,1,FMWT,307,4354.5224184,Start,-122.41708333333334,38.00727777798889
2015-08-31,2015,8,1,FMWT,307,4354.5224184,End,-122.41797222216917,38.00966666645556
2015-08-31,2015,8,1,FMWT,307,4354.5224184,Station,-122.4192,38.00472
2015-10-05,2015,10,1,FMWT,307,5323.5359253999995,Start,-122.41733333335972,38.007222222222225
2015-10-05,2015,10,1,FMWT,307,5323.5359253999995,End,-122.41625,38.00311111105833
2015-10-05,2015,10,1,FMWT,307,5323.5359253999995,Station,-122.4192,38.00472
2015-10-05,2015,10,1,FMWT,306,4485.3536189,Start,-122.41502777735279,37.99924999978889
2015-10-05,2015,10,1,FMWT,306,4485.3536189,End,-122.41847222222222,37.99744444423333
2015-10-05,2015,10,1,FMWT,306,4485.3536189,Station,-122.41488,38.00042
2015-10-05,2015,10,1,FMWT,305,4473.8519749,Start,-122.40947222179723,37.997944444019446
2015-10-05,2015,10,1,FMWT,305,4473.8519749,End,-122.40797222243334,38.00044444445111
2015-10-05,2015,10,1,FMWT,305,4473.8519749,Station,-122.4086,37.9987
2015-10-05,2015,10,1,FMWT,308,4642.3510595,Start,-122.40072222219584,38.01897222227527
2015-10-05,2015,10,1,FMWT,308,4642.3510595,End,-122.3979999997889,38.02133333312222
2015-10-05,2015,10,1,FMWT,308,4642.3510595,Station,-122.40438,38.01745
2015-11-02,2015,11,1,FMWT,305,4291.8384586,Start,-122.4068333334389,37.99783333354445
2015-11-02,2015,11,1,FMWT,305,4291.8384586,End,-122.40586111121667,38.00072222219583
2015-11-02,2015,11,1,FMWT,305,4291.8384586,Station,-122.4086,37.9987
2015-11-02,2015,11,1,FMWT,306,4207.8764574,Start,-122.41516666624167,38.00033333334667
2015-11-02,2015,11,1,FMWT,306,4207.8764574,End,-122.4166111109,38.00222222222222
2015-11-02,2015,11,1,FMWT,306,4207.8764574,Station,-122.41488,38.00042
2015-11-02,2015,11,1,FMWT,307,4167.6207034,Start,-122.42041666666667,38.004583333333336
2015-11-02,2015,11,1,FMWT,307,4167.6207034,End,-122.42194444444445,38.00611111111111
2015-11-02,2015,11,1,FMWT,307,4167.6207034,Station,-122.4192,38.00472
2015-11-02,2015,11,1,FMWT,308,5031.96925,Start,-122.40502777788333,38.01941666656083
2015-11-02,2015,11,1,FMWT,308,5031.96925,End,-122.4013055555025,38.01883333338639
2015-11-02,2015,11,1,FMWT,308,5031.96925,Station,-122.40438,38.01745
2015-11-30,2015,11,1,FMWT,305,4257.3335265999995,Start,-122.41108333375834,37.996416666241664
2015-11-30,2015,11,1,FMWT,305,4257.3335265999995,End,-122.41447222179723,37.99363888846389
2015-11-30,2015,11,1,FMWT,305,4257.3335265999995,Station,-122.4086,37.9987
2015-11-30,2015,11,1,FMWT,306,2926.0182336,Start,-122.41377777735278,38.00669444455
2015-11-30,2015,11,1,FMWT,306,2926.0182336,End,-122.41730555554223,38.00494444423333
2015-11-30,2015,11,1,FMWT,306,2926.0182336,Station,-122.41488,38.00042
2015-11-30,2015,11,1,FMWT,307,2919.1172472000003,Start,-122.42088888883612,38.008500000105556
2015-11-30,2015,11,1,FMWT,307,2919.1172472000003,End,-122.42716666645556,38.00619444423333
2015-11-30,2015,11,1,FMWT,307,2919.1172472000003,Station,-122.4192,38.00472
2015-11-30,2015,11,1,FMWT,308,3343.5279107999995,Start,-122.40361111111112,38.01813888894194
2015-11-30,2015,11,1,FMWT,308,3343.5279107999995,End,-122.40575000021111,38.01583333333333
2015-11-30,2015,11,1,FMWT,308,3343.5279107999995,Station,-122.40438,38.01745
2016-09-06,2016,9,1,FMWT,305,4744.1406089,Start,-122.40622222211667,37.999749999575
2016-09-06,2016,9,1,FMWT,305,4744.1406089,End,-122.40380555550279,38.002749999894164
2016-09-06,2016,9,1,FMWT,305,4744.1406089,Station,-122.4086,37.9987
2016-09-06,2016,9,1,FMWT,306,6096.7339433,Start,-122.41522222201111,37.91602777798889
2016-09-06,2016,9,1,FMWT,306,6096.7339433,End,-122.41388888888889,38.00058333330694
2016-09-06,2016,9,1,FMWT,306,6096.7339433,Station,-122.41488,38.00042
2016-09-06,2016,9,1,FMWT,307,5344.813966799999,Start,-122.42027777777778,38.00425000005278
2016-09-06,2016,9,1,FMWT,307,5344.813966799999,End,-122.41972222222223,38.003638888994445
2016-09-06,2016,9,1,FMWT,307,5344.813966799999,Station,-122.4192,38.00472
2016-09-06,2016,9,1,FMWT,308,4823.7894936,Start,-122.4046944443389,38.017861111164166
2016-09-06,2016,9,1,FMWT,308,4823.7894936,End,-122.40241666661362,38.0188611111375
2016-09-06,2016,9,1,FMWT,308,4823.7894936,Station,-122.40438,38.01745
2016-10-03,2016,10,1,FMWT,308,4796.4730891,Start,-122.40472222222223,38.01775000002639
2016-10-03,2016,10,1,FMWT,308,4796.4730891,End,-122.40436111105834,38.01897222227527
2016-10-03,2016,10,1,FMWT,308,4796.4730891,Station,-122.40438,38.01745
2016-10-03,2016,10,1,FMWT,305,4761.393074899999,Start,-122.40733333322778,38.00002777777806
2016-10-03,2016,10,1,FMWT,305,4761.393074899999,End,-122.40613888899445,38.00324999994722
2016-10-03,2016,10,1,FMWT,305,4761.393074899999,Station,-122.4086,37.9987
2016-10-03,2016,10,1,FMWT,306,5916.1581325,Start,-122.41597222222222,38.000194444441114
2016-10-03,2016,10,1,FMWT,306,5916.1581325,End,-122.41708333333334,38.000194444441114
2016-10-03,2016,10,1,FMWT,306,5916.1581325,Station,-122.41488,38.00042
2016-10-03,2016,10,1,FMWT,307,5187.241444,Start,-122.4209444443389,38.00369444449722
2016-10-03,2016,10,1,FMWT,307,5187.241444,End,-122.42283333354445,38.003166666561114
2016-10-03,2016,10,1,FMWT,307,5187.241444,Station,-122.4192,38.00472
2016-10-31,2016,10,1,FMWT,308,4303.6276437,Start,-122.40497222211667,38.02211111121667
2016-10-31,2016,10,1,FMWT,308,4303.6276437,End,-122.40419444455,38.021499999894445
2016-10-31,2016,10,1,FMWT,308,4303.6276437,Station,-122.40438,38.01745
2016-10-31,2016,10,1,FMWT,305,3825.4467944,Start,-122.40955555598056,37.99669444401945
2016-10-31,2016,10,1,FMWT,305,3825.4467944,End,-122.40802777767223,37.99563888867778
2016-10-31,2016,10,1,FMWT,305,3825.4467944,Station,-122.4086,37.9987
2016-10-31,2016,10,1,FMWT,307,3738.0343,Start,-122.42041666666667,38.00563888867778
2016-10-31,2016,10,1,FMWT,307,3738.0343,End,-122.42266666677223,38.00483333322778
2016-10-31,2016,10,1,FMWT,307,3738.0343,Station,-122.4192,38.00472
2016-10-31,2016,10,1,FMWT,306,3019.7566322000002,Start,-122.41452777756668,38.00008333333667
2016-10-31,2016,10,1,FMWT,306,3019.7566322000002,End,-122.41288888931389,37.99875
2016-10-31,2016,10,1,FMWT,306,3019.7566322000002,Station,-122.41488,38.00042
2016-11-28,2016,11,1,FMWT,307,5155.0368408,Start,-122.4186944444975,38.00297222216945
2016-11-28,2016,11,1,FMWT,307,5155.0368408,End,-122.41736111111112,38.00002777777806
2016-11-28,2016,11,1,FMWT,307,5155.0368408,Station,-122.4192,38.00472
2016-11-28,2016,11,1,FMWT,306,4927.8793718,Start,-122.41211111068611,38.00125
2016-11-28,2016,11,1,FMWT,306,4927.8793718,End,-122.4072777779889,38.00150000002639
2016-11-28,2016,11,1,FMWT,306,4927.8793718,Station,-122.41488,38.00042
2016-11-28,2016,11,1,FMWT,305,5004.940386599999,Start,-122.4051388888889,37.99758333312222
2016-11-28,2016,11,1,FMWT,305,5004.940386599999,End,-122.40236111111112,37.99683333290833
2016-11-28,2016,11,1,FMWT,305,5004.940386599999,Station,-122.4086,37.9987
2016-11-28,2016,11,1,FMWT,308,4729.4760128,Start,-122.40288888878334,38.014944444233336
2016-11-28,2016,11,1,FMWT,308,4729.4760128,End,-122.39938888867779,38.014055555130554
2016-11-28,2016,11,1,FMWT,308,4729.4760128,Station,-122.40438,38.01745
2017-09-05,2017,9,1,FMWT,308,5825.8702271,Start,-122.4028611111639,38.02302777767222
2017-09-05,2017,9,1,FMWT,308,5825.8702271,End,-122.40333333333334,38.024083333544446
2017-09-05,2017,9,1,FMWT,308,5825.8702271,Station,-122.40438,38.01745
2017-09-05,2017,9,1,FMWT,305,6002.4204625,Start,-122.39947222179723,38.00625
2017-09-05,2017,9,1,FMWT,305,6002.4204625,End,-122.39816666709167,38.007777777777775
2017-09-05,2017,9,1,FMWT,305,6002.4204625,Station,-122.4086,37.9987
2017-09-05,2017,9,1,FMWT,306,6442.3583455,Start,-122.41369444423334,38.00399999989445
2017-09-05,2017,9,1,FMWT,306,6442.3583455,End,-122.41088888910001,38.00419444455
2017-09-05,2017,9,1,FMWT,306,6442.3583455,Station,-122.41488,38.00042
2017-09-05,2017,9,1,FMWT,307,7795.526762099999,Start,-122.41822222219584,38.006166666877775
2017-09-05,2017,9,1,FMWT,307,7795.526762099999,End,-122.42047222216945,38.00774999989444
2017-09-05,2017,9,1,FMWT,307,7795.526762099999,Station,-122.4192,38.00472
2017-10-02,2017,10,1,FMWT,305,5868.1387687999995,Start,-122.40561111132223,38.00038888888222
2017-10-02,2017,10,1,FMWT,305,5868.1387687999995,End,-122.40447222232778,38.00269444439139
2017-10-02,2017,10,1,FMWT,305,5868.1387687999995,Station,-122.4086,37.9987
2017-10-02,2017,10,1,FMWT,306,5278.9670549,Start,-122.4123888884639,38.00338888883611
2017-10-02,2017,10,1,FMWT,306,5278.9670549,End,-122.40919444401945,38.00522222201111
2017-10-02,2017,10,1,FMWT,306,5278.9670549,Station,-122.41488,38.00042
2017-10-02,2017,10,1,FMWT,307,5054.1099146999995,Start,-122.41844444447084,38.005777777566664
2017-10-02,2017,10,1,FMWT,307,5054.1099146999995,End,-122.41591666645556,38.008027777672226
2017-10-02,2017,10,1,FMWT,307,5054.1099146999995,Station,-122.4192,38.00472
2017-10-02,2017,10,1,FMWT,308,5425.0379336999995,Start,-122.40216666671972,38.019250000053056
2017-10-02,2017,10,1,FMWT,308,5425.0379336999995,End,-122.40172222216917,38.021055555608335
2017-10-02,2017,10,1,FMWT,308,5425.0379336999995,Station,-122.40438,38.01745
2017-10-30,2017,10,1,FMWT,305,6011.621777699999,Start,-122.41408333354445,37.99102777798889
2017-10-30,2017,10,1,FMWT,305,6011.621777699999,End,-122.416500000425,37.9953611109
2017-10-30,2017,10,1,FMWT,305,6011.621777699999,Station,-122.4086,37.9987
2017-10-30,2017,10,1,FMWT,306,4231.4548276,Start,-122.41336111068611,38.00380555550278
2017-10-30,2017,10,1,FMWT,306,4231.4548276,End,-122.41330555598056,38.00866666687778
2017-10-30,2017,10,1,FMWT,306,4231.4548276,Station,-122.41488,38.00042
2017-10-30,2017,10,1,FMWT,307,4349.6342197,Start,-122.41688888889223,38.00844444433889
2017-10-30,2017,10,1,FMWT,307,4349.6342197,End,-122.41491666687779,38.01369444423333
2017-10-30,2017,10,1,FMWT,307,4349.6342197,Station,-122.4192,38.00472
2017-10-30,2017,10,1,FMWT,308,5082.5764836,Start,-122.40183333330695,38.01800000005306
2017-10-30,2017,10,1,FMWT,308,5082.5764836,End,-122.40188888894195,38.02066666656111
2017-10-30,2017,10,1,FMWT,308,5082.5764836,Station,-122.40438,38.01745
2017-11-29,2017,11,1,FMWT,308,4052.3167223,Start,-122.4024444444975,38.01875
2017-11-29,2017,11,1,FMWT,308,4052.3167223,End,-122.39924999978889,38.019972222116664
2017-11-29,2017,11,1,FMWT,308,4052.3167223,Station,-122.40438,38.01745
2017-11-29,2017,11,1,FMWT,305,4539.411345699999,Start,-122.4092499997889,37.99625
2017-11-29,2017,11,1,FMWT,305,4539.411345699999,End,-122.412750000425,37.992916666666666
2017-11-29,2017,11,1,FMWT,305,4539.411345699999,Station,-122.4086,37.9987
2017-11-29,2017,11,1,FMWT,306,5203.6312867,Start,-122.41480555534444,38.00058333330694
2017-11-29,2017,11,1,FMWT,306,5203.6312867,End,-122.41522222201111,37.999500000211114
2017-11-29,2017,11,1,FMWT,306,5203.6312867,Station,-122.41488,38.00042
2017-11-29,2017,11,1,FMWT,307,4876.697056,Start,-122.41919444455029,38.004527777566665
2017-11-29,2017,11,1,FMWT,307,4876.697056,End,-122.41897222227529,38.004666666455556
2017-11-29,2017,11,1,FMWT,307,4876.697056,Station,-122.4192,38.00472
2018-09-04,2018,9,1,FMWT,305,6703.733205399999,Start,-122.40649999989445,38.00094444447083
2018-09-04,2018,9,1,FMWT,305,6703.733205399999,End,-122.40883333312223,37.998805555766666
2018-09-04,2018,9,1,FMWT,305,6703.733205399999,Station,-122.4086,37.9987
2018-09-04,2018,9,1,FMWT,306,7456.803346299999,Start,-122.4097777779889,38.00513888888889
2018-09-04,2018,9,1,FMWT,306,7456.803346299999,End,-122.41111111111111,38.00361111111111
2018-09-04,2018,9,1,FMWT,306,7456.803346299999,Station,-122.41488,38.00042
2018-09-04,2018,9,1,FMWT,307,7341.7869063,Start,-122.41744444443111,38.01138888888889
2018-09-04,2018,9,1,FMWT,307,7341.7869063,End,-122.41855555560862,38.00883333312222
2018-09-04,2018,9,1,FMWT,307,7341.7869063,Station,-122.4192,38.00472
2018-09-04,2018,9,1,FMWT,308,6691.9440203,Start,-122.403972222275,38.018249999946946
2018-09-04,2018,9,1,FMWT,308,6691.9440203,End,-122.40569444444445,38.01533333354445
2018-09-04,2018,9,1,FMWT,308,6691.9440203,Station,-122.40438,38.01745
2018-10-01,2018,10,1,FMWT,308,5011.841372999999,Start,-122.40458333333333,38.018055555555556
2018-10-01,2018,10,1,FMWT,308,5011.841372999999,End,-122.40658333354445,38.019972222116664
2018-10-01,2018,10,1,FMWT,308,5011.841372999999,Station,-122.40438,38.01745
2018-10-01,2018,10,1,FMWT,305,4005.447523,Start,-122.40933333290833,37.997638888888886
2018-10-01,2018,10,1,FMWT,305,4005.447523,End,-122.4136388884639,37.999416667091666
2018-10-01,2018,10,1,FMWT,305,4005.447523,Station,-122.4086,37.9987
2018-10-01,2018,10,1,FMWT,306,3912.5717477,Start,-122.41813888894195,38.00052777777111
2018-10-01,2018,10,1,FMWT,306,3912.5717477,End,-122.4186944444975,38.00286111116389
2018-10-01,2018,10,1,FMWT,306,3912.5717477,Station,-122.41488,38.00042
2018-10-01,2018,10,1,FMWT,307,4247.5571291999995,Start,-122.42297222243334,38.004305555555554
2018-10-01,2018,10,1,FMWT,307,4247.5571291999995,Station,-122.4192,38.00472
2018-10-29,2018,10,1,FMWT,305,4325.4807673,Start,-122.40652777777778,38.00008333333667
2018-10-29,2018,10,1,FMWT,305,4325.4807673,End,-122.41030555513056,37.995555555555555
2018-10-29,2018,10,1,FMWT,305,4325.4807673,Station,-122.4086,37.9987
2018-10-29,2018,10,1,FMWT,306,6423.955715099999,Start,-122.41594444486945,37.999000000425
2018-10-29,2018,10,1,FMWT,306,6423.955715099999,End,-122.4189166667725,37.990944444338886
2018-10-29,2018,10,1,FMWT,306,6423.955715099999,Station,-122.41488,38.00042
2018-10-29,2018,10,1,FMWT,307,6793.1584875,Start,-122.41827777783084,38.005249999894446
2018-10-29,2018,10,1,FMWT,307,6793.1584875,End,-122.42313888867778,37.99808333290834
2018-10-29,2018,10,1,FMWT,307,6793.1584875,Station,-122.4192,38.00472
2018-10-29,2018,10,1,FMWT,308,6518.269195899999,Start,-122.40605555534445,38.015666667091665
2018-10-29,2018,10,1,FMWT,308,6518.269195899999,End,-122.41125000000001,38.008583333227776
2018-10-29,2018,10,1,FMWT,308,6518.269195899999,Station,-122.40438,38.01745
2018-12-03,2018,12,1,FMWT,305,4675.9933682,Start,-122.40713888910001,37.9991111109
2018-12-03,2018,12,1,FMWT,305,4675.9933682,End,-122.41161111090001,37.998111111322224
2018-12-03,2018,12,1,FMWT,305,4675.9933682,Station,-122.4086,37.9987
2018-12-03,2018,12,1,FMWT,306,5265.740164299999,Start,-122.41272222201111,38.00183333330695
2018-12-03,2018,12,1,FMWT,306,5265.740164299999,End,-122.41505555576667,38.00263888888889
2018-12-03,2018,12,1,FMWT,306,5265.740164299999,Station,-122.41488,38.00042
2018-12-03,2018,12,1,FMWT,307,4982.2246397,Start,-122.41980555560833,38.00580555545
2018-12-03,2018,12,1,FMWT,307,4982.2246397,End,-122.42252777788333,38.00736111111111
2018-12-03,2018,12,1,FMWT,307,4982.2246397,Station,-122.4192,38.00472
2019-09-03,2019,9,1,FMWT,306,6267.820897799999,Start,-122.41508333312223,37.999333332908336
2019-09-03,2019,9,1,FMWT,306,6267.820897799999,End,-122.41713888890223,37.99658333354444
2019-09-03,2019,9,1,FMWT,306,6267.820897799999,Station,-122.41488,38.00042
2019-09-03,2019,9,1,FMWT,305,5647.594745099999,Start,-122.40822222232778,37.9996388891
2019-09-03,2019,9,1,FMWT,305,5647.594745099999,End,-122.40880555576668,38.00066666669306
2019-09-03,2019,9,1,FMWT,305,5647.594745099999,Station,-122.4086,37.9987
2019-09-03,2019,9,1,FMWT,308,5470.1818864,Start,-122.40452777756667,38.01622222264722
2019-09-03,2019,9,1,FMWT,308,5470.1818864,End,-122.40600000010556,38.01577777756667
2019-09-03,2019,9,1,FMWT,308,5470.1818864,Station,-122.40438,38.01745
2019-09-03,2019,9,1,FMWT,307,5999.2575104,Start,-122.42125,38.004583333333336
2019-09-03,2019,9,1,FMWT,307,5999.2575104,End,-122.42413888878333,38.0024444444975
2019-09-03,2019,9,1,FMWT,307,5999.2575104,Station,-122.4192,38.00472
2019-11-04,2019,11,1,FMWT,308,5884.241070399999,Start,-122.40713888910001,38.010555555555555
2019-11-04,2019,11,1,FMWT,308,5884.241070399999,End,-122.4041111111639,38.01252777735278
2019-11-04,2019,11,1,FMWT,308,5884.241070399999,Station,-122.40438,38.01745
2019-11-04,2019,11,1,FMWT,305,5043.1833529,Start,-122.41086111068611,37.99644444465556
2019-11-04,2019,11,1,FMWT,305,5043.1833529,End,-122.40886111100556,37.998333333333335
2019-11-04,2019,11,1,FMWT,305,5043.1833529,Station,-122.4086,37.9987
2019-11-04,2019,11,1,FMWT,306,5172.5768479,Start,-122.415999999575,37.99866666687778
2019-11-04,2019,11,1,FMWT,306,5172.5768479,End,-122.41202777756668,37.999333332908336
2019-11-04,2019,11,1,FMWT,306,5172.5768479,Station,-122.41488,38.00042
2019-11-04,2019,11,1,FMWT,307,4494.842475199999,Start,-122.4188611111375,38.00288888878333
2019-11-04,2019,11,1,FMWT,307,4494.842475199999,End,-122.41347222222223,38.0026666667725
2019-11-04,2019,11,1,FMWT,307,4494.842475199999,Station,-122.4192,38.00472
2019-12-11,2019,12,1,FMWT,307,5474.2074618,Start,-122.41711111111778,38.00733333322778
2019-12-11,2019,12,1,FMWT,307,5474.2074618,End,-122.419777777725,38.00611111111111
2019-12-11,2019,12,1,FMWT,307,5474.2074618,Station,-122.4192,38.00472
2019-12-11,2019,12,1,FMWT,306,6804.9476726,Start,-122.41055555555556,38.00294444455
2019-12-11,2019,12,1,FMWT,306,6804.9476726,End,-122.41330555598056,38.002361111111114
2019-12-11,2019,12,1,FMWT,306,6804.9476726,Station,-122.41488,38.00042
2019-12-11,2019,12,1,FMWT,305,6417.6298109,Start,-122.40738888899445,37.99636111153611
2019-12-11,2019,12,1,FMWT,305,6417.6298109,End,-122.41041666666668,37.99575000021111
2019-12-11,2019,12,1,FMWT,305,6417.6298109,Station,-122.4086,37.9987
2019-12-11,2019,12,1,FMWT,308,7125.5559991,Start,-122.399000000425,38.01672222222305
2019-12-11,2019,12,1,FMWT,308,7125.5559991,End,-122.39897222201112,38.01752777775139
2019-12-11,2019,12,1,FMWT,308,7125.5559991,Station,-122.40438,38.01745
2020-09-08,2020,9,1,FMWT,308,5776.9882400999995,Start,-122.4068333334389,38.020583333438886
2020-09-08,2020,9,1,FMWT,308,5776.9882400999995,End,-122.40649999989445,38.02261111100555
2020-09-08,2020,9,1,FMWT,308,5776.9882400999995,Station,-122.40438,38.01745
2020-09-08,2020,9,1,FMWT,305,4251.0076223999995,Start,-122.40413888878334,38.004083333280555
2020-09-08,2020,9,1,FMWT,305,4251.0076223999995,End,-122.40822222232778,38.005833333333335
2020-09-08,2020,9,1,FMWT,305,4251.0076223999995,Station,-122.4086,37.9987
2020-09-08,2020,9,1,FMWT,306,5375.2933234,Start,-122.41816666669305,38.00069444444444
2020-09-08,2020,9,1,FMWT,306,5375.2933234,End,-122.41722222222222,38.00288888878333
2020-09-08,2020,9,1,FMWT,306,5375.2933234,Station,-122.41488,38.00042
2020-09-08,2020,9,1,FMWT,307,5375.2933234,Start,-122.42399999989445,38.006277777883334
2020-09-08,2020,9,1,FMWT,307,5375.2933234,End,-122.4218333334389,38.00705555545
2020-09-08,2020,9,1,FMWT,307,5375.2933234,Station,-122.4192,38.00472
2020-10-06,2020,10,1,FMWT,308,4580.8172641,Start,-122.40516666677223,38.01636111153611
2020-10-06,2020,10,1,FMWT,308,4580.8172641,End,-122.40916666666668,38.01297222243333
2020-10-06,2020,10,1,FMWT,308,4580.8172641,Station,-122.40438,38.01745
2020-10-06,2020,10,1,FMWT,307,3290.6203484000002,Start,-122.41913888878307,38.00513888888889
2020-10-06,2020,10,1,FMWT,307,3290.6203484000002,End,-122.4213888888889,38.002166666719724
2020-10-06,2020,10,1,FMWT,307,3290.6203484000002,Station,-122.4192,38.00472
2020-10-06,2020,10,1,FMWT,305,4580.8172641,Start,-122.40788888878333,37.998722222647224
2020-10-06,2020,10,1,FMWT,305,4580.8172641,End,-122.40147222227529,38.00366666661389
2020-10-06,2020,10,1,FMWT,305,4580.8172641,Station,-122.4086,37.9987
2020-10-06,2020,10,1,FMWT,306,3818.545808,Start,-122.41252777735278,38.00158333328028
2020-10-06,2020,10,1,FMWT,306,3818.545808,End,-122.4142499997889,37.999805555344444
2020-10-06,2020,10,1,FMWT,306,3818.545808,Station,-122.41488,38.00042
2020-11-02,2020,11,1,FMWT,308,7165.236670899999,Start,-122.4059444443389,38.01672222222305
2020-11-02,2020,11,1,FMWT,308,7165.236670899999,End,-122.39958333333334,38.021027777724996
2020-11-02,2020,11,1,FMWT,308,7165.236670899999,Station,-122.40438,38.01745
2020-11-02,2020,11,1,FMWT,305,5165.388320399999,Start,-122.40866666687778,37.99644444465556
2020-11-02,2020,11,1,FMWT,305,5165.388320399999,End,-122.40408333328057,38.00169444441806
2020-11-02,2020,11,1,FMWT,305,5165.388320399999,Station,-122.4086,37.9987
2020-11-02,2020,11,1,FMWT,306,6383.987502200001,Start,-122.41727777779111,37.998250000211115
2020-11-02,2020,11,1,FMWT,306,6383.987502200001,End,-122.41402777777779,38.002916666666664
2020-11-02,2020,11,1,FMWT,306,6383.987502200001,Station,-122.41488,38.00042
2020-11-02,2020,11,1,FMWT,307,6628.1098961,Start,-122.42272222201112,38.00425000005278
2020-11-02,2020,11,1,FMWT,307,6628.1098961,End,-122.41941666656083,38.00694444444444
2020-11-02,2020,11,1,FMWT,307,6628.1098961,Station,-122.4192,38.00472
2020-11-30,2020,11,1,FMWT,308,6094.721155599999,Start,-122.39947222179723,38.02319444444444
2020-11-30,2020,11,1,FMWT,308,6094.721155599999,End,-122.40008333333667,38.02141666677222
2020-11-30,2020,11,1,FMWT,308,6094.721155599999,Station,-122.40438,38.01745
2020-11-30,2020,11,1,FMWT,305,6466.5117979,Start,-122.40583333333333,38.000055555556386
2020-11-30,2020,11,1,FMWT,305,6466.5117979,End,-122.40733333322778,37.998472222222226
2020-11-30,2020,11,1,FMWT,305,6466.5117979,Station,-122.4086,37.9987
2020-11-30,2020,11,1,FMWT,306,3980.7189883999995,Start,-122.41280555513056,38.00152777777778
2020-11-30,2020,11,1,FMWT,306,3980.7189883999995,End,-122.40716666645557,38.00816666656111
2020-11-30,2020,11,1,FMWT,306,3980.7189883999995,Station,-122.41488,38.00042
2020-11-30,2020,11,1,FMWT,307,6368.4602828,Start,-122.41824999994695,38.00774999989444
